notice-identifier,total-value-eur,total-value-eur-log,bidder-count,bidder-size-numeric,notice_type_cn-standard,notice_type_can-standard,notice_type_can-modif,notice_type_pin-only,notice_type_can-social,notice_type_cn-social,notice_type_veat,notice_type_pin-rtl,notice_type_pin-buyer,notice_type_cn-desg,total-value,cluster,is_outlier,anomaly_score
85e2551b-3e06-45af-ac2c-3a57b41e3f1e,53498.16,10.887421231826258,1,,0,1,0,0,0,0,0,0,0,0,53498.16,0,False,1.6176811432856175e-05
231b8270-be3d-4caa-914f-f50b4cbec3a2,700000.0,13.45883704259595,1,4.0,0,1,0,0,0,0,0,0,0,0,700000.0,0,False,1.1556665064322311e-05
5b7baeb4-f237-43d4-b4e6-77beab3ed3f6,368000.0,12.81584093453868,1,,1,0,0,0,0,0,0,0,0,0,368000.0,1,False,1.5858851720933754e-05
997b1b2e-45b5-4dbb-be65-77b9b13c595d,5471700.0,15.51510009497874,1,,1,0,0,0,0,0,0,0,0,0,140300000.0,1,False,0.00042814056497850656
9ba255c8-e02d-4850-9101-7af560e60df2,49824.0,10.816272145080996,1,2.5,0,1,0,0,0,0,0,0,0,0,49824.0,0,False,4.1793308032445774e-05
5a02d813-7b7e-4a4b-acfb-49f7914a9819,600000.0,13.304686600863562,1,,1,0,0,0,0,0,0,0,0,0,600000.0,1,False,0.0
dc661de2-7afe-4b1c-b8f1-dbb937bb7d4a,46000.0,10.736418414365376,1,2.5,0,1,0,0,0,0,0,0,0,0,46000.0,0,False,3.2702185940266134e-05
77b085a7-0cd4-4c85-8a23-392f92909b5e,4550398.0,15.33072547939008,1,2.5,0,1,0,0,0,0,0,0,0,0,4550398.0,0,False,2.4339733403076478e-05
b7c95447-0101-4d6f-922c-f96b050112ef,398148.36,12.894582490249917,3,2.5,0,1,0,0,0,0,0,0,0,0,398148.36,0,False,8.38078387366337e-06
03eb7ec7-0c7b-4300-9f5a-66bf48b1942c,10600000.0,16.176364653421913,1,,0,1,0,0,0,0,0,0,0,0,10600000.0,0,False,3.681083785114259e-05
6bf1aec4-06ca-480f-943f-c4ed4a3e4cc8,456461.38,13.031261565982746,1,4.0,0,1,0,0,0,0,0,0,0,0,456461.38,0,False,1.386391721293192e-05
73800401-562b-41d3-ae1f-a9c39e482ebe,132161.58,11.791788110356023,1,2.0,0,1,0,0,0,0,0,0,0,0,132161.58,0,False,2.427645699824693e-05
3cc5441f-e550-45eb-9be6-e7dba0e5cd4a,2800039.0,14.845144260757678,1,,1,0,0,0,0,0,0,0,0,0,2800039.0,1,False,1.283610471855278e-05
311f334e-d930-40df-bbee-f15d67ff86f9,850000.0,13.652992804936396,1,,0,1,0,0,0,0,0,0,0,0,850000.0,0,False,1.6458083996182674e-05
34881fa7-a0e3-4426-bd43-5429768b8e94,1650214.29,14.316416316153026,1,,1,0,0,0,0,0,0,0,0,0,1650214.29,1,False,3.166929269169041e-05
0cd3164f-d8f6-48a6-8d95-22bc95830606,0.0,0.0,1,,0,0,0,1,0,0,0,0,0,0,0.0,-1,True,1.0
280ddb96-e81e-44cc-b9ff-ba490e85a580,4377500.01,15.291988573867418,1,,0,1,0,0,0,0,0,0,0,0,4377500.01,0,False,1.4288872497732828e-05
259cb352-2f2a-423f-bc93-83ac4bdd9807,264171.4,12.484357199299978,1,4.0,0,1,0,0,0,0,0,0,0,0,264171.4,0,False,1.233641814099339e-05
d8bd7980-806a-47b7-954a-f8046aadc5e7,123065.0,11.72047607580996,1,,0,1,0,0,0,0,0,0,0,0,123065.0,0,False,2.168917403846979e-05
dc11f1c1-630b-492e-9d3b-2342fbc756ac,0.0,0.0,1,,0,1,0,0,0,0,0,0,0,0,0.0,0,False,0.0
1a1af16b-58ac-4abb-8e10-0389b71dd5d9,300000.0,12.611541086966117,1,,1,0,0,0,0,0,0,0,0,0,300000.0,1,False,0.0
e95d8497-57b2-418e-b332-4cbc5dbbd9f2,74100.0,11.21318430646977,1,2.5,0,1,0,0,0,0,0,0,0,0,1900000.0,0,False,2.8114224995025136e-05
5c24b8f3-5dd9-4331-ae77-3cb1cf63c322,29224.0,10.282779786340267,1,,0,0,1,0,0,0,0,0,0,0,29224.0,2,False,0.0003006367878569046
d6728d80-083d-4801-bbfb-e68dab4f1dd6,13236395.8,16.398480926419857,1,,0,1,0,0,0,0,0,0,0,0,13236395.8,0,False,4.0950457045989474e-05
3ff97526-29f0-4409-9d34-8e76bfa3d22c,3429840.0,15.048024462382534,1,,0,1,0,0,0,0,0,0,0,0,3429840.0,0,False,7.19808923830304e-05
982b7206-82b6-445b-8124-4637ab38af73,2000000.0,14.508658238524095,1,,1,0,0,0,0,0,0,0,0,0,2000000.0,1,False,0.0
cce720c9-1766-48dc-85cf-f53ca994043d,1763400.0,14.382754888721214,1,4.0,0,1,0,0,0,0,0,0,0,0,1763400.0,0,False,1.8777320024934053e-05
3187e9c6-5452-4348-a721-8a093a50f8f7,245000.0,12.409017571151187,1,,1,0,0,0,0,0,0,0,0,0,245000.0,1,False,7.193880100065189e-06
84c52f62-3f76-4f11-a1ab-a4b49481862a,16700000.0,16.630919337267223,1,,1,0,0,0,0,0,0,0,0,0,16700000.0,1,False,4.2431791903871234e-05
95536c2e-429f-483a-ac08-3c37c7253fbe,950000.0,13.76421831620775,1,,1,0,0,0,0,0,0,0,0,0,950000.0,1,False,2.3108567899271818e-05
bc8dc0ab-3af6-4236-8ca1-7abafcf385c0,397515.0,12.892990463838778,1,2.5,0,1,0,0,0,0,0,0,0,0,397515.0,0,False,9.795463832943083e-06
0296b841-00ec-4796-a49e-a1be7f565551,649999.92,13.384729057255434,1,4.0,0,1,0,0,0,0,0,0,0,0,649999.92,0,False,4.900302126991918e-06
27c65086-1d1f-4315-90cc-72a003690c93,1560000.0,14.260197020251155,1,4.0,0,1,0,0,0,0,0,0,0,0,1560000.0,0,False,1.534481813519712e-05
883724d2-e009-4cae-b1eb-631e99e321c6,216000.0,12.283038316285214,1,,0,0,0,0,0,0,0,0,0,0,216000.0,3,False,0.003246476283799274
ac4bd39b-cb69-4017-bbd1-70e988885f23,3231500.0,14.988457293138854,1,,0,1,0,0,0,0,0,0,0,0,3231500.0,0,False,3.488988357493575e-05
51465f0e-7a21-498c-9376-ba53e611dfc6,28487.2756,10.257247899159625,1,,0,1,0,0,0,0,0,0,0,0,123857.72,0,False,6.134879006551611e-05
743c58bf-2607-4758-a50c-6438d89b3138,5485179.0,15.517560467926026,1,2.5,0,1,0,0,0,0,0,0,0,0,5485179.0,0,False,1.6017844596975446e-05
ed4be617-2f03-4e23-b5b1-30d06e3706e2,403339.71,12.907536917993768,1,,0,1,0,0,0,0,0,0,0,0,403339.71,0,False,1.4524657495730448e-05
9fb7d2aa-3baa-411f-9d59-c4ccbaac6cca,68800.0,11.138973558699526,1,,0,1,0,0,0,0,0,0,0,0,68800.0,0,False,3.733659637449972e-05
c202f100-546b-413c-9a9e-b38938fe6928,158976.0,11.976514816650909,2,1.0,0,1,0,0,0,0,0,0,0,0,691200.0,0,False,1.0706506405592318e-05
775a6d08-8cd5-4e11-804d-000d3ab4d5f0,99757331.27,18.418251117498944,1,,1,0,0,0,0,0,0,0,0,0,99757331.27,1,False,0.0003481249730372717
30f5b040-3302-4d40-bb22-d7dfe151e18c,320000.0,12.676079399771028,1,,0,1,0,0,0,0,0,0,0,0,320000.0,0,False,0.0
bf5629f1-ea44-40ef-927e-1a0fee171223,447435.77,13.011290510624429,1,3.0,0,1,0,0,0,0,0,0,0,0,447435.77,0,False,1.3118057551949353e-05
177eb45d-2983-4687-a5bc-fa6d39218087,1072188.0,13.885212911042965,1,,0,1,0,0,0,0,0,0,0,0,1072188.0,0,False,3.514584292580904e-06
fa87c2c7-cf25-4303-8153-5d12a78c425a,1.0,0.6931471805599453,1,,1,0,0,0,0,0,0,0,0,0,1.0,4,False,0.0
c3c8ec92-331d-4308-bd5f-3ff32c2d4cc3,1610000.0,14.291745358078463,1,,1,0,0,0,0,0,0,0,0,0,7000000.0,1,False,5.4861012658029825e-05
e6895758-a850-4b78-9122-2d842e2f7a61,660000.0,13.399996629152977,5,2.5,0,1,0,0,0,0,0,0,0,0,660000.0,0,False,8.273623434670789e-06
e795c96a-7374-4218-91ce-7b26c1ac2895,666950.31,13.410472323732492,1,,1,0,0,0,0,0,0,0,0,0,666950.31,1,False,6.832948407576811e-06
dc92adc9-cd74-4eaa-a36c-c61d07944385,5720891.865,15.5596354464541,1,2.5,0,1,0,0,0,0,0,0,0,0,146689535.0,0,False,0.00038104208718113926
f5eecc80-cbd0-4e11-8079-0022489933bb,38637461.55,17.46973289615643,1,,1,0,0,0,0,0,0,0,0,0,38637461.55,1,False,8.472755509263827e-05
92d43bb0-4d5f-4c1b-949a-f4501d0d3073,3578628.94,15.090490586805169,1,,0,1,0,0,0,0,0,0,0,0,3578628.94,0,False,3.2351469821604936e-05
979388f8-b09e-4a63-a02a-c00221e2692b,113022.0,11.635346616806068,2,2.0,0,1,0,0,0,0,0,0,0,0,491400.0,0,False,1.8044610436691767e-05
dd0c3d20-d5e3-47b3-a156-6214f318ee8b,63295461.0,17.96332419418118,1,,1,0,0,0,0,0,0,0,0,0,63295461.0,1,False,4.186794594307411e-05
96446643-c7d7-4a91-807d-4f6441eb799f,97961.448,11.492339500545617,1,,1,0,0,0,0,0,0,0,0,0,2511832.0,1,False,1.9049115861158626e-05
dae75606-765d-4eec-8503-211a28602840,7540440.0,15.83579122633744,1,,0,1,0,0,0,0,0,0,0,0,7540440.0,0,False,2.1239055720596334e-05
d64e35b1-94c1-4f07-8827-5000ac356e61,166666.67,12.0237571087181,1,,0,1,0,0,0,0,0,0,0,0,166666.67,0,False,3.5641184668560472e-06
1cfbc9d3-c524-4197-a27d-57c61178d732,672727.28,13.419096782672204,1,,1,0,0,0,0,0,0,0,0,0,672727.28,1,False,1.4190036439510583e-05
4041060c-1cd7-41b4-8e70-0689a8ff1595,4000000.0,15.201805169084134,1,,0,1,0,0,0,0,0,0,0,0,4000000.0,0,False,1.2038454831893008e-05
8e192002-00d7-43a9-b2a7-4c3087072ff1,650000.0,13.384729180332174,1,2.0,0,1,0,0,0,0,0,0,0,0,250000000.0,0,False,0.0018746775630911153
fe3dde8d-2d13-4788-88c7-c56ad983a483,1560000.0,14.260197020251155,1,,1,0,0,0,0,0,0,0,0,0,40000000.0,1,False,0.00022047668465608597
faf22638-8429-4033-8131-a3f7a4dd7e0a,400760.0,12.901120518629094,1,,0,1,0,0,0,0,0,0,0,0,400760.0,0,False,6.746960904591528e-06
d2044455-d6dd-470f-9ab9-48610e5f8c81,297360.0,12.602702167892572,1,,1,0,0,0,0,0,0,0,0,0,297360.0,1,False,1.975654427840668e-05
9c360042-5d0e-44e0-928a-71e3d79c3990,12285366.53,16.32391948046183,1,,0,0,1,0,0,0,0,0,0,0,12285366.53,2,False,0.00016676726664001097
5e3743af-4cf8-4fe6-a936-f9ff5c3c0968,502030000.0,20.03417043881848,1,,0,0,1,0,0,0,0,0,0,0,502030000.0,2,False,0.0010852784044509591
3ab2d69f-074e-4a68-ad65-ea37aea1d6e5,841824.0,13.643327433143243,1,,1,0,0,0,0,0,0,0,0,0,841824.0,1,False,1.4613726825534968e-05
82652dfa-edf8-4245-af50-9b201709ae68,171057900.0,18.95751265949328,1,,1,0,0,0,0,0,0,0,0,0,4386100000.0,-1,True,1.0
673764cc-05a6-4262-a5dd-bfd354106beb,638000.0,13.366095129723815,1,,0,1,0,0,0,0,0,0,0,0,638000.0,0,False,2.0368946289882376e-05
456b8896-8245-4045-80a7-c8a3c4465071,152180.57280000002,11.932829644806558,1,1.0,0,1,0,0,0,0,0,0,0,0,298393.28,0,False,1.5059541979490797e-05
85bf533b-7a08-4f18-9418-5e6763c688bc,605000.0,13.312985389904174,1,,0,1,0,0,0,0,0,0,0,0,605000.0,0,False,7.441503796188157e-06
59d1c7f0-2b4f-4627-bd23-80751cb92f35,1892000.0,14.453145557135048,1,,1,0,0,0,0,0,0,0,0,0,22000000.0,1,False,0.00012354136345456464
df272d85-a524-4adc-a6e3-6bab986b15c6,13806000.0,16.440613910677833,1,,1,0,0,0,0,0,0,0,0,0,354000000.0,1,False,0.0004556810888381688
2fa0622a-693d-4c64-b77f-568b65d68cf0,576000.0,13.263864675787632,1,,0,1,0,0,0,0,0,0,0,0,576000.0,0,False,1.304777508912201e-05
a1016d96-2600-4781-9333-7fb5392dc4b7,483883.59,13.089601706851726,1,,1,0,0,0,0,0,0,0,0,0,483883.59,1,False,2.4711130138670996e-05
d1b30c7d-fc3a-4913-a1f8-c208e8830566,546000.0,13.210376086227196,1,,0,1,0,0,0,0,0,0,0,0,4200000.0,0,False,3.7561418572711825e-05
8bac8e04-389b-4f87-8cf2-634edc66a58c,91800.0,11.42737846979544,1,2.5,0,1,0,0,0,0,0,0,0,0,180000.0,0,False,7.95273501186043e-06
014e529c-64b6-4eb8-975c-a8d9f1c9932d,708751.93,13.471262268054357,1,,0,1,0,0,0,0,0,0,0,0,708751.93,0,False,2.4623499461586013e-05
891215fb-b34b-4590-8f36-2f96bcff2e5e,4632000.0,15.34849951412441,1,,0,1,0,0,0,0,0,0,0,0,4632000.0,0,False,1.2000094838078922e-05
5ed8a86e-824c-48d7-aa0b-a418a46240b2,739500.0,13.51373091339712,1,,0,1,0,0,0,0,0,0,0,0,8500000.0,0,False,7.432045330861892e-05
5bfd2bb1-cffc-46e2-8308-fda7f93ff5e3,101073.75,11.52361562109508,1,2.5,0,1,0,0,0,0,0,0,0,0,101073.75,0,False,2.238560301683744e-05
232ae933-6102-4753-a1eb-80bc7e95696a,300000.0,12.611541086966117,1,,1,0,0,0,0,0,0,0,0,0,300000.0,1,False,0.0
cfe14b84-b0a5-4a95-aa27-728321fd306c,330000000.0,19.6146032154551,1,,1,0,0,0,0,0,0,0,0,0,330000000.0,1,False,0.0017963899161847607
cb668293-e014-4f3c-9a54-6ad908ae72c0,950000.0,13.76421831620775,1,2.5,0,1,0,0,0,0,0,0,0,0,950000.0,0,False,1.1195294702813234e-05
dd6b5356-8437-491e-b7f1-9b4234898c1c,260000.0,12.468440756144114,1,,0,1,0,0,0,0,0,0,0,0,260000.0,0,False,1.460326124148158e-06
5a27dc27-b6f1-410b-9a44-efd4ea71687b,6000000.0,15.607270193858982,1,,1,0,0,0,0,0,0,0,0,0,6000000.0,1,False,0.0
67d20e7d-72de-4acf-8d4d-e7adb3dd727b,219555.0,12.29936260424318,1,,0,1,0,0,0,0,0,0,0,0,219555.0,0,False,8.890636800126491e-06
cfca97ee-8146-416b-a2c4-658697553140,12106000.0,16.309211838037434,1,,1,0,0,0,0,0,0,0,0,0,12106000.0,1,False,2.235327216720733e-05
caec5459-34b2-40ac-9298-000bbe287fa3,30434.3,10.323358397951894,3,1.0,0,1,0,0,0,0,0,0,0,0,30434.3,0,False,3.927945883178993e-05
64bc243f-8c31-4305-bf45-b9aee84c5ae0,1668005.56,14.327139794746811,1,,0,0,1,0,0,0,0,0,0,0,1668005.56,2,False,0.00013739212392567537
d8840f43-72a9-4a6f-b4ff-789914a7f9c5,313005.5,12.653979236079827,1,,1,0,0,0,0,0,0,0,0,0,313005.5,1,False,1.280931202939989e-05
ed769c99-c621-40d6-9949-6c8382c63ce4,7020196.96,15.764301975034597,1,,0,1,0,0,0,0,0,0,0,0,7020196.96,0,False,4.7293861658924485e-05
78b215ba-2575-499a-bcea-596581243cd4,2079821.0,14.54779287109251,1,2.0,0,1,0,0,0,0,0,0,0,0,2079821.0,0,False,4.952938694678549e-05
8ce7d77a-8896-4831-bb45-5ba17b6de33e,981700.0,13.797042060321226,1,,0,1,0,0,0,0,0,0,0,0,981700.0,0,False,2.9107290951026866e-05
ec1f4135-d27a-4cc7-8e00-fb0747a0b106,2778334.85,14.837362691317349,1,,0,0,1,0,0,0,0,0,0,0,2778334.85,2,False,0.00015377419784194795
e1e3f728-046f-438c-9ad5-3a4feee3f552,699180.0,13.457664929041202,1,,0,1,0,0,0,0,0,0,0,0,699180.0,0,False,1.2598211626509465e-05
728a1adc-1a74-41f1-8d78-8d1ef84961b1,200000.0,12.206077645517674,1,,0,1,0,0,0,0,0,0,0,0,200000.0,0,False,0.0
b64f0f21-362c-4459-ac24-eb37f1d2d973,620000.0,13.3374763699232,1,2.5,0,0,0,0,1,0,0,0,0,0,620000.0,5,False,0.00010081263874044623
9e3f711e-d7c5-4b8b-8c88-56595307e596,547908.72,13.213865807832736,1,,1,0,0,0,0,0,0,0,0,0,547908.72,1,False,1.2611242489938236e-05
55a7785e-a76d-4efe-a11d-8394cfd7b694,300000000.0,19.519293035953808,1,,0,0,1,0,0,0,0,0,0,0,300000000.0,2,False,0.0005565951610058471
cb06c1b9-c743-4338-9e3f-ca8a4fe5ec20,235094.0,12.36774496675628,1,,1,0,0,0,0,0,0,0,0,0,235094.0,1,False,2.2335395667523985e-05
9b4127ca-5108-4fff-b133-3a232c3a7e31,544532.71,13.20768512944799,1,,0,1,0,0,0,0,0,0,0,0,544532.71,0,False,1.8220466669738614e-05
045f7e73-82d2-43ef-bc6f-4e50598c283c,1060800.0,13.874534841098058,2,4.0,0,1,0,0,0,0,0,0,0,0,1060800.0,0,False,1.684782907053696e-05
c41affe5-d05a-47c4-a8a5-0daaf5100523,1636249.983,14.307918196970007,1,,1,0,0,0,0,0,0,0,0,0,3208333.3,1,False,2.2274079928504242e-05
917541b8-73fd-48fa-bbfb-7ea152b1055e,47419.0,10.766799359619396,1,,1,0,0,0,0,0,0,0,0,0,47419.0,1,False,0.00011173307305058818
d299bfd3-f90b-4450-942e-c15935c3de1c,51949.4619,10.858045887729425,1,,1,0,0,0,0,0,0,0,0,0,101861.69,1,False,0.00010249745086469298
41f82086-1e6e-4e67-8709-8adefd9e8382,2575300.0,14.76147697845238,1,,1,0,0,0,0,0,0,0,0,0,2575300.0,1,False,2.8774979128545e-05
f614c198-ce99-4235-93cf-3f2a0bf3bdc6,399500.0,12.897971547314246,1,,0,1,0,0,0,0,0,0,0,0,399500.0,0,False,4.445784745886798e-06
95aa4185-026a-4cfb-ba54-4faafd40dcc3,239700.0,12.387147592295292,1,2.0,0,1,0,0,0,0,0,0,0,0,239700.0,0,False,4.445773953697613e-06
9a2e0eb7-2540-4c68-9b2f-d751d32c9716,7309.400000000001,8.897053270809007,1,,0,1,0,0,0,0,0,0,0,0,31780.0,0,False,0.00011312379074406275
87445ed8-5aa0-4ec7-bf10-e6ecef57fcb3,2418000.0,14.69845172372172,1,,1,0,0,0,0,0,0,0,0,0,62000000.0,1,False,0.0002511865144448347
31c1cc85-fd4b-4832-a3b4-692864fdb582,227014.86,12.332775161864303,1,,0,1,0,0,0,0,0,0,0,0,227014.86,0,False,3.4012643568699294e-05
2b5f3b5c-7f25-4d9a-b9e0-7ebdc7f4bab1,1122.0,7.023758954738443,1,,1,0,0,0,0,0,0,0,0,0,2200.0,1,False,0.0011428423103499981
a66faafd-e26c-4954-934c-e59b71cac4eb,23879551.27,16.98853309715043,1,,0,1,0,0,0,0,0,0,0,0,23879551.27,0,False,8.88268855643071e-05
07c39220-d389-424e-ac92-0b86b44b1746,5200000.0,15.46416937585933,1,,1,0,0,0,0,0,0,0,0,0,5200000.0,1,False,5.3145530154001205e-05
d3e78318-202e-4d17-81c7-4589e7c64018,1600000.0,14.285514812209817,1,,1,0,0,0,0,0,0,0,0,0,1600000.0,1,False,0.0
ab919a35-cad2-4fa2-a2ed-017415434d41,2417393.17,14.698200728722613,1,,1,0,0,0,0,0,0,0,0,0,2417393.17,1,False,4.276460348214226e-05
f89587ad-d65e-4dd2-a50a-8d66dcac3218,240000.0,12.388398368982116,1,,1,0,0,0,0,0,0,0,0,0,240000.0,1,False,7.85971770388247e-06
3be97227-2482-490a-9c7d-fc67459e6b18,1791120.0,14.398352238783108,1,2.5,0,1,0,0,0,0,0,0,0,0,3512000.0,0,False,0.0
cfe11100-0abe-4370-9d82-a09772d8db6a,500000.0,13.122365377402328,4,4.0,0,1,0,0,0,0,0,0,0,0,500000.0,0,False,0.0
c4f7d752-b756-478b-acd6-8cf12daf860f,211370941.96,19.16912517143288,1,,0,1,0,0,0,0,0,0,0,0,211370941.96,0,False,0.00029087977193082755
f6601ee3-6ed8-48ab-85a5-3097744cb0f1,51875.9388,10.856629631292424,1,,0,1,0,0,0,0,0,0,0,0,225547.56,0,False,4.8620051664868305e-05
64f87d72-54d6-437d-a41a-a975a44870f6,2682065.295,14.802098061011923,9,2.5,0,1,0,0,0,0,0,0,0,0,68770905.0,0,False,0.0003812416667133411
8d8cf0b7-60fb-4e32-9919-f9fcb40cf748,49950.0,10.818797803896322,1,,0,1,0,0,0,0,0,0,0,0,49950.0,0,False,3.522020638375822e-05
84832252-01ff-4436-9c6b-c5ea48120c76,2118901.8756,14.566409001183462,1,,0,1,0,0,0,0,0,0,0,0,4154709.56,0,False,2.535116300482242e-05
ada4a97d-6676-4d0d-8be9-211d98bdad3a,62400000.0,17.949075849365297,2,1.0,0,1,0,0,0,0,0,0,0,0,62400000.0,0,False,8.097117111544994e-05
828c30a1-7238-47ef-92fe-dab038ab198a,553408.98,13.223854380144164,1,3.0,0,1,0,0,0,0,0,0,0,0,2406126.0,0,False,3.105795140581101e-05
fc6fcea1-c027-4192-bc28-21061e5d5cdf,5149043.757,15.45432177135795,1,,1,0,0,0,0,0,0,0,0,0,132026763.0,1,False,0.0004511245940677003
b6770a80-ede0-4509-8aff-3aaefe58fbd2,63693.4,11.061851925607847,1,,0,1,0,0,0,0,0,0,0,0,63693.4,0,False,3.141397327573231e-05
bfc7f719-b72d-4b19-ae74-9950497eb758,396694.22,12.890923557022214,1,,1,0,0,0,0,0,0,0,0,0,396694.22,1,False,1.2146726805046848e-05
22f90056-9c80-4553-b330-79e9564a03e6,1248900.0,14.037774522555477,1,,1,0,0,0,0,0,0,0,0,0,1248900.0,1,False,1.470146861941066e-05
dc34c30b-7c5c-4138-a1a6-6da88d1ff295,1200000.0,13.997832948091215,1,2.5,0,1,0,0,0,0,0,0,0,0,1200000.0,0,False,0.0
06c31f57-4153-4744-85cf-a4867ace8e87,394289710.0,19.792596504162983,1,4.0,0,1,0,0,0,0,0,0,0,0,394289710.0,0,False,0.000406217855151648
280e0024-ed9a-457f-a394-875ec41171d9,748500.0,13.525827818846272,1,,1,0,0,0,0,0,0,0,0,0,748500.0,1,False,6.758452661260653e-06
e9ca9056-7dc9-4ecb-ab5f-f25795ab3285,485520.0,13.092977820155005,1,,1,0,0,0,0,0,0,0,0,0,485520.0,1,False,1.9183659339961483e-05
bc165d06-6af4-4976-a380-e26b3be0a109,414700.0,12.935313057613287,1,,0,1,0,0,0,0,0,0,0,0,414700.0,0,False,9.970720102785025e-06
226b9bcc-08e7-4054-9a26-eeffe9897b56,1600000.0,14.285514812209817,1,,1,0,0,0,0,0,0,0,0,0,1600000.0,1,False,0.0
a35234a9-2c72-4755-8326-1639e1bbd55a,0.01,0.009950330853168,1,,1,0,0,0,0,0,0,0,0,0,0.01,4,False,1.76837733293986e-05
0d02816c-7f2a-4b6e-b17a-929357438c57,8000000.0,15.894952224644102,1,,0,0,0,0,0,0,0,1,0,0,8000000.0,6,False,0.0007723530933465211
b5d790ad-1aec-459a-a3df-c723bbb043b6,666250.0,13.409421755399151,1,,1,0,0,0,0,0,0,0,0,0,666250.0,1,False,9.206572132715439e-06
1e7693c9-4e22-4443-af4e-2b6118a6f7ca,208863.0,12.249438601434944,1,,0,1,0,0,0,0,0,0,0,0,908100.0,0,False,8.074573295838363e-06
8dd84d14-8563-4175-a6c9-486e90970626,1696499.9999999998,14.344078452655111,1,,1,0,0,0,0,0,0,0,0,0,19500000.0,1,False,7.786068543475098e-05
87023f1b-2edb-4832-9834-34e81bff1d30,1560000.0,14.260197020251155,1,,1,0,0,0,0,0,0,0,0,0,12000000.0,1,False,7.555258861608128e-05
e45138b3-b67a-4295-808e-fb0e17f59e58,1000000.0,13.815511557963774,1,,1,0,0,0,0,0,0,0,0,0,1000000.0,1,False,0.0
018deb40-1847-4ac4-8172-ad71ed0e4114,420000.0,12.948012371209098,1,,1,0,0,0,0,0,0,0,0,0,420000.0,1,False,1.8224000079016789e-06
fdde2a32-2d4d-4ae5-a0cc-893b847ba546,291060.0,12.581288146179135,1,2.5,0,1,0,0,0,0,0,0,0,0,291060.0,0,False,7.941136234271025e-06
8a13dab9-1bd1-4757-ba9a-93310ac70b33,384088.5,12.858630877329258,1,,0,1,0,0,0,0,0,0,0,0,384088.5,0,False,1.4903046321932888e-05
0b21b9e4-879a-4c5d-a9e5-b42c85617f8c,23950.0,10.083765355620846,1,,0,1,0,0,0,0,0,0,0,0,23950.0,0,False,4.701444367791286e-05
e41e49a3-23fd-4be2-bd59-e9049ecadf4b,612000.0,13.324489195480057,1,,1,0,0,0,0,0,0,0,0,0,612000.0,1,False,1.5384206280938417e-05
fcaac6da-d0cc-4046-8558-80363da83041,2332909.08,14.66262700761183,1,,0,1,0,0,0,0,0,0,0,0,2332909.08,0,False,2.8587579061369858e-05
b7c2a3c4-1d8f-490a-afb6-b01033d364b6,269844.16,12.50560359199563,1,,1,0,0,0,0,0,0,0,0,0,269844.16,1,False,2.0521380807303566e-06
1d83b85e-0fd6-4e11-804d-000d3ab37cfd,38070470.0,17.45494950022856,1,,1,0,0,0,0,0,0,0,0,0,38070470.0,1,False,9.800684804415555e-05
dcd82913-b8c3-4ab9-8af2-b0349954f8af,7140.0,8.87360810154911,1,2.5,0,1,0,0,0,0,0,0,0,0,14000.0,0,False,7.119508326455584e-05
f84caecf-8adf-49b0-97d3-fdfeae7f8067,168067.0,12.032123938396156,1,,1,0,0,0,0,0,0,0,0,0,168067.0,1,False,2.8515756013024516e-05
a24f0a02-b972-46a8-bc61-4b579a69e00a,211973.76,12.264222489962576,1,4.0,0,1,0,0,0,0,0,0,0,0,211973.76,0,False,1.06831932480749e-05
9b096d19-82d5-4e11-804d-000d3ab4d5f0,50995000.0,17.74723816627652,1,,1,0,0,0,0,0,0,0,0,0,50995000.0,1,False,0.00010291888260907023
f79bfa26-07fa-4441-a668-6d54a3b971dc,337804.21,12.73022470656431,1,4.0,0,0,0,0,1,0,0,0,0,0,337804.21,5,False,0.00030266109824740145
4dc81440-f606-4d4f-bd3b-c6175162bc00,26794600.0,17.103710969962375,1,,1,0,0,0,0,0,0,0,0,0,26794600.0,1,False,4.8694124798541616e-05
44a2f1cf-8160-4bb2-af1a-670997497bba,719676.0,13.486557779225055,1,3.0,0,1,0,0,0,0,0,0,0,0,719676.0,0,False,1.590961939835159e-06
c05a895f-5e7b-4664-b268-9ce507e10619,110000.0,11.60824473564232,2,2.5,0,1,0,0,0,0,0,0,0,0,110000.0,0,False,1.6880651000517512e-05
4f50f041-01a5-44da-a93d-98f5a547e69f,573001.62,13.258645568112252,1,,0,1,0,0,0,0,0,0,0,0,573001.62,0,False,1.5775510679971527e-05
111a1f5d-676d-45a1-9108-ce7f41a19b3f,2351884.0,14.670727692247452,1,,1,0,0,0,0,0,0,0,0,0,2351884.0,1,False,3.379837998073113e-05
3c19f06a-cc87-4253-8a25-334ea442dacb,9600000.0,16.077273760604726,1,,1,0,0,0,0,0,0,0,0,0,9600000.0,1,False,2.7282598786268786e-05
b1eac312-65c3-488c-adc2-28e7103e7980,248688209.0,19.331710501136037,1,2.5,0,1,0,0,0,0,0,0,0,0,248688209.0,0,False,0.0003573627982856372
129912f6-d8a0-457d-93f4-4371c5a43d29,479082.43,13.07963003659163,1,,1,0,0,0,0,0,0,0,0,0,479082.43,1,False,4.0891799697917714e-05
1d1a08a0-2453-4ff4-8642-76ad8f961306,387521.0,12.867527900357494,5,2.0,0,1,0,0,0,0,0,0,0,0,387521.0,0,False,1.0743539286528718e-05
