notice-identifier,total-value-eur,total-value-eur-capped,total-value-eur-log,notice_is_cn-standard,notice_is_pin-only,notice_is_pin-tran,notice_is_pin-rtl,notice_is_cn-social,notice_is_pin-buyer,notice_is_qu-sy,notice_is_corr,notice_is_pin-cfc-social,notice_is_pin-cfc-standard,total-value,notice_type_cn-standard,notice_type_can-standard,notice_type_can-modif,notice_type_pin-only,notice_type_can-social,notice_type_cn-social,notice_type_veat,notice_type_pin-rtl,notice_type_pin-buyer,notice_type_cn-desg,is_outlier,outlier_status,anomaly_score,prediction_time
b9e215b0-fc63-4856-81da-21860828fbfc,2085735.7,2085735.7,14.550632684140847,1,0,0,0,0,0,0,0,0,0,2085735.7,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1707,2025-05-30 11:59:56
582801b0-3315-46e3-af3f-c6f1e9de2353,6000000.0,6000000.0,15.607270193858982,1,0,0,0,0,0,0,0,0,0,6000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1616,2025-05-30 11:59:56
d620faf3-12d3-4b62-952f-383f20a736a8,165903.0,165903.0,12.01916458679806,1,0,0,0,0,0,0,0,0,0,325300.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.171,2025-05-30 11:59:56
b5721da7-e7ce-415b-a918-25618f5f5ecc,400000.0,400000.0,12.899222326086994,1,0,0,0,0,0,0,0,0,0,400000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1742,2025-05-30 11:59:56
95001ffb-1212-4796-bb3e-b09e01cb8ef1,261242.4918,261242.4918,12.47320817018052,1,0,0,0,0,0,0,0,0,0,512240.18,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1739,2025-05-30 11:59:56
8d0aa0ce-4e60-4048-a1a4-163d41309f01,2880000.0,2880000.0,14.873301199334293,1,0,0,0,0,0,0,0,0,0,2880000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1689,2025-05-30 11:59:56
a554247d-8a7d-4900-ac9c-db3234ffabcf,455000.0,455000.0,13.02805489573287,1,0,0,0,0,0,0,0,0,0,175000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.089,2025-05-30 11:59:56
f8e809da-26f2-4525-9b11-cfbe25204c3d,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.075,2025-05-30 11:59:56
d65914ce-2826-4d0b-9d0e-55e266dc96f2,500000.0,500000.0,13.122365377402328,1,0,0,0,0,0,0,0,0,0,500000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1744,2025-05-30 11:59:56
770f6a1c-b095-4486-a423-18208850e945,12637772.36,12637772.36,16.352200772937454,1,0,0,0,0,0,0,0,0,0,12637772.36,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1448,2025-05-30 11:59:56
15ccfbd6-f128-478d-ac37-eaf6b605f421,575000.0,575000.0,13.26212705890841,1,0,0,0,0,0,0,0,0,0,575000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1738,2025-05-30 11:59:56
ca725173-6a06-434c-828d-2331256021be,440000.0,440000.0,12.994532278619134,1,0,0,0,0,0,0,0,0,0,440000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1748,2025-05-30 11:59:56
66f72d93-80d2-4b81-965a-42d7cde1c639,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.075,2025-05-30 11:59:56
1369a27a-eaf9-4c28-b348-3590c12787ce,269000.0,269000.0,12.502470376049184,1,0,0,0,0,0,0,0,0,0,269000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1748,2025-05-30 11:59:56
014ad0fa-8f45-4ecd-93f6-d512a40519d7,5132169.705,5132169.705,15.451039267024951,1,0,0,0,0,0,0,0,0,0,131594095.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.095,2025-05-30 11:59:56
c6435a3a-fda4-486c-8543-65374299a3f4,132000.0,132000.0,11.790564777297387,1,0,0,0,0,0,0,0,0,0,132000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1707,2025-05-30 11:59:56
539be190-5695-42cd-8afe-f563b22da407,917931.66,917931.66,13.729879311792184,1,0,0,0,0,0,0,0,0,0,917931.66,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1749,2025-05-30 11:59:56
876206cb-5589-4a45-8d18-d946ce8ea589,2144500.0,2144500.0,14.578417449248128,1,0,0,0,0,0,0,0,0,0,2144500.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1707,2025-05-30 11:59:56
bc9937bd-9e8a-4175-8ff4-d107727a09df,67768.6,67768.6,11.12386899579608,1,0,0,0,0,0,0,0,0,0,67768.6,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1678,2025-05-30 11:59:56
d7b6033f-d78b-4030-926f-967f9cb71e21,799000.0,799000.0,13.591117476312084,1,0,0,0,0,0,0,0,0,0,799000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1766,2025-05-30 11:59:56
82541d5a-5618-48aa-8e89-744a18dc50f0,17150000.0,17150000.0,16.65750878988526,1,0,0,0,0,0,0,0,0,0,17150000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1381,2025-05-30 11:59:56
ecbfc529-8957-4731-be4c-765adb80f91e,240000.0,240000.0,12.388398368982116,1,0,0,0,0,0,0,0,0,0,240000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1728,2025-05-30 11:59:56
8b3244fb-fe13-416f-bf7f-300df385c205,38668792.5,27807499.999999966,17.470543463200194,1,0,0,0,0,0,0,0,0,0,38668792.5,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1023,2025-05-30 11:59:56
0e96f94d-700c-4de8-9f4c-d573a1a5e531,1031970.0,1031970.0,13.846981123853617,1,0,0,0,0,0,0,0,0,0,1031970.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1722,2025-05-30 11:59:56
20abb782-ac34-4bcc-9160-9f1473aca032,129960000.0,27807499.999999966,18.68273727645985,1,0,0,0,0,0,0,0,0,0,129960000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.0044,2025-05-30 11:59:56
019416ef-450c-4454-91db-9ec50c06bef0,1554283.0,1554283.0,14.256525547394972,1,0,0,0,0,0,0,0,0,0,1554283.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1715,2025-05-30 11:59:56
bf0bfa48-f848-46cc-8d7c-c67167e25e8c,3479999.9999999995,3479999.9999999995,15.062543139106936,1,0,0,0,0,0,0,0,0,0,40000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1482,2025-05-30 11:59:56
4bd4cd3b-d60f-49b5-9b1d-6d1d7a986238,150450.0,150450.0,11.921392728762587,1,0,0,0,0,0,0,0,0,0,295000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1709,2025-05-30 11:59:56
75961f78-c0d9-4030-b64f-7738792719be,3000000.0,3000000.0,14.914123179965662,0,1,0,0,0,0,0,0,0,0,3000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.168,2025-05-30 11:59:56
38d987cc-040b-42ff-b9bb-97786f8645c3,6364906.0,6364906.0,15.666310178712148,1,0,0,0,0,0,0,0,0,0,6364906.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.16,2025-05-30 11:59:56
e22860b6-1e45-4b3d-8109-0661e495ad60,21750000.0,21750000.0,16.89512436147598,1,0,0,0,0,0,0,0,0,0,250000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.0531,2025-05-30 11:59:56
463f13a9-c93f-45c6-b011-6c55da87b1c1,700000.0,700000.0,13.45883704259595,1,0,0,0,0,0,0,0,0,0,700000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1766,2025-05-30 11:59:56
ea1b3531-a83c-4426-bd01-f73878122544,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.075,2025-05-30 11:59:56
799dc279-a443-4cbf-98cc-59a3491dceaa,251806.08,251806.08,12.436418517750706,1,0,0,0,0,0,0,0,0,0,251806.08,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1732,2025-05-30 11:59:56
6f6e662a-4528-408a-8064-2fddbfa3b9f3,425636.0,425636.0,12.961342149321077,1,0,0,0,0,0,0,0,0,0,425636.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1748,2025-05-30 11:59:56
559f0271-4511-46ff-a107-6b40b28b1dca,8000000.0,8000000.0,15.894952224644102,1,0,0,0,0,0,0,0,0,0,8000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1583,2025-05-30 11:59:56
b642b0ef-07b2-4ddc-8aaf-38c87f799448,500000.0,500000.0,13.122365377402328,1,0,0,0,0,0,0,0,0,0,500000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1744,2025-05-30 11:59:56
9ab84384-b97f-49e9-bd46-f60f2ea97406,1051256.5288,1051256.5288,13.86549765200346,1,0,0,0,0,0,0,0,0,0,4570680.56,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.174,2025-05-30 11:59:56
12e4d9c3-a46a-4f69-8014-3a0a7f9b86da,1580850.0,1580850.0,14.273473867601078,1,0,0,0,0,0,0,0,0,0,1580850.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1723,2025-05-30 11:59:56
919a7b47-43b2-4bfc-aad3-8b0c95b6f688,1050000.0,1050000.0,13.864301674514206,1,0,0,0,0,0,0,0,0,0,1050000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1734,2025-05-30 11:59:56
2dbff1a3-3d79-4bd8-981b-df5fe9a80108,104000.0,104000.0,11.552155793461898,1,0,0,0,0,0,0,0,0,0,40000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1424,2025-05-30 11:59:56
4d315d6e-d2d3-4d05-bfa3-46739df8dc41,3687594.98,3687594.98,15.120485307766051,1,0,0,0,0,0,0,0,0,0,3687594.98,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1652,2025-05-30 11:59:56
597a54df-0960-4380-b48f-e2bbd7e15f7a,623412.855,623412.855,13.342965870964138,1,0,0,0,0,0,0,0,0,0,15984945.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1657,2025-05-30 11:59:56
f6457a2c-f446-4dc3-b22d-eae244db1ce1,607226.0,607226.0,13.31665797047812,1,0,0,0,0,0,0,0,0,0,607226.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1741,2025-05-30 11:59:56
bc0731ee-e24e-496b-ae33-a4c3b8107a11,200000.0,200000.0,12.206077645517674,1,0,0,0,0,0,0,0,0,0,200000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1716,2025-05-30 11:59:56
a4734ad0-6f50-4278-88f0-73b5cb471003,317600.0,317600.0,12.66855115696477,1,0,0,0,0,0,0,0,0,0,317600.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1751,2025-05-30 11:59:56
93f4e583-a7e9-46c5-86b8-56d53180f8ca,879750.0,879750.0,13.687394191869744,1,0,0,0,0,0,0,0,0,0,1725000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1764,2025-05-30 11:59:56
2b6619a6-c1ee-4e37-9523-0d79146caf83,35000.0,35000.0,10.463131911491969,1,0,0,0,0,0,0,0,0,0,35000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1585,2025-05-30 11:59:56
11f15778-45e1-422d-b03a-afeccbe140ea,77688.0,77688.0,11.26046895619217,1,0,0,0,0,0,0,0,0,0,1992000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1639,2025-05-30 11:59:56
638eda58-44c9-4596-bda1-93723e71ef46,1794000.0,1794000.0,14.399958879014324,1,0,0,0,0,0,0,0,0,0,46000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1471,2025-05-30 11:59:56
bea15a21-9efd-4d51-9707-231e0b389322,2101622.4483000003,2101622.4483000003,14.558220674647524,1,0,0,0,0,0,0,0,0,0,4120828.33,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1701,2025-05-30 11:59:56
5b181137-277a-424f-bb95-6cca921e4c98,5798435.14,5798435.14,15.573098808125184,1,0,0,0,0,0,0,0,0,0,5798435.14,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1616,2025-05-30 11:59:56
dd0516b5-dea7-4679-a832-a3b6d19d93f2,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.075,2025-05-30 11:59:56
07c5343b-b739-477d-af8d-b3b8ed2815fd,15706130.037000002,15706130.037000002,16.569561705999433,1,0,0,0,0,0,0,0,0,0,68287521.9,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.0999,2025-05-30 11:59:56
a040a260-bd51-4aba-854c-2c35f610ab38,79000.0,79000.0,11.277215789596893,1,0,0,0,0,0,0,0,0,0,79000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1677,2025-05-30 11:59:56
e4fef4ce-a19b-4cb6-bf36-0ec13af580ed,50000.0,50000.0,10.819798284210286,1,0,0,0,0,0,0,0,0,0,50000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.163,2025-05-30 11:59:56
243cec85-930c-46ed-9d43-982275bd184b,260000.0,260000.0,12.468440756144114,1,0,0,0,0,0,0,0,0,0,260000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1748,2025-05-30 11:59:56
4bd3f138-4fd3-4460-a2a6-f04856eef119,7829999.999999999,7829999.999999999,15.873473195680898,1,0,0,0,0,0,0,0,0,0,90000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1078,2025-05-30 11:59:56
a94a051c-1502-43b8-9a34-8301f6d13154,289575.0,289575.0,12.576173063131373,1,0,0,0,0,0,0,0,0,0,289575.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1751,2025-05-30 11:59:56
0233ecdb-54a5-4754-8797-54b2fc48d39f,550000.0,550000.0,13.21767537538882,1,0,0,0,0,0,0,0,0,0,550000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1732,2025-05-30 11:59:56
e22b51e3-f0fc-4367-a747-4f6a48e59081,4800000.0,4800000.0,15.38412668421143,1,0,0,0,0,0,0,0,0,0,4800000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.163,2025-05-30 11:59:56
ff6deef0-070a-4f20-bc19-e0cd286b30d6,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.075,2025-05-30 11:59:56
896b1726-fde7-4bb9-b49f-412a306cdfae,3160690.0,3160690.0,14.966301232544176,1,0,0,0,0,0,0,0,0,0,3160690.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1661,2025-05-30 11:59:56
3d2fd733-b5db-4ed6-93dd-f25cc175eeb0,275000.0,275000.0,12.524530013005734,1,0,0,0,0,0,0,0,0,0,275000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1751,2025-05-30 11:59:56
5f9a1f43-4f5e-405e-b4c6-456e2bc59ca2,448500.0,448500.0,13.013666190132906,1,0,0,0,0,0,0,0,0,0,1950000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1733,2025-05-30 11:59:56
be973220-e24f-4596-93ed-cd05578380f8,962955.0,962955.0,13.777762999186054,1,0,0,0,0,0,0,0,0,0,962955.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1723,2025-05-30 11:59:56
dbf6fd87-28fd-4412-85dc-40823e074755,215000.0,215000.0,12.278397958261774,1,0,0,0,0,0,0,0,0,0,215000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1728,2025-05-30 11:59:56
3fba494f-df46-4c93-86ee-3544792a1a79,2410992.0,2410992.0,14.695549253799491,0,0,0,1,0,0,0,0,0,0,2410992.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1719,2025-05-30 11:59:56
aca1dc5b-72bb-4089-be4f-4f0321d24d80,5309000.0,5309000.0,15.48491423992518,1,0,0,0,0,0,0,0,0,0,5309000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1616,2025-05-30 11:59:56
87a7d80c-9af2-4b68-931d-e7aeaa965312,4000000.0,4000000.0,15.201805169084134,1,0,0,0,0,0,0,0,0,0,4000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1648,2025-05-30 11:59:56
4f17399c-77cf-4672-a62e-f904c83a1fb6,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.075,2025-05-30 11:59:56
b9530001-dbcd-40d3-8a87-cb66a0d104e0,300000.0,300000.0,12.611541086966117,1,0,0,0,0,0,0,0,0,0,300000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1751,2025-05-30 11:59:56
c955f2cc-5afe-4867-9cff-4593276d542a,137819.38,137819.38,11.83370652212696,1,0,0,0,0,0,0,0,0,0,137819.38,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1709,2025-05-30 11:59:56
410e642c-173a-4d22-9963-801eee994f03,23000.0,23000.0,10.043292972227004,1,0,0,0,0,0,0,0,0,0,100000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1489,2025-05-30 11:59:56
6fa07cc2-f4b7-46b2-96a7-99aed0fe70d3,1131000.0,1131000.0,13.938613639271164,1,0,0,0,0,0,0,0,0,0,29000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1577,2025-05-30 11:59:56
0d481c95-cf38-4a54-85fd-d7f38d30cd98,7650.0,7650.0,8.942591637231851,1,0,0,0,0,0,0,0,0,0,15000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1435,2025-05-30 11:59:56
4ffd040a-57ca-4ef9-a0f2-9d24f9788bde,300000.0,300000.0,12.611541086966117,1,0,0,0,0,0,0,0,0,0,300000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1751,2025-05-30 11:59:56
3db2fcd1-59df-4e92-bae2-8e3460c3571c,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.075,2025-05-30 11:59:56
b6545f7b-85bf-4994-a0c9-4d618482e99e,5743233.6,5743233.6,15.563533128742211,1,0,0,0,0,0,0,0,0,0,5743233.6,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1616,2025-05-30 11:59:56
b72321c3-5953-4785-8d35-10e7241a6bd1,400000.0,400000.0,12.899222326086994,1,0,0,0,0,0,0,0,0,0,400000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1742,2025-05-30 11:59:56
a87e65e9-65cf-48b4-b9db-64f8e8ec8d0b,195000.0,195000.0,12.180759965737863,1,0,0,0,0,0,0,0,0,0,5000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1663,2025-05-30 11:59:56
8ee7f26e-ef95-4aa7-9fd3-a83eadde04da,734724.62,734724.62,13.507252402376448,1,0,0,0,0,0,0,0,0,0,734724.62,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1766,2025-05-30 11:59:56
5ac250f1-508f-400f-ad66-918c7ecc6e56,1200000.0,1200000.0,13.997832948091215,1,0,0,0,0,0,0,0,0,0,1200000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1743,2025-05-30 11:59:56
4342818e-6b1e-478b-a2de-ceab1626f76a,981500.0,981500.0,13.796838311546836,1,0,0,0,0,0,0,0,0,0,981500.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1723,2025-05-30 11:59:56
75d0d0d9-a705-4730-99bc-d5b35a9131b1,955500.0,955500.0,13.769991089234392,1,0,0,0,0,0,0,0,0,0,24500000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1571,2025-05-30 11:59:56
f64d2170-6f60-4e22-a069-6c92fb8ed088,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.075,2025-05-30 11:59:56
6d84a94e-5ee4-4d4d-bd07-3747a33e6391,375000.0,375000.0,12.83468397161566,1,0,0,0,0,0,0,0,0,0,375000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.174,2025-05-30 11:59:56
96110835-1ccd-4bf7-b5e5-ec2d2d90be5b,4850000.0,4850000.0,15.394489469099211,1,0,0,0,0,0,0,0,0,0,4850000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.163,2025-05-30 11:59:56
87304856-cfb5-409b-b788-2c4fe63cc82b,500000.0,500000.0,13.122365377402328,1,0,0,0,0,0,0,0,0,0,500000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1744,2025-05-30 11:59:56
b6cf6a15-7c59-49f0-8de1-6d0712a645ad,4979146.16,4979146.16,15.420769181323315,1,0,0,0,0,0,0,0,0,0,4979146.16,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.163,2025-05-30 11:59:56
2e50acda-95f3-4117-b5c6-998b0f7c1f2b,202066.12,202066.12,12.216355198419212,1,0,0,0,0,0,0,0,0,0,202066.12,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1716,2025-05-30 11:59:56
010ebd3b-d0b5-4b54-a879-0baf18d0d994,1102479.54,1102479.54,13.91307323535371,1,0,0,0,0,0,0,0,0,0,1102479.54,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1743,2025-05-30 11:59:56
35693b69-5836-4b52-bbf6-4f147a6509ee,1852704.0,1852704.0,14.432157291298427,1,0,0,0,0,0,0,0,0,0,1852704.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1707,2025-05-30 11:59:56
eda5e892-8c33-4900-9796-c008bb9cf4f2,8594365.05,8594365.05,15.966617436079996,1,0,0,0,0,0,0,0,0,0,8594365.05,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.156,2025-05-30 11:59:56
c752e9d6-6afc-4a23-9cf5-0d92d344b672,34000000.0,27807499.999999966,17.341871111992198,0,0,0,1,0,0,0,0,0,0,34000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.109,2025-05-30 11:59:56
d27d1c9d-7a23-4aaa-ba24-3cdd59db560d,880000.0,880000.0,13.68767832281738,1,0,0,0,0,0,0,0,0,0,880000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1749,2025-05-30 11:59:56
62ed3015-1adc-401f-b70b-749b1a52d184,787919.0939999999,787919.0939999999,13.577151960145027,1,0,0,0,0,0,0,0,0,0,1544939.4,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1764,2025-05-30 11:59:56
e1f8932c-d1b2-4ec2-889f-b71c6cafe8b6,1170000.0,1170000.0,13.972515161474428,1,0,0,0,0,0,0,0,0,0,30000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1577,2025-05-30 11:59:56
1fe23d7d-29e1-490d-9271-3730c6974fab,594819.42,594819.42,13.296014823846363,1,0,0,0,0,0,0,0,0,0,15251780.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1646,2025-05-30 11:59:56
51095f1d-9416-433a-a5fe-966a6bddc2ad,13250000.0,13250000.0,16.3995081858682,1,0,0,0,0,0,0,0,0,0,13250000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1448,2025-05-30 11:59:56
97ee94b9-14c7-43f7-8514-5c256c4b9710,7452142.88,7452142.88,15.824012318085666,1,0,0,0,0,0,0,0,0,0,57324176.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1269,2025-05-30 11:59:56
76e80c70-547c-4e40-8bf5-046ded99eb09,600000.0,600000.0,13.304686600863562,1,0,0,0,0,0,0,0,0,0,600000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1739,2025-05-30 11:59:56
f75c2126-a2ca-4eb3-8921-fd8a92366d20,1650788.0,1650788.0,14.316763913402454,1,0,0,0,0,0,0,0,0,0,1650788.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1703,2025-05-30 11:59:56
68ee1f48-09f4-4ee4-8718-c56eb5400028,674263.65,674263.65,13.421377968611685,0,0,0,1,0,0,0,0,0,0,674263.65,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1747,2025-05-30 11:59:56
187c2811-1e3b-4513-a209-521a4a600c4a,5122101.6,5122101.6,15.449075576778784,1,0,0,0,0,0,0,0,0,0,5122101.6,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1638,2025-05-30 11:59:56
70e4ab7f-f99a-4127-a010-d4769bbebea6,453162.98352,453162.98352,13.024009333486347,1,0,0,0,0,0,0,0,0,0,11619563.68,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1658,2025-05-30 11:59:56
3d73cccf-a2f6-4c33-9149-721c6cc7ffa7,648000.0,648000.0,13.381647518543096,1,0,0,0,0,0,0,0,0,0,648000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.175,2025-05-30 11:59:56
fbcc17ad-277a-45d1-adf7-b656f1957df0,142720000.0,27807499.999999966,18.7763952338027,1,0,0,0,0,0,0,0,0,0,142720000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.0013,2025-05-30 11:59:56
c505b162-0cc3-40c3-b04d-3140d4d47fcc,4160840.92008,4160840.92008,15.241227996395054,1,0,0,0,0,0,0,0,0,0,106688228.72,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1031,2025-05-30 11:59:56
cb2d1711-6ca9-4ed6-b6a2-a44984dda492,230800.0,230800.0,12.349311146362329,1,0,0,0,0,0,0,0,0,0,230800.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1728,2025-05-30 11:59:56
e2853836-b0c5-4c7d-8e8b-7cbaf0dfaa23,48000000.0,27807499.999999966,17.6867115897055,1,0,0,0,0,0,0,0,0,0,48000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.0846,2025-05-30 11:59:56
5b4a2256-bb0a-4556-840e-4b3de6258a0c,290000.0,290000.0,12.577639650232571,1,0,0,0,0,0,0,0,0,0,290000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1751,2025-05-30 11:59:56
aae6eace-db44-4e65-9820-34f8fc67378e,1050000.0,1050000.0,13.864301674514206,1,0,0,0,0,0,0,0,0,0,1050000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1734,2025-05-30 11:59:56
6394fc3d-ea33-4e65-9212-f080cd5013aa,1000000.0,1000000.0,13.815511557963774,1,0,0,0,0,0,0,0,0,0,1000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.1723,2025-05-30 11:59:56
c166a583-4dd1-4c75-a6c0-e00ff03b0131,3000000.0,3000000.0,14.914123179965662,1,0,0,0,0,0,0,0,0,0,3000000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.168,2025-05-30 11:59:56
8aea9840-e114-4990-a573-0d0d8569dcfd,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.075,2025-05-30 11:59:56
e3e22fdf-5b05-473b-82f7-2c808fae8379,5358093.0,5358093.0,15.494118872792448,1,0,0,0,0,0,0,0,0,0,137387000.0,0,0,0,0,0,0,0,0,0,0,False,NORMAL,0.0918,2025-05-30 11:59:56
