notice-identifier,total-value-eur,total-value-eur-log,bidder-count,bidder-size-numeric,notice_type_cn-standard,notice_type_can-standard,notice_type_can-modif,notice_type_pin-only,notice_type_can-social,notice_type_cn-social,notice_type_veat,notice_type_pin-rtl,notice_type_pin-buyer,notice_type_cn-desg,total-value,cluster,is_outlier,distance,anomaly_score
b13044f3-49fb-4492-b508-cc8ef208156d,214800002.0,19.185217934565465,1,,0,0,1,0,0,0,0,0,0,0,214800002.0,0,False,3.225333918543243,1.0
49974356-48c3-4823-a345-10eae2d14ab5,212780.05,12.268018981732492,1,,0,1,0,0,0,0,0,0,0,0,212780.05,1,False,0.08796493737218716,0.02727312569605738
2201ae19-3d17-47cc-ab24-cbb9dcb75f72,127244991.0,18.66162485702124,1,,0,1,0,0,0,0,0,0,0,0,127244991.0,1,False,0.08796493737218716,0.02727312569605738
200bbafa-adcd-4dfd-8396-ae3add09f33c,316000.0,12.663500657121004,1,,1,0,0,0,0,0,0,0,0,0,316000.0,2,False,0.022931138458291776,0.007109694387441557
bfe276e8-35d6-497b-9851-25997165757d,4958.68,8.509096501508687,1,,0,1,0,0,0,0,0,0,0,0,4958.68,1,False,0.08796493737218716,0.02727312569605738
f5dffe44-df44-4b62-8d7d-931b76890b48,361877.1,12.79906269376666,1,,0,0,0,0,0,1,0,0,0,0,361877.1,0,False,3.225333918543243,1.0
9b09c93c-7df5-43d3-a0ac-b679f8e5dd80,161000.0,11.989165855127435,1,,0,1,0,0,0,0,0,0,0,0,161000.0,1,False,0.08796493737218716,0.02727312569605738
d5ec1a12-6dbc-481f-a116-69b37351e1a7,169354.84,12.039757342446135,1,,0,1,0,0,0,0,0,0,0,0,169354.84,1,False,0.08796493737218716,0.02727312569605738
df0fc1aa-fa2a-484e-a88a-3471c4e8c261,1500000.0,14.220976332738882,1,2.0,0,1,0,0,0,0,0,0,0,0,1500000.0,1,False,0.08796493737218716,0.02727312569605738
971ec3e7-c44f-450b-a4dc-fd56646a75dc,24682.4,10.113886231901974,1,,0,1,0,0,0,0,0,0,0,0,24682.4,1,False,0.08796493737218716,0.02727312569605738
21c34a73-e147-46e6-82d7-383a5e0b4926,5649539.29,15.547084735210577,1,,0,1,0,0,0,0,0,0,0,0,5649539.29,1,False,0.08796493737218716,0.02727312569605738
72c1be9a-8bce-43be-aeb6-75f6881bc1f3,317700.0,12.668865967876195,1,2.5,0,1,0,0,0,0,0,0,0,0,317700.0,1,False,0.08796493737218716,0.02727312569605738
8098bb21-d76f-42ac-8cc3-0eb9587b2dd9,163193.0,12.002694956130425,1,,0,1,0,0,0,0,0,0,0,0,163193.0,1,False,0.08796493737218716,0.02727312569605738
09e9186b-ce16-4bdb-a511-85070c7f3b19,1540000.0,14.24729362374025,1,,1,0,0,0,0,0,0,0,0,0,1540000.0,2,False,0.022931138458291776,0.007109694387441557
be545aba-33b5-4b20-bda2-7cd1caee0530,420000.0,12.948012371209098,1,,1,0,0,0,0,0,0,0,0,0,420000.0,2,False,0.022931138458291776,0.007109694387441557
f600f6a9-6b70-4c65-8486-1e2d1faa1fe2,100000.0,11.51293546492023,1,,0,1,0,0,0,0,0,0,0,0,100000.0,1,False,0.08796493737218716,0.02727312569605738
66c0d314-48c4-4c46-bbea-9d306c4c1ebf,780000.0,13.567050480716237,1,,0,0,0,1,0,0,0,0,0,0,6000000.0,0,False,3.225333918543243,1.0
285abfa4-5031-4cf5-8f96-3f4fe0056314,77617.25,11.259557858933103,1,,0,1,0,0,0,0,0,0,0,0,77617.25,1,False,0.08796493737218716,0.02727312569605738
ef4cf4f1-2629-44eb-8912-aa947b3a3e54,1.0,0.6931471805599453,1,3.0,0,0,0,0,0,0,1,0,0,0,1.0,4,False,0.00918713881522705,0.0028484302857474434
669b1c5e-7211-4edc-9bd5-840b1914f098,853632.25,13.657256930882085,1,,0,1,0,0,0,0,0,0,0,0,853632.25,1,False,0.08796493737218716,0.02727312569605738
b82fbe72-dd71-47b4-84a1-0c6670ba12fd,300000.0,12.611541086966117,1,4.0,0,1,0,0,0,0,0,0,0,0,300000.0,1,False,0.08796493737218716,0.02727312569605738
5b0ffbf2-b8a0-449b-bd1b-cdc8f6c6bcfb,1491243.3,14.215121430090226,1,,1,0,0,0,0,0,0,0,0,0,1491243.3,2,False,0.022931138458291776,0.007109694387441557
3ab0e398-0b59-4029-98a9-f4cd0cdb1629,19871.03,9.8970684943939,1,,0,1,0,0,0,0,0,0,0,0,19871.03,1,False,0.08796493737218716,0.02727312569605738
2483893f-3cf3-47f8-bdc9-c4db19061ec6,65663.0,11.092306109090387,2,2.5,0,1,0,0,0,0,0,0,0,0,65663.0,1,False,0.08796493737218716,0.02727312569605738
ade6c7f9-4098-4bf4-882c-f9a9efbec5b0,179182.08,12.096163355422297,1,4.0,0,1,0,0,0,0,0,0,0,0,179182.08,1,False,0.08796493737218716,0.02727312569605738
816a32e5-adb2-43cf-b64d-d4a2b7a231cf,271172.4,12.510513747642095,1,,0,1,0,0,0,0,0,0,0,0,271172.4,1,False,0.08796493737218716,0.02727312569605738
05b1778f-2d08-407a-8521-3ab489ed96a1,247700.35,12.4199790656039,1,2.5,0,1,0,0,0,0,0,0,0,0,247700.35,1,False,0.08796493737218716,0.02727312569605738
0f5356b5-5806-45c2-8a24-b18165548184,225000.0,12.323860125621126,1,,1,0,0,0,0,0,0,0,0,0,225000.0,2,False,0.022931138458291776,0.007109694387441557
df690468-775c-46a2-9ee4-d872c7136bb8,350000.0,12.765691290604371,1,,0,0,0,1,0,0,0,0,0,0,350000.0,0,False,3.225333918543243,1.0
e05c7c50-25ab-42ed-9c7e-962a248c5c34,300191.5,12.612179214524971,1,,0,1,0,0,0,0,0,0,0,0,300191.5,1,False,0.08796493737218716,0.02727312569605738
68c0c8df-ebc3-4d8b-9ab9-37e81e77f7bd,97790.0,11.490587827248511,1,2.5,0,1,0,0,0,0,0,0,0,0,97790.0,1,False,0.08796493737218716,0.02727312569605738
39d47aca-ddca-48af-b12e-a90ae33d6192,709200.0,13.471894263220676,1,,0,0,0,0,0,1,0,0,0,0,709200.0,0,False,3.225333918543243,1.0
e775ce6e-6b0a-4a40-b50a-075e30b60fbe,967487.98,13.782459313640327,1,,1,0,0,0,0,0,0,0,0,0,967487.98,2,False,0.022931138458291776,0.007109694387441557
0f7aef82-0d53-4a95-b340-b65fa3487af1,260999.99999999997,12.472279517715116,1,,1,0,0,0,0,0,0,0,0,0,3000000.0,2,False,0.022931138458291776,0.007109694387441557
37b17032-841a-48b1-ad7a-213ea2475fe6,610500.0,13.322035210533192,1,,1,0,0,0,0,0,0,0,0,0,610500.0,2,False,0.022931138458291776,0.007109694387441557
cccb8149-c786-4f22-a260-53078ae5c3b4,1.0,0.6931471805599453,1,,1,0,0,0,0,0,0,0,0,0,1.0,2,False,0.022931138458291776,0.007109694387441557
481425b1-4320-4c93-8a40-4a59ef599392,167684.02560000002,12.029842651039727,2,4.0,0,1,0,0,0,0,0,0,0,0,4299590.4,1,False,0.08796493737218716,0.02727312569605738
9d570cd6-c9fd-47cd-b7fa-0e095f28e2f5,16989029.0,16.648078399610984,1,2.5,0,1,0,0,0,0,0,0,0,0,16989029.0,1,False,0.08796493737218716,0.02727312569605738
1e96732d-e7ca-4b77-8c44-bc739b4821e7,52200000.0,17.770593072009955,1,,1,0,0,0,0,0,0,0,0,0,600000000.0,2,False,0.022931138458291776,0.007109694387441557
4d805e9d-c16a-4727-8f8b-780efa351cef,11509.0,9.350971501715929,1,,0,1,0,0,0,0,0,0,0,0,11509.0,1,False,0.08796493737218716,0.02727312569605738
36399fa0-6714-4172-9ef0-f336a09f0564,591600.0,13.290587700148658,1,,1,0,0,0,0,0,0,0,0,0,6800000.0,2,False,0.022931138458291776,0.007109694387441557
3445e689-ef26-4dc1-a9d5-d17d99b2ee3d,2100000.0,14.557448378884017,1,3.0,0,1,0,0,0,0,0,0,0,0,2100000.0,1,False,0.08796493737218716,0.02727312569605738
2beab78a-bbe7-4260-b96a-f628907d9b49,1200000.0,13.997832948091215,1,,0,1,0,0,0,0,0,0,0,0,1200000.0,1,False,0.08796493737218716,0.02727312569605738
0bb2154d-554e-41cd-a792-a03adb081de2,300000.0,12.611541086966117,1,,1,0,0,0,0,0,0,0,0,0,300000.0,2,False,0.022931138458291776,0.007109694387441557
363190fe-ba5b-4190-8564-4245c4035433,1209800.0,14.005966441237517,1,,1,0,0,0,0,0,0,0,0,0,5260000.0,2,False,0.022931138458291776,0.007109694387441557
d3030be1-3830-430a-a658-4eaabe10af6a,67500.0,11.119897691565695,1,,1,0,0,0,0,0,0,0,0,0,67500.0,2,False,0.022931138458291776,0.007109694387441557
302ef0ab-2fb7-4d36-8b6e-c5135c7f2e8a,58000.0,10.968215530759236,1,4.0,0,1,0,0,0,0,0,0,0,0,58000.0,1,False,0.08796493737218716,0.02727312569605738
3720df2e-1b78-41a4-bcff-486d783dd265,434999.99999999994,12.983103608918752,1,,1,0,0,0,0,0,0,0,0,0,5000000.0,2,False,0.022931138458291776,0.007109694387441557
b0c9d98b-f9df-49a1-b8d9-1323f99fc694,160000.0,11.982935344196433,1,,1,0,0,0,0,0,0,0,0,0,160000.0,2,False,0.022931138458291776,0.007109694387441557
8cdd9b83-ef45-41e5-916a-5e59ed9d4af8,95600.0,11.467938559235831,1,2.0,0,1,0,0,0,0,0,0,0,0,95600.0,1,False,0.08796493737218716,0.02727312569605738
a415d442-42b1-439d-bdba-6ef8cabf1273,450000.0,13.017005083966255,1,,0,1,0,0,0,0,0,0,0,0,450000.0,1,False,0.08796493737218716,0.02727312569605738
2a260bdf-9a58-4755-8b4a-b3b00267435d,217499.99999999997,12.289958727201457,1,,1,0,0,0,0,0,0,0,0,0,2500000.0,2,False,0.022931138458291776,0.007109694387441557
6807495a-696d-4ba2-9c04-0c6ce24cde16,1160000.0,13.96393142515114,1,,0,0,0,0,0,0,0,0,0,0,1160000.0,1,False,0.08796493737218716,0.02727312569605738
ae552b59-327f-4308-b093-6db46a5f52a2,2500000.0,14.731801689838347,1,,1,0,0,0,0,0,0,0,0,0,2500000.0,2,False,0.022931138458291776,0.007109694387441557
ddc91769-ec86-4701-bc4a-11d842069a04,562645.77,13.240407303470294,1,2.5,0,1,0,0,0,0,0,0,0,0,562645.77,1,False,0.08796493737218716,0.02727312569605738
8592cfdf-3796-4ed0-97c9-6defd5512aa3,22880000.0,16.945773768182164,1,,1,0,0,0,0,0,0,0,0,0,176000000.0,2,False,0.022931138458291776,0.007109694387441557
e9033cf3-5524-4218-b3b2-f8688d19c7e4,404088.5,12.909391667061575,1,,0,1,0,0,0,0,0,0,0,0,404088.5,1,False,0.08796493737218716,0.02727312569605738
d1f0cd7e-146a-42df-b743-0ca33a265386,259956.53,12.468273550501385,1,,0,1,0,0,0,0,0,0,0,0,259956.53,1,False,0.08796493737218716,0.02727312569605738
0fa159d5-e17c-469d-b981-746c9a6d6b17,721500.0,13.489089043196488,1,,1,0,0,0,0,0,0,0,0,0,18500000.0,2,False,0.022931138458291776,0.007109694387441557
80234e1b-de7e-4622-a161-c05aa22e8c8b,1000000.0,13.815511557963774,1,,0,0,0,1,0,0,0,0,0,0,1000000.0,0,False,3.225333918543243,1.0
01e0f040-d70d-49d9-8509-fcfdbbdc5c97,6734152.12,15.722702616787384,18,4.0,0,1,0,0,0,0,0,0,0,0,6734152.12,1,False,0.08796493737218716,0.02727312569605738
