notice-identifier,total-value-eur,total-value-eur-capped,total-value-eur-log,bidder-count,bidder-size-numeric,notice_is_cn-standard,notice_is_can-standard,notice_is_veat,notice_is_pin-only,notice_is_cn-social,notice_is_can-modif,notice_is_pin-cfc-standard,notice_is_cn-desg,notice_is_can-social,notice_is_pin-buyer,total-value
7c190c33-c7e2-4b8a-8150-e88ceb0c6d91,810892.6,810892.6,13.605892128436341,1,2.5,0,1,0,0,0,0,0,0,0,0,810892.6
d3b7f8d2-5ffc-4ff8-aec6-fb6aecbddbda,68883.69,68883.69,11.140189226214527,1,2.0,0,1,0,0,0,0,0,0,0,0,68883.69
b15432d9-3867-4d51-a3ee-28ad1a7f3e0c,2453236.65,2453236.65,14.71291919991768,0,,0,1,0,0,0,0,0,0,0,0,2453236.65
a79d2430-9524-4c95-a75c-a9876f7c41e5,45000000.0,41537332.48450003,17.622173069956816,0,,1,0,0,0,0,0,0,0,0,0,45000000.0
a3f175ba-c60d-4302-80be-6e97ab3c62dc,260000.0,260000.0,12.468440756144114,1,3.0,0,1,0,0,0,0,0,0,0,0,260000.0
f14d2965-370c-48b6-88d4-1bb05d3abc26,40000000.0,40000000.0,17.50439003707821,12,2.5,0,1,0,0,0,0,0,0,0,0,40000000.0
2c1f8a22-01c7-42f9-9a59-78e5da7adf3b,1000000.0,1000000.0,13.815511557963774,0,,1,0,0,0,0,0,0,0,0,0,1000000.0
6e2f8066-0f5e-4012-9ffa-e988df34ded1,280500.0,280500.0,12.544332569000922,0,,0,1,0,0,0,0,0,0,0,0,280500.0
8d993462-fa85-4d3d-8065-1cea08658be8,478298.12,478298.12,13.077991589817229,1,3.0,0,1,0,0,0,0,0,0,0,0,478298.12
045cada2-413a-4a78-8d7a-92f2bdbf0e1e,140000.0,140000.0,11.849404844423074,0,,0,1,0,0,0,0,0,0,0,0,140000.0
8ba76ae4-df0c-4796-aa09-435809cba6f9,700000.0,700000.0,13.45883704259595,0,,0,1,0,0,0,0,0,0,0,0,700000.0
55a89e00-3112-47a0-baef-fc6ca757fab2,212000.0,212000.0,12.264346270624157,1,2.0,0,1,0,0,0,0,0,0,0,0,212000.0
d29f8d8d-30e3-469d-82e6-52f957cb7e62,7820.0,7820.0,8.964567702601611,1,4.0,0,0,1,0,0,0,0,0,0,0,7820.0
4fe143c6-1b3f-4e8f-8bb2-8b9de2791995,375000.0,375000.0,12.834683971615659,0,,1,0,0,0,0,0,0,0,0,0,375000.0
06ce8581-d11d-4bff-8c0e-4615c639626b,31445704.0,31445704.0,17.263772965807,0,,1,0,0,0,0,0,0,0,0,0,31445704.0
ea3d7abe-67e9-4fc2-ba42-2e29ddf6c3fd,4700000.0,4700000.0,15.363073279446223,7,2.0,0,1,0,0,0,0,0,0,0,0,4700000.0
3c3bdcf1-a6c7-4e83-ad5f-03c1f65abbdb,350000.0,350000.0,12.765691290604371,0,,0,1,0,0,0,0,0,0,0,0,350000.0
f48b5519-d671-4fa6-bb0b-c00a4e62830d,800000.0,800000.0,13.592368256649284,0,,1,0,0,0,0,0,0,0,0,0,800000.0
5c1118e4-e9a6-4387-9673-ff72a469522f,0.0,0.0,0.0,0,,1,0,0,0,0,0,0,0,0,0,0.0
3cd097f5-b4aa-4761-9eeb-def9bbac1140,480000.0,480000.0,13.081543466215237,0,,0,1,0,0,0,0,0,0,0,0,480000.0
c5ee6c6c-caaf-421b-bd85-52f7a5e50ae5,8317776.168,8317776.168,15.933905609794156,0,,1,0,0,0,0,0,0,0,0,0,213276312.0
28b27c52-07ee-475e-babf-63b42f23c479,80000.0,80000.0,11.289794413577894,0,,0,1,0,0,0,0,0,0,0,0,80000.0
735c746c-3aec-4c81-b8e9-3ebd3588371f,34000000.0,34000000.0,17.341871111992198,0,,0,1,0,0,0,0,0,0,0,0,34000000.0
db85712f-2c2e-4d66-ac32-3d4cc5f3aebc,329375.52,329375.52,12.704956813067875,1,4.0,0,1,0,0,0,0,0,0,0,0,329375.52
0d3f60d0-e92f-4625-8f9d-62e84473e3e9,318320.0,318320.0,12.670815586588713,1,2.0,0,1,0,0,0,0,0,0,0,0,318320.0
21910f4f-5c4e-4cd1-9f15-8feaa68206d1,9101002.71,9101002.71,16.02389526320692,13,4.0,0,1,0,0,0,0,0,0,0,0,9101002.71
82a9c95f-997e-45cd-9408-9ea065ad343c,226400.0,226400.0,12.330063042262541,1,3.0,0,1,0,0,0,0,0,0,0,0,226400.0
3b5d6c82-1110-449d-b70b-d09518241414,0.0,0.0,0.0,0,,0,0,0,1,0,0,0,0,0,0,0.0
060ca912-db81-4da7-8b8c-9386f127e445,880000.0,880000.0,13.68767832281738,0,,1,0,0,0,0,0,0,0,0,0,880000.0
d3322afa-bc4d-469c-8b90-51d773b206f3,562500.0,562500.0,13.24014819083691,1,2.5,0,1,0,0,0,0,0,0,0,0,562500.0
925d2023-cfe7-4013-8749-056d43d84a6d,140000.0,140000.0,11.849404844423074,1,4.0,0,1,0,0,0,0,0,0,0,0,140000.0
b3344b93-0b6c-400e-bde7-b0e08b34f414,1739999.9999999998,1739999.9999999998,14.36939624590319,0,,1,0,0,0,0,0,0,0,0,0,20000000.0
4b9ac3a5-abf1-4aaa-a73b-ca2ad0d9d76f,13050000.0,13050000.0,16.384298768361326,1,4.0,0,1,0,0,0,0,0,0,0,0,150000000.0
517a9f11-890d-4e40-84aa-9253fd7fa936,358000.0,358000.0,12.788291058675025,0,,1,0,0,0,0,0,0,0,0,0,358000.0
192c7c92-c993-42fa-a84f-526461dfdb29,1217168.56,1217168.56,14.012038688476666,0,,0,1,0,0,0,0,0,0,0,0,1217168.56
e40358e5-10db-4049-8f83-7560771d8e36,9680.0,9680.0,9.177920480720072,0,,0,1,0,0,0,0,0,0,0,0,9680.0
0191e54b-0407-4ad2-96da-2b575ca5c5c6,400000.0,400000.0,12.899222326086994,0,,1,0,0,0,0,0,0,0,0,0,400000.0
ac5e7170-5f59-40d8-a04a-f93a8e0329f4,172711.8346,172711.8346,12.059385578686635,0,,1,0,0,0,0,0,0,0,0,0,750921.02
b67c2122-0f5f-4cfd-a1fc-f50ec75d3411,2620000.0,2620000.0,14.778685257416596,0,,0,1,0,0,0,0,0,0,0,0,2620000.0
d72c61a3-a673-45c0-825e-47644cb7ea03,4379095.06,4379095.06,15.29235288205812,0,,0,1,0,0,0,0,0,0,0,0,4379095.06
18c3a44e-9a6a-4d83-a29c-b1f166ba5cb8,43885.2,43885.2,10.689355198847428,1,2.5,0,1,0,0,0,0,0,0,0,0,43885.2
0d5d702a-f039-4765-9869-58e8ef5a4e82,46753.91,46753.91,10.75267455593988,0,,1,0,0,0,0,0,0,0,0,0,46753.91
340a82f8-352f-472b-968b-27b2e77f1871,520560.0,520560.0,13.162662355175165,0,,1,0,0,0,0,0,0,0,0,0,520560.0
96b77ad1-c0e8-4238-a739-ae98012404fd,956437.5,956437.5,13.77097176887947,0,,0,0,0,0,0,0,0,0,1,0,956437.5
3848ac86-edca-4a78-8d4a-47154c1a1df1,629686.2,629686.2,13.352978467130328,3,2.5,0,1,0,0,0,0,0,0,0,0,629686.2
1adace6b-ec44-4830-8fa0-f9cec2bbb3b2,36000000.0,36000000.0,17.399029524198163,0,,1,0,0,0,0,0,0,0,0,0,36000000.0
13585d73-6b6a-45fd-a196-b48d29e46e0d,3986800.0,3986800.0,15.198499712903137,2,3.0,0,1,0,0,0,0,0,0,0,0,3986800.0
6e9280a3-329d-47d6-91b5-89cf2b898a60,750000.0,750000.0,13.527829818844937,0,,0,1,0,0,0,0,0,0,0,0,750000.0
52dd3ee9-7243-41b8-884e-50b4ae172f69,13414147.64,13414147.64,16.411820576540617,0,,0,1,0,0,0,0,0,0,0,0,13414147.64
c2bbd131-8e33-40ca-9aed-100eb2e88b41,182048.2,182048.2,12.11203225919678,0,,0,1,0,0,0,0,0,0,0,0,182048.2
b37fce02-6385-4540-9c67-cc22527ba0c2,1000000.0,1000000.0,13.815511557963774,0,,1,0,0,0,0,0,0,0,0,0,1000000.0
b5606b1f-ff84-43c1-acab-40aca6161dec,11295810.41,11295810.41,16.239942543285423,3,4.0,0,1,0,0,0,0,0,0,0,0,11295810.41
362042de-3a97-409f-9802-336551cc3c8a,15000000.0,15000000.0,16.52356082573315,0,,0,0,0,0,0,0,1,0,0,0,15000000.0
69e17f14-2436-4e2e-a740-962088bcb9be,900000.0,900000.0,13.710151153416941,1,2.0,0,1,0,0,0,0,0,0,0,0,900000.0
3035c1e9-a0e0-4699-980b-2b7b0a4f0507,615000.0,615000.0,13.329379172803593,0,,1,0,0,0,0,0,0,0,0,0,615000.0
0e486fad-8428-4d37-ab21-1b598a031704,1963476.13,1963476.13,14.490227505364249,0,,1,0,0,0,0,0,0,0,0,0,1963476.13
6490351b-184b-47e1-a614-e67782df8f11,5973710.6,5973710.6,15.602879000730805,10,2.5,0,1,0,0,0,0,0,0,0,0,5973710.6
9244cc61-f145-4816-8264-c88e7a8bea00,1272450.0,1272450.0,14.056455519789179,0,,1,0,0,0,0,0,0,0,0,0,2495000.0
d9412db5-a13f-4d76-b8a4-6501952df7b5,0.01,0.01,0.009950330853168083,1,4.0,0,1,0,0,0,0,0,0,0,0,0.01
0ea2e150-da89-4a3b-9f81-1749f55af055,571585.8915,571585.8915,13.256171791779783,2,2.5,0,1,0,0,0,0,0,0,0,0,2485156.05
7128db04-a7c9-4969-8299-2453e0629ad0,971160.0,971160.0,13.786247541973664,0,,1,0,0,0,0,0,0,0,0,0,971160.0
1e953f33-de3e-46f3-ba4e-4b2aff6c3b5c,4629914.4,4629914.4,15.34804915375725,0,,1,0,0,0,0,0,0,0,0,0,4629914.4
210f6bb3-5e0b-481d-8c5e-224af7aba0c9,5100.0,5100.0,8.537191877922927,0,,1,0,0,0,0,0,0,0,0,0,10000.0
0dc08c19-430d-4a4f-9d88-05a3d1427ac7,4820905.0,4820905.0,15.388472435168216,3,3.0,0,1,0,0,0,0,0,0,0,0,4820905.0
37635681-998d-49a2-aea1-51564e0e96a7,3400000.0,3400000.0,15.039286283703994,0,,0,1,0,0,0,0,0,0,0,0,3400000.0
a476aa51-d324-4f08-a424-06790a2c7b26,26292723.17,26292723.17,17.08480281134549,3,2.0,0,1,0,0,0,0,0,0,0,0,26292723.17
7a06a850-d9a3-4bd8-8ac0-4b467f37c311,6874639.43,6874639.43,15.74334989905825,0,,1,0,0,0,0,0,0,0,0,0,6874639.43
ce6887f8-3196-4f81-a267-6cf02f370ad3,260999.99999999997,260999.99999999997,12.472279517715116,0,,1,0,0,0,0,0,0,0,0,0,3000000.0
21945b3e-f113-4358-b679-5fa1be053e04,43300000.0,41537332.48450003,17.583663216067407,0,,1,0,0,0,0,0,0,0,0,0,43300000.0
f7d93143-61f4-4920-8683-b7efe13d0c1d,600000.0,600000.0,13.304686600863562,0,,0,0,0,1,0,0,0,0,0,0,600000.0
d93ab00e-9fcb-4962-ba0e-19178563ba1c,8723317.0,8723317.0,15.981510228098806,0,,1,0,0,0,0,0,0,0,0,0,8723317.0
c72eab0d-3cea-4bab-a1e7-8bf8fe766d2b,300000.0,300000.0,12.611541086966115,0,,1,0,0,0,0,0,0,0,0,0,300000.0
1640b009-d04a-40a0-a333-f5fe28e1f268,121920076.0,41537332.48450003,18.61887628146409,0,,1,0,0,0,0,0,0,0,0,0,121920076.0
382d7f32-ed2b-45b1-a1f2-04f150811d0b,78000.0,78000.0,11.264476926102367,0,,1,0,0,0,0,0,0,0,0,0,2000000.0
9a91c296-dd25-4e3d-9ca6-39aaf70133b8,13050000.0,13050000.0,16.384298768361326,0,,1,0,0,0,0,0,0,0,0,0,150000000.0
ebeeede0-c950-4837-bc81-33b8387efe34,1010000.0,1010000.0,13.825461878915961,2,2.0,0,1,0,0,0,0,0,0,0,0,1010000.0
c496706e-7c9d-4171-9727-b29bbf37132b,583000.0,583000.0,13.275944180597024,1,2.5,0,1,0,0,0,0,0,0,0,0,583000.0
a7079f6c-1b2d-451c-a5df-022475a4335a,2249200.0,2249200.0,14.626085600002611,0,,1,0,0,0,0,0,0,0,0,0,2249200.0
fc35a908-ce31-4614-8da9-5f7ff8d80e4b,350000.0,350000.0,12.765691290604371,0,,1,0,0,0,0,0,0,0,0,0,350000.0
568027af-989d-4a9b-bbc6-8d04314d8b54,577593.26,577593.26,13.266626928838244,11,3.0,0,1,0,0,0,0,0,0,0,0,577593.26
60e4d186-7174-4483-ac31-b4e661cee0f6,7848750.0,7848750.0,15.875864968819272,0,,1,0,0,0,0,0,0,0,0,0,201250000.0
fd268321-3d7f-4fef-a16c-a11f41162a65,220000.0,220000.0,12.301387370778713,0,,1,0,0,0,0,0,0,0,0,0,220000.0
dd198a36-6189-4507-9460-70756299adfe,694000.0,694000.0,13.450228680410094,0,,1,0,0,0,0,0,0,0,0,0,694000.0
47f7594f-ae09-4395-921a-0725a7adfe24,13385726.65,13385726.65,16.409699596551985,0,,1,0,0,0,0,0,0,0,0,0,13385726.65
b8308328-50f5-47da-aca9-42a9c047f83c,250000.0,250000.0,12.429220196836383,1,4.0,0,1,0,0,0,0,0,0,0,0,250000.0
864ec948-436b-43aa-9c4d-430f0292abd5,309350.0,309350.0,12.64223183353836,0,,0,1,0,0,0,0,0,0,0,0,309350.0
c2e64734-404c-4917-acd8-6ede0a473997,417433.44,417433.44,12.941882781002436,9,4.0,0,1,0,0,0,0,0,0,0,0,417433.44
45a7c6ca-877f-4c52-b24f-e95a8df23cf8,135993.99,135993.99,11.82037332580435,9,2.0,0,1,0,0,0,0,0,0,0,0,135993.99
df203502-8a25-48ed-9b7e-d671ada431b8,79360.0,79360.0,11.281762342685816,1,4.0,0,1,0,0,0,0,0,0,0,0,79360.0
d643eadc-7acc-4790-9e81-8dc75312237a,1869656.2000000002,1869656.2000000002,14.441265656518407,17,2.5,0,1,0,0,0,0,0,0,0,0,8128940.0
f3e5028b-e200-4c00-af7e-d3b599660e1e,509660.0,509660.0,13.141501077803255,0,,1,0,0,0,0,0,0,0,0,0,509660.0
e07d776b-88c6-4b09-911d-db3695071a16,44313756.0,41537332.48450003,17.606805728567974,45,2.5,0,1,0,0,0,0,0,0,0,0,44313756.0
63afbbf8-b655-4ed7-b697-52e2e69f987b,2352240.0,2352240.0,14.670879048737769,1,2.0,0,1,0,0,0,0,0,0,0,0,2352240.0
38e947a9-4f3c-4c1a-80de-2de7137a2d71,804853.42,804853.42,13.598416695325826,0,,1,0,0,0,0,0,0,0,0,0,804853.42
b5e76c86-ca67-4fa8-9383-40d4fd80a9ea,2055000.0,2055000.0,14.535786892530359,0,,0,0,1,0,0,0,0,0,0,0,2055000.0
09e40f1d-8a12-4714-b335-6a2ea5431611,165289.26,165289.26,12.015458358903084,0,,1,0,0,0,0,0,0,0,0,0,165289.26
a1c27fa6-cb54-41ea-bfbd-f5a18dcc86c6,222500000.0,41537332.48450003,19.22043766406495,0,,1,0,0,0,0,0,0,0,0,0,222500000.0
0af9538d-2ff7-4067-b04b-4315d596cfbe,3191177.4,3191177.4,14.97590081093674,0,,1,0,0,0,0,0,0,0,0,0,3191177.4
5e92519a-80b3-42b8-83a4-e2f76ff964e2,300000.0,300000.0,12.611541086966115,0,,1,0,0,0,0,0,0,0,0,0,300000.0
28d41934-f45a-4ca0-ac9a-905d428e216e,796555.23,796555.23,13.588053002199505,1,3.0,0,1,0,0,0,0,0,0,0,0,796555.23
dde7523b-85c2-4d52-ad9a-dcc0372ae56d,1588049.4371,1588049.4371,14.27801768168282,2,2.5,0,1,0,0,0,0,0,0,0,0,6904562.77
f024199b-838a-4938-976a-0b3e794cc295,82051.85,82051.85,11.315118830832727,5,2.5,0,1,0,0,0,0,0,0,0,0,82051.85
7b01b9be-e908-4f48-8bcf-df16753872e9,0.0,0.0,0.0,1,4.0,0,1,0,0,0,0,0,0,0,0,0.0
158e9dec-b25b-439e-83fe-554f23d613e4,1069500.0,1069500.0,13.882702742520523,0,,1,0,0,0,0,0,0,0,0,0,4650000.0
