notice-identifier,dps-usage-lot,notice-type,publication-number,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,estimated-value-cur-proc,total-value,exclusion-grounds,accessibility-lot,procedure-accelerated,framework-buyer-categories-lot.hrv,legal-basis-proc,legal-basis-text.pol,no-negocaition-necessary-lot,legal-basis-text.ces,direct-award-justification-proc,framework-buyer-categories-lot.bul,legal-basis-text.fra,legal-basis-text.deu,currency,total-value-eur,total-value-eur-capped,is_outlier,total-value-eur-log,notice_is_cn-standard,notice_is_pin-only,notice_is_pin-tran,notice_is_pin-rtl,notice_is_cn-social,notice_is_pin-buyer,notice_is_qu-sy,notice_is_corr,notice_is_pin-cfc-social,notice_is_pin-cfc-standard
0552fbfb-b0b1-498b-970a-6a0cf8935c95,,pin-only,346-2025,other,POL,,,PLN,0.0,,,,,Bezpośrednie udzielenie zamówień na małą skalę (art. 5 ust. 4 rozporządzenia 1370/2007),"['Art. 23 ust. 1 pkt 1 w związku z art. 19 ust. 1 pkt 3 ustawy z dnia 16 grudnia 2010 r. o publicznym transporcie zbiorowym (t.j. Dz. U. z 2023 r., poz. 2778)']",,,,,,,PLN,0.0,0.0,False,0.0,0,1,0,0,0,0,0,0,0,0
811b4e38-1335-4850-8a97-59bfe7d2417c,none,cn-standard,348-2025,32014L0025,FRA,EUR,d8f65975-eb01-40b0-80ce-c06bc80cbf93,EUR,929612.7,,,,,,,,,,,,,EUR,929612.7,929612.7,False,13.742524402492702,1,0,0,0,0,0,0,0,0,0
af119ca2-05f7-4f5e-bac2-b972bd06afca,none,cn-standard,350-2025,32014L0024,DEU,,fac38f0f-e4ed-483e-8e17-54dc7319ab3a,,,prof-misconduct,,,,vob-a-eu,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
c1e34c3e-aad8-4f29-baf7-ad5c674f18b3,none|none|none|none|none|none,cn-standard,354-2025,32014L0024,ITA,EUR,c1e34c3e-aad8-4f29-baf7-ad5c674f18b3,EUR,10805317.4,labour-law,,,,,,,,,,,,EUR,10805317.4,10805317.4,False,16.19554901532792,1,0,0,0,0,0,0,0,0,0
a98a0a0b-73be-4592-b1e8-d4602466c131,none,cn-standard,360-2025,32014L0024,POL,,d6cdedfa-d925-4a01-a608-638e6464910f,,,exg-mis-prep-confl|exg-crim-corrpt|exg-crim-fraud|exg-mis-bre-lab-law|exg-mis-distortion|exg-crim-traffick|exg-crim-laund|exg-crim-terror|exg-crim-part|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-sitn-bankr|exg-sitn-cred-arran,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
7330720e-1595-4357-9a2c-ba038e2eeb4b,,pin-only,363-2025,32014L0024,FIN,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,1,0,0,0,0,0,0,0,0
9fefb607-011e-4293-ac45-1e6fddc82abe,none,cn-standard,364-2025,32014L0024,HRV,EUR,96ff98cb-2eeb-449d-aa0a-e57b30042481,EUR,1050000.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay|envir-law|socsec-law|labour-law|bankruptcy|insolvency|liq-admin|cred-arran|susp-act|bankr-nat|prof-misconduct|distorsion|partic-confl|prep-confl|sanction|misrepresent,n-inc,,,,,,,,,,,EUR,1050000.0,1050000.0,False,13.864301674514206,1,0,0,0,0,0,0,0,0,0
92c3942d-67db-4cd0-920a-5ab22c2650e1,none|none|none|none|none|none|none|none|none|none,cn-standard,370-2025,32014L0024,FRA,EUR,b5f9ce85-5f6c-4a2a-99c2-86613e5470ea,EUR,1188000.0,nati-ground,,False,,,,,,,,,,EUR,1188000.0,1188000.0,False,13.987782620655215,1,0,0,0,0,0,0,0,0,0
4779cd43-881f-4993-9cee-a55369371383,none|none,cn-standard,374-2025,32014L0024,FRA,,9b51cd60-dcd2-430e-b6c6-0346c5ca9365,,,bankruptcy,,,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
222c227f-2fac-4ecb-887e-aae15d2ae038,,pin-only,378-2025,other,POL,,,PLN,0.0,,,,,Bezpośrednie udzielenie zamówień na małą skalę (art. 5 ust. 4 rozporządzenia 1370/2007),"['Art. 23 ust. 1 pkt 1 w związku z art. 19 ust. 1 pkt 3 ustawy z dnia 16 grudnia 2010 r. o publicznym transporcie zbiorowym (t.j. Dz. U. z 2023 r., poz. 2778)']",,,,,,,PLN,0.0,0.0,False,0.0,0,1,0,0,0,0,0,0,0,0
1c6067b7-d83b-44c0-a4e8-0cec23db7e99,none,cn-standard,383-2025,32014L0024,HRV,EUR,e6339606-d227-4729-911d-3cefe4a69087,EUR,95000.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,n-inc,,,,,,,,,,,EUR,95000.0,95000.0,False,11.461642696843066,1,0,0,0,0,0,0,0,0,0
220612de-649f-4e74-8966-c49c664bb338,none|none|none,cn-standard,385-2025,32014L0024,HUN,,ec1ad516-a48d-4625-a05a-85b1e05344b3,,,nati-ground,,,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
8b84336b-6a7b-4259-9357-3766e9f9871d,none|none|none,cn-standard,387-2025,32014L0024,BGR,BGN,d21a5d31-1afe-446a-87f6-31f061d51ca5,BGN,22000000.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay|envir-law|socsec-law|labour-law|prep-confl|partic-confl|misrepresent|nati-ground|bankruptcy|insolvency|cred-arran|bankr-nat|liq-admin|susp-act|prof-misconduct|distorsion,n-inc|n-inc|n-inc,False,,,,,,,"['Предоставянето на пощенски услуги е за нуждите на възложителите по чл. 4, ал. 1 от ПМС № 385/2015г., включени в Приложение № 8 от проекта на РС.', 'Предоставянето на вътрешни куриерски услуги е за нуждите на възложителите по чл. 4, ал. 1 от ПМС № 385/2015г., включени в Приложение № 8 от проекта на РС.', 'Предоставянето на международни куриерски услуги е за нуждите на възложителите по чл. 4, ал. 1 от ПМС № 385/2015г., включени в Приложение № 8 от проекта на РС.']",,,BGN,11220000.0,11220000.0,False,16.23320854718538,1,0,0,0,0,0,0,0,0,0
f0bb7451-15be-446a-b1b5-c41860097c5c,,pin-tran,388-2025,32007R1370,POL,,,,,,,,,Bezpośrednie udzielanie zamówień na małą skalę (art. 5 ust. 4 rozporządzenia 1370/2007),"['Przewidywany tryb udzielenia zamówienia art. 19 ust.1 pkt 3) ustawy o publicznym transporcie zbiorowym, w związku z art. 22 ust. 1 pkt 1 ustawy. Przewidywana data rozpoczęcia postepowania o udzielenie zamówienia: nie wcześniej niż po upływie roku od dnia przesłania niniejszego ogłoszenia do Dziennika Urzędowego Unii Europejskiej. Przewidywany czas trwania umowy o świadczenie usług: okres 8 lat.']",,,below-thres-sme,,,,EUR,,,False,0.0,0,0,1,0,0,0,0,0,0,0
91d1efe5-e3d8-4b4a-b319-7fdd79108736,none,cn-standard,391-2025,32014L0024,FRA,,57233801-1fea-4641-8d2a-0e84f30f0303,,,nati-ground,,False,,,,False,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
e2468ec1-d86e-404a-a2d9-779cfeeafa48,none,cn-standard,393-2025,32014L0024,DEU,,2186654e-e63d-4da7-aea4-b9591d1cf957,,,nati-ground,,False,,vgv,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
16775761-6863-45ed-aeef-0e44a2005e72,none,cn-standard,399-2025,32014L0024,POL,PLN,46f234a8-4f23-4b4c-96da-18e74b295a70,PLN,1200000.0,exg-mis-prep-confl|exg-crim-corrpt|exg-mis-bre-lab-law|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-crim-fraud|exg-natl-bre-nat-law|exg-mis-distortion|exg-crim-traffick|exg-crim-laund|exg-crim-terror|exg-crim-part,,False,,https://eli.gov.pl/eli/DU/2023/1605/tj - Prawo Zamówień Publicznych,['Przetarg nieograniczony wg art. 132 ustawy PZP'],,,,,,,PLN,276000.0,276000.0,False,12.52815976788113,1,0,0,0,0,0,0,0,0,0
f4267fe1-d171-49f2-9882-1c41788bff33,none|none|none|none|none,cn-standard,406-2025,32014L0024,POL,,1bef3cdf-b8b3-4f24-b3e9-ec872ff0c665,,,crime-org|terr-offence|finan-laund|human-traffic|corruption|prep-confl|labour-law|socsec-pay|tax-pay|nati-ground|distorsion|fraud,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
4f8e70da-35c0-44ae-81a2-4e27a9a27353,none,cn-standard,412-2025,32014L0024,POL,PLN,7f6f4d7f-45ab-4c86-898c-1560842e89ef,PLN,9000000.0,,,False,,,,,,,,,,PLN,2070000.0,2070000.0,False,14.543059648333223,1,0,0,0,0,0,0,0,0,0
c1f17633-844d-413a-96a8-79c47f44a5fc,none,cn-standard,413-2025,32014L0024,LTU,,4dae59df-5676-4d72-8e64-aca39ffad5e9,EUR,0.0,distorsion|partic-confl|prep-confl|sanction|misrepresent|nati-ground|crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay|misrepresent,,False,,,,,,,,,,EUR,0.0,0.0,False,0.0,1,0,0,0,0,0,0,0,0,0
0873f677-1cac-4462-9367-15496536ce73,none|none|none,cn-standard,416-2025,32014L0024,HRV,EUR,ef34fba5-4728-4188-81f6-769b6dc1e44f,EUR,399069.6,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,inc|inc|inc,,,,,,,,,,,EUR,399069.6,399069.6,False,12.896893622575439,1,0,0,0,0,0,0,0,0,0
5af1669a-fdf6-4261-ba6d-b075d164fca7,,pin-tran,426-2025,32007R1370,POL,,,,,,,,,,,,,int-oper,,,,EUR,,,False,0.0,0,0,1,0,0,0,0,0,0,0
e83f32e7-ea59-4fa3-9590-3f61f994ad0c,none,cn-standard,432-2025,32014L0025,FRA,,a3832f9f-e4dd-4ef9-928e-e9506492cfb9,,,nati-ground,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
9e165a3f-9bc8-4edf-906c-1647995c313c,none,cn-standard,434-2025,32014L0024,CZE,CZK,126909d2-9e8d-4794-976a-82e5166fc0d6,CZK,40480000.0,nati-ground,,,,32014L0024|134/2016 Sb.,,,"['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES', 'Zákon o zadávání veřejných zakázek']",,,,,CZK,1578720.0,1578720.0,False,14.27212558351534,1,0,0,0,0,0,0,0,0,0
83c537fd-8cee-43e8-b975-ea62eb51f3b3,none|none|none,cn-standard,446-2025,32014L0024,FRA,,c6251a3a-c422-495a-9233-e89fe4185a2e,,,envir-law,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
f25dc6f3-46af-4833-83b5-4d1ced2fc24f,none,cn-standard,447-2025,32014L0024,DEU,,8ad464fb-9d1b-4dd3-a826-80814c475f2b,,,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,False,,vob-a-eu,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
519ba571-096b-46e5-9e51-d9d95c06bd79,none|none,cn-standard,450-2025,32014L0024,HRV,EUR,ac7bf26a-570c-488f-a428-bddcc3b48696,EUR,354000.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,n-inc|n-inc,,,,,,,,,,,EUR,354000.0,354000.0,False,12.777055016970678,1,0,0,0,0,0,0,0,0,0
6c29869f-03bd-42cb-8a2a-9b6d37a55bd1,none,cn-standard,454-2025,32014L0025,SWE,SEK,08a0c40e-f501-43ac-8681-f6dba188c59a,SEK,110000000.0,,,False,,,,,,,,,,SEK,9570000.0,9570000.0,False,16.074143867922338,1,0,0,0,0,0,0,0,0,0
5d8d8cf7-d843-4fe1-b8b2-8ba75e406176,none,cn-standard,455-2025,32014L0025,EST,EUR,7631e49f-2475-44ad-b1ae-2d3f5a83f675,EUR,1800000.0,,n-inc,,,,,,,,,,,EUR,1800000.0,1800000.0,False,14.403297778421795,1,0,0,0,0,0,0,0,0,0
ebdc3318-1d88-4a93-b9dd-22b8a8d0c09a,none,cn-standard,459-2025,32014L0024,CZE,,1a8fb7b8-d24f-408a-abbc-480d90ab4cfe,CZK,26756000.0,nati-ground,,,,32014L0024|134/2016 Sb.,,,"['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES', 'Zákon o zadávání veřejných zakázek']",,,,,CZK,1043484.0,1043484.0,False,13.858076630695548,1,0,0,0,0,0,0,0,0,0
0a406150-6358-4857-a3dc-e9c57a002843,none,cn-standard,463-2025,32014L0025,POL,,9f42e75b-0d55-46bb-a33d-34d52b9107fb,,,prep-confl|corruption|fraud|labour-law|socsec-pay|nati-ground|human-traffic|finan-laund|terr-offence|crime-org|tax-pay|distorsion,,False,,"Postępowanie prowadzone jest zgodnie z przepisami ustawy z dnia 11 września 2019 r. Prawo zamówień publicznych (t. jedn. Dz.U. z 2024 r., poz. 1320, dalej: Pzp), w trybie przetargu nieograniczonego na podstawie art. 376 ust. 1 pkt 1 Pzp.",,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
1143fdd5-1d58-40ff-9270-13515a8511c6,none,cn-standard,467-2025,32014L0024,FRA,,b07e5e87-178b-47d6-93b5-793f648564b1,,,nati-ground,,False,,,,False,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
d297720d-595f-458e-8906-9e8913526108,none,cn-standard,468-2025,32014L0024,HRV,EUR,9e123d5b-f84a-46fc-be87-df8c2e42ba3e,EUR,350000.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,n-inc,,['Naručitelji koji su navedeni u ovoj obavijesti'],,,,,,,,,EUR,350000.0,350000.0,False,12.765691290604371,1,0,0,0,0,0,0,0,0,0
c4257e02-0b8f-4422-b221-f5903f175220,none|none|none|none|none|none|none|none,cn-standard,474-2025,32014L0024,FRA,,bb1fcc4b-77ff-4cf8-ac48-e4b3594192aa,,,nati-ground,,False,,,,False|False|False|False|False|False|False|False,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
b590caed-6489-4a5d-b54f-a2c892bd9b7b,none,cn-standard,476-2025,32014L0025,HRV,EUR,b903931d-9404-4439-8627-1b7b886148ec,EUR,371623.86,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,n-inc,,,,,,,,,,,EUR,371623.86,371623.86,False,12.82564018357648,1,0,0,0,0,0,0,0,0,0
d2295725-f8d1-42ea-9aa4-074f205ea8e6,none,cn-standard,481-2025,32014L0025,HRV,EUR,6e6908f8-b4be-49b9-8f7b-c1f0f990c461,EUR,1750000.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay|bankruptcy|insolvency|liq-admin|cred-arran|susp-act|bankr-nat|sanction|misrepresent,n-inc,,,,,,,,,,,EUR,1750000.0,1750000.0,False,14.375126917328105,1,0,0,0,0,0,0,0,0,0
2aae3b2d-0a1f-4fa9-af56-1ab43602cdea,none,cn-standard,487-2025,32014L0024,POL,,9d2de079-f199-4286-8313-4024a4d6a42d,,,exg-mis-prep-confl|exg-crim-corrpt|exg-crim-fraud|exg-mis-bre-lab-law|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-natl-bre-nat-law|exg-mis-distortion|exg-crim-traffick|exg-crim-laund|exg-crim-terror|exg-sitn-bankr|exg-crim-part|exg-sitn-liq-admin|exg-sitn-as-susp|exg-sitn-other|exg-sitn-cred-arran,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
509f7f78-60ed-4ec1-a6f0-26337a226db4,none|none|none,cn-standard,488-2025,32014L0024,HRV,EUR,e6fe5a3b-6c20-4ae5-8080-11b30bbd9a29,EUR,5970000.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,n-inc-just|n-inc-just|n-inc-just,,,,,,,,,,,EUR,5970000.0,5970000.0,False,15.602257652872959,1,0,0,0,0,0,0,0,0,0
e3ce132a-f336-48fd-ba0a-51d8d59b6b3e,none,cn-standard,493-2025,32014L0024,DEU,,90cbaad1-d25f-495c-9863-bebfaf6944af,,,nati-ground,,False,,vgv,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
1b38dbd1-f892-4cfc-a458-3119b82e0ea0,none,cn-standard,495-2025,32014L0024,POL,,3a8ebeb0-cbcf-4daf-859a-fb703a5a4f37,,,,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
7461b6b2-7f29-446b-b8a7-6487ffc2cfb1,none,cn-standard,496-2025,32014L0025,POL,,dfe38fab-d3e0-4d8f-b6a2-57bfbd4d3526,,,exg-sitn-liq-admin|exg-mis-prep-confl|exg-sitn-as-susp|exg-sitn-other|exg-crim-corrpt|exg-crim-fraud|exg-mis-bre-env-law|exg-mis-bre-lab-law|exg-mis-bre-soc-law|exg-sitn-insolvency|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-mis-distortion|exg-crim-traffick|exg-crim-laund|exg-crim-terror|exg-crim-part|exg-sitn-cred-arran|exg-sitn-bankr|exg-mis-misrepresent|exg-natl-bre-nat-law,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
cd0972d9-00a4-46b9-9e4a-cd1036acc2be,none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,497-2025,32014L0024,BGR,BGN,9d980277-205d-4fb2-a67a-cd4b23df31b1,BGN,812923.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay|envir-law|socsec-law|labour-law|prep-confl|partic-confl|misrepresent|nati-ground|bankruptcy|insolvency|cred-arran|bankr-nat|liq-admin|susp-act|distorsion|sanction|misrepresent,n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just,False,,,,,,,,,,BGN,414590.73,414590.73,False,12.935049531848067,1,0,0,0,0,0,0,0,0,0
110964de-a4b2-466c-bd3e-287675bc31bc,none,cn-standard,507-2025,32014L0024,EST,,def2ba1d-7350-4a48-89c6-9eec3d56e504,,,nati-ground,n-inc,,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
041e7234-d834-4cbc-b57d-c315c61495eb,none,cn-standard,513-2025,32014L0025,LTU,EUR,ed597075-79fd-4e74-9935-2ab99be7ebb1,EUR,0.0,,,False,,,,,,,,,,EUR,0.0,0.0,False,0.0,1,0,0,0,0,0,0,0,0,0
3aeb050a-abed-4ff5-a483-c718c03c4fbc,,pin-only,516-2025,other,POL,,,PLN,0.0,,,,,Bezpośrednie udzielenie zamówień na małą skalę (art. 5 ust. 4 rozporządzenia 1370/2007),"['Art. 23 ust. 1 pkt 1 w związku z art. 19 ust. 1 pkt 3 ustawy z dnia 16 grudnia 2010 r. o publicznym transporcie zbiorowym (t.j. Dz. U. z 2023 r., poz. 2778)']",,,,,,,PLN,0.0,0.0,False,0.0,0,1,0,0,0,0,0,0,0,0
a347eeae-089f-40e9-9111-af6816832b41,none|none|none,cn-standard,521-2025,32014L0024,POL,,649e5698-2e86-40b5-acd0-4fe6909b2edd,,,,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
6b7f1013-5c96-461b-aeb9-a45348611183,none,cn-standard,523-2025,32014L0024,POL,,0012e498-41be-4d83-ade5-a754e9059a17,,,,n-inc,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
a282656e-0c2f-4acc-abc0-4092cdfd9926,,pin-only,531-2025,32014L0024,ITA,,,EUR,1200000.0,,,,,,,,,,,,,EUR,1200000.0,1200000.0,False,13.997832948091215,0,1,0,0,0,0,0,0,0,0
d621b19d-bd2f-47a8-a3fc-607a6db2c75a,none,cn-standard,537-2025,32014L0024,FIN|FIN|FIN,,a3e16c9b-1ef8-4576-b13d-d26ab1b64578,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
f7f88d09-16d5-4fe8-a34b-2e4503b3822d,none|none,cn-standard,538-2025,32014L0024,FRA,EUR,bc7a602b-3675-4c8b-8beb-dbfb032c543e,EUR,16000000.0,nati-ground,,False,,,,False|False,,,,,,EUR,16000000.0,16000000.0,False,16.588099342704055,1,0,0,0,0,0,0,0,0,0
52922f31-ce74-4ea5-9b14-3bd6e4017cd1,none|none|none|none|none|none|none|none,cn-standard,541-2025,32014L0024,FRA,,742d313b-aa2f-46d6-bad5-dfe60ecd7647,,,nati-ground,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
614dae17-3091-41a5-afd9-0fb106266e2b,none,cn-standard,544-2025,32014L0025,DEU,,15158779-374c-4952-8f04-474649280a27,,,nati-ground,,False,,sektvo,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
7307ba9c-101b-475c-91dd-c041c24aacbf,none|none,cn-standard,547-2025,32014L0024,FRA,EUR,fb47aee9-9d48-4ee6-8174-f34984f4117c,EUR,960000.0,nati-ground,,False,,,,,,,,,,EUR,960000.0,960000.0,False,13.774689605110144,1,0,0,0,0,0,0,0,0,0
527db2ee-3299-4e88-8f06-ebacdcd54f7c,,pin-tran,552-2025,32007R1370,POL,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,0,1,0,0,0,0,0,0,0
3276597e-efde-454e-8890-104ce219c27d,none|none|none,cn-standard,556-2025,32014L0024,HRV,EUR,b1745332-a8df-4b42-9129-69eb3769f32d,EUR,287975.2,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,n-inc|n-inc|n-inc,,,,,,,,,,,EUR,287975.2,287975.2,False,12.570633116814413,1,0,0,0,0,0,0,0,0,0
b03a10eb-5d90-4ea9-a6cf-03c4b6092d44,,qu-sy,571-2025,32014L0025,ITA,,01c8d40d-8be9-4e45-924d-10f2d385adc1,,,,,,,,,,,,,,,EUR,,,False,0.0,0,0,0,0,0,0,1,0,0,0
8925c4e1-7f81-40c7-b838-33e91eacc2b2,none,cn-standard,572-2025,32014L0024,POL,,5cbee1e3-8313-402a-a355-96c4f895bca4,,,liq-admin|prep-confl|susp-act|bankr-nat|corruption|fraud|labour-law|insolvency|socsec-pay|tax-pay|nati-ground|distorsion|human-traffic|finan-laund|terr-offence|crime-org|cred-arran|bankruptcy|prof-misconduct|misrepresent,,,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
816327d2-3183-414c-9142-4863a98168e0,none|none,cn-standard,573-2025,32014L0024,FRA,,c1186992-f041-4cd1-bf58-fa0ad21799d7,,,nati-ground,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
1910711a-604f-417d-a6e6-1ad135b92418,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,580-2025,32014L0024,FIN|FIN,,d8332dfc-66d7-45ed-81cc-6011ae6b3283,EUR,348000.0,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,False,,,,,,,,,,EUR,348000.0,348000.0,False,12.759960632315702,1,0,0,0,0,0,0,0,0,0
9905dc8b-ae56-4e94-af5a-d140e98a2735,,pin-buyer,589-2025,32014L0024,POL,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,0,0,0,0,1,0,0,0,0
f98f6646-521b-4377-b70d-c151ce515dc9,none,cn-standard,596-2025,32014L0024,FRA,,692c3819-a8af-4175-9cb5-5dd23fb0cb79,,,nati-ground,,False,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
d62a0795-781d-4129-8a1b-d3085e400eea,none|none|none|none,pin-rtl,600-2025,32014L0024,ESP,EUR,,EUR,6901873.25,,,,,,,,,,,,,EUR,6901873.25,6901873.25,False,15.747303563117404,0,0,0,1,0,0,0,0,0,0
1a38e7a0-952a-48a5-9ebe-fb132c3e3453,none|none|none|none,cn-standard,604-2025,32014L0024,LTU,EUR,692fb259-6e11-4641-8176-99731b5ee9cc,EUR,0.0,partic-confl|misrepresent|sanction|prof-misconduct|nati-ground|crime-org|fraud|terr-offence|bankruptcy|corruption|human-traffic|tax-pay|socsec-pay|distorsion,,False,,,,,,,,,,EUR,0.0,0.0,False,0.0,1,0,0,0,0,0,0,0,0,0
0bfdbac7-6504-4650-a6b7-f4686f2d8538,none,cn-standard,618-2025,32014L0024,BGR,BGN,88f01a44-95d5-4e8c-a82e-5db9730d2b61,BGN,60000.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay|envir-law|socsec-law|labour-law|prep-confl|partic-confl|misrepresent|nati-ground,n-inc,False,,,,,,,,,,BGN,30600.0,30600.0,False,10.328787967145063,1,0,0,0,0,0,0,0,0,0
25e0cc10-6814-47e3-a62a-d4c62b5f9b95,none,cn-standard,622-2025,32014L0024,FRA,EUR,7a8902e5-6a7b-4ec3-b61e-cc3d81f1c8b1,EUR,319930.0,nati-ground,,False,,,,False,,,,,,EUR,319930.0,319930.0,False,12.675860626525496,1,0,0,0,0,0,0,0,0,0
d9882ee3-e2e1-442c-a6a2-640ddf3883b2,none|none|none|none|none,cn-standard,640-2025,32014L0024,HRV,EUR,48244a80-6ab7-4b3c-bea4-ace002b9c170,EUR,630300.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay|bankruptcy|insolvency|liq-admin|cred-arran|susp-act|bankr-nat|prof-misconduct|partic-confl|misrepresent,n-inc|n-inc|n-inc|n-inc|n-inc,,,,,,,,,,,EUR,630300.0,630300.0,False,13.353952762046031,1,0,0,0,0,0,0,0,0,0
419b5afd-4ad1-495d-86a3-1eef1089d2f5,none,cn-standard,643-2025,32014L0025,MKD,,ade8cded-f328-4be8-bed7-9455da0bf559,,,,,True,,,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
1925defa-c781-45eb-a9a1-38f1baefc7ca,none,cn-standard,654-2025,32014L0024,DEU,,3a65eda5-7e33-4aff-aa78-e36a1e706f0f,,,nati-ground,,False,,vgv,,,,,,,,EUR,,,False,0.0,1,0,0,0,0,0,0,0,0,0
8aef83f3-4d9d-4ec3-86f0-90e7f4da6366,none,cn-standard,655-2025,32014L0024,LTU,EUR,ff9c5743-082b-45b6-8774-c534a79ed696,EUR,150000.0,distorsion|partic-confl|prep-confl|sanction|misrepresent|nati-ground|crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay|prof-misconduct,,False,,,,,,,,,,EUR,150000.0,150000.0,False,11.918397239722838,1,0,0,0,0,0,0,0,0,0
