notice-identifier,dps-usage-lot,notice-type,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,winner-size,estimated-value-cur-proc,total-value,winner-selection-status,direct-award-justification-text-proc.ell,direct-award-justification-proc,exclusion-grounds,legal-basis-proc,subcontracting-percentage,subcontracting-value,framework-value-notice,legal-basis-text.ell,accessibility-lot,winner-owner-nationality,currency,total-value-eur,total-value-eur-capped,is_outlier,total-value-eur-log,bidder-count,primary-bidder-size,bidder-size-numeric,notice_is_can-standard,notice_is_cn-standard,notice_is_can-modif,notice_is_pin-cfc-standard,notice_is_can-social,notice_is_pin-cfc-social,notice_is_cn-desg,notice_is_cn-social,notice_is_pin-only
41b3e9e0-6ad4-430d-8f63-132c5c84a879,,pin-cfc-social,275829-2025,,32014L0024,GRC,,3b5ee07a-d9bf-463b-a5c1-fd7ea37d1c76,,,,,,,exg-natl,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,0,1,0,0,0
ad8efc7a-41c6-4f62-a9d5-65655e14ed9d,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,275920-2025,False,other,GRC,EUR,d1f0cba9-0769-4679-b043-e502a06e947e,,EUR,858371.99,,,,exg-mis-prep-confl,,,,,,,,EUR,858371.99,858371.99,False,13.662794004286335,0,,,0,1,0,0,0,0,0,0,0
880c0fa9-367b-46fb-87dc-85ce01c6a567,none,can-standard,275938-2025,,32014L0024,GRC,EUR,9fb0cc67-a0c6-475b-af4c-fa8486415317,small,EUR,85674.04,selec-w,,,,,,,,,,,EUR,85674.04,85674.04,False,11.358316813623354,1,small,2.0,1,0,0,0,0,0,0,0,0
c61bc47f-6ec3-41cd-ab10-036c22105c25,none,can-standard,276106-2025,,32014L0024,GRC,,46e943e0-2931-4f46-9b42-eb898115bed9,micro,,162432.9,selec-w,,,,,,,,,,,EUR,162432.9,162432.9,False,11.998026428768116,1,micro,1.0,1,0,0,0,0,0,0,0,0
1f596f41-50cb-4fa3-b9e0-9e6f20a67601,none,can-standard,276153-2025,,32014L0024,GRC,,343902b1-ced9-46a5-bc51-a66f381fa0c5,medium|small,EUR,227760.0,selec-w,,,,,,,,,,,EUR,227760.0,227760.0,False,12.336052112528863,2,medium,3.0,1,0,0,0,0,0,0,0,0
b11da9ff-e209-4bb9-867a-987f69acab65,none,can-standard,276156-2025,,32014L0024,GRC,EUR,4507021f-8317-4f12-b0c7-fddfbe5d6892,,EUR,2268304.92,clos-nw,,,,,,,,,,,EUR,2268304.92,2268304.92,False,14.63454382009512,0,,,1,0,0,0,0,0,0,0,0
7b2d39e9-f1f9-4bf5-af26-96ee0da139a2,none,cn-standard,276194-2025,False,32014L0025,GRC,EUR,7a62d9f7-9d51-499b-84fd-720355ddd7ca,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0
0733245c-7e10-4bf9-b5b2-c22b0664cb6d,none,cn-standard,276281-2025,False,32014L0024,GRC,EUR,3541c3f0-a585-4fcb-9ad2-29e13aad00e9,,EUR,248500.0,,,,,,,,,,,,EUR,248500.0,248500.0,False,12.423202148655593,0,,,0,1,0,0,0,0,0,0,0
1e1b0657-4b86-4f03-9072-f6e8987353b3,none,can-standard,276408-2025,False,32014L0024,GRC,,428e83f7-1c4d-46be-9848-56089f2c1b8f,medium,EUR,7813015.18,selec-w,,,,,,,,,,,EUR,7813015.18,7813015.18,False,15.871301641884198,1,medium,3.0,1,0,0,0,0,0,0,0,0
01d28a76-018d-440f-9778-14d493bcf716,none,cn-standard,276655-2025,False,32014L0024,GRC,EUR,59fc2996-1f43-4ecc-8625-45f94cc78e2a,,EUR,299655.8,,,,,,,,,,,,EUR,299655.8,299655.8,False,12.610393098770844,0,,,0,1,0,0,0,0,0,0,0
6e15ddad-933d-4667-9de2-e7d9d0e24a22,none,cn-standard,276941-2025,False,32014L0024,GRC,EUR,d75b02b7-bd47-41d7-9c1b-6aa3c1036b01,,EUR,1129027.75,,,,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-sitn-insolvency|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-lab-law|exg-mis-bre-soc-law|exg-mis-bre-env-law|exg-sitn-bankr|exg-sitn-liq-admin|exg-sitn-as-susp|exg-mis-misconduct|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-misrepresent|exg-natl-bre-nat-law|exg-sitn-other|exg-mis-sanction|exg-sitn-cred-arran,,,,,,,,EUR,1129027.75,1129027.75,False,13.936868307820857,0,,,0,1,0,0,0,0,0,0,0
acced0c2-b561-4c02-8838-35861a60fbd8,none,can-standard,277092-2025,False,32014L0024,GRC,EUR,44209844-2560-4354-833b-fcd2a4d1f128,sme,EUR,1642171.0,selec-w,,,,,,,,,,,EUR,1642171.0,1642171.0,False,14.311530313813087,1,sme,2.5,1,0,0,0,0,0,0,0,0
e09e426a-57bc-4187-9e6d-ce1089548325,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,277104-2025,False,32014L0024,GRC,EUR,fc519bed-a858-45a8-8465-563c8e14c66d,,EUR,258363.47,,,,exg-mis-prep-confl|exg-natl|exg-sitn-as-susp|exg-crim-fraud|exg-sitn-insolvency|exg-crim-corrpt|exg-mis-unrel-sec|exg-mis-misrepresent|exg-sitn-other|exg-mis|exg-crim-laund|exg-crim-traffick|exg-natl-bre-nat-law|exg-mis-bre-lab-law|exg-mis-bre-soc-law|exg-pmt-bre-tax|exg-sitn-liq-admin|exg-sitn-bankr|exg-mis-misconduct|exg-mis-partic-confl,,,,,,,,EUR,258363.47,258363.47,False,12.462126541436593,0,,,0,1,0,0,0,0,0,0,0
5b8e938d-371a-442d-bb46-75729a38ef15,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,277136-2025,True,32014L0024,GRC,EUR,7e97bff2-68a9-483d-9731-b00f6f84bba4,,EUR,312230.63,,,,,,,,,,,,EUR,312230.63,312230.63,False,12.651500595192358,0,,,0,1,0,0,0,0,0,0,0
ed44e190-4753-4c30-bd93-cc7566825885,none|none,cn-standard,277337-2025,False,32014L0024,GRC,EUR,598e7169-0625-46d7-bbf8-c90102de1d6b,,EUR,781532.26,,,,,,,,,,,,EUR,781532.26,781532.26,False,13.569012987119114,0,,,0,1,0,0,0,0,0,0,0
fa505a0c-21bf-4527-a105-abf4c0dbb1de,dps-list,can-standard,277494-2025,,32014L0024,GRC,,9bb969b0-73b3-462c-b6d7-bb6317710338,small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small|small,EUR,797701.47,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,EUR,797701.47,797701.47,False,13.589490962296583,50,small,2.0,1,0,0,0,0,0,0,0,0
19d1ee92-688f-40d5-8926-a2062e6ebe2c,none|none|none|none,can-standard,277546-2025,False,32014L0024,GRC,EUR,45ebec56-5d24-4481-9718-deed77143f64,large|large,EUR,664800.0,selec-w|selec-w|selec-w|open-nw,,,,4412/2016,,,,,,,EUR,664800.0,664800.0,False,13.407243026734037,2,large,4.0,1,0,0,0,0,0,0,0,0
cab4fd41-040b-49f4-9e93-6b1810518e54,none,can-standard,277616-2025,False,32014L0024,GRC,EUR,80cb119c-5c50-4328-8661-c09a4954b734,small,EUR,427800.0,selec-w,,,,,,,,,,,EUR,427800.0,427800.0,False,12.966413413168617,1,small,2.0,1,0,0,0,0,0,0,0,0
1e19534a-f871-47f1-9e57-5126c4fcde3a,none|none|none|none,can-standard,277673-2025,False,32014L0024,GRC,EUR,84208865-3742-4c81-8e91-24374f3e04ec,sme,EUR,393960.0,selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,EUR,393960.0,393960.0,False,12.884007198609181,1,sme,2.5,1,0,0,0,0,0,0,0,0
93c6f627-9d98-46f7-8284-28fb55578265,none|none|none|none|none|none|none|none,can-standard,277684-2025,False,32014L0024,GRC,EUR,6430e12f-430a-466c-965e-e513306a6c09,large,EUR,892421.5,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,10.0,89242.15,,,,,EUR,892421.5,892421.5,False,13.701694954131684,1,large,4.0,1,0,0,0,0,0,0,0,0
3671c563-e208-4a5a-abad-8a40d4975889,none,cn-standard,277765-2025,False,32014L0024,GRC,EUR,f23f1951-2cb9-4926-b66e-d86bf845f7d9,,EUR,367305.0,,,,,,,,,,,,EUR,367305.0,367305.0,False,12.813950567094974,0,,,0,1,0,0,0,0,0,0,0
3e5807c2-262a-4470-ae36-9ffea84ce9f8,none,can-standard,277826-2025,False,32014L0024,GRC,EUR,79b388a7-efbd-4ca2-a360-4efcfef8ab75,small|small,EUR,1380000.0,selec-w,,,,,,,,,,,EUR,1380000.0,1380000.0,False,14.137594781770806,2,small,2.0,1,0,0,0,0,0,0,0,0
449e161f-f8b2-4d62-9d74-28793010dbfc,,can-modif,277925-2025,,32014L0024,GRC,,fb3c0c9e-053a-4116-859a-e901514a4c8f,,,72000.0,,,,,,,,,,,,EUR,72000.0,72000.0,False,11.184435286790631,0,,,0,0,1,0,0,0,0,0,0
23c2df6f-a7e7-4b4e-b896-5261bcd5d16a,none,cn-standard,277951-2025,False,32014L0025,GRC,,81cfbeaf-fc9b-4b53-a6f9-c73d60045ecc,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0
32bff8be-44f5-48c7-93c0-9e11d7a45d65,none|none|none,can-standard,277962-2025,False,32014L0024,GRC,EUR,992b5369-e30b-4676-b717-d0106fc06e09,sme|sme,EUR,320629.28,selec-w|selec-w|selec-w,,,,,,,,,,,EUR,320629.28,320629.28,False,12.678043962607836,2,sme,2.5,1,0,0,0,0,0,0,0,0
43ff08a8-64d5-4162-a4e2-b47bab229b10,none,can-standard,278115-2025,False,32014L0024,GRC,EUR,d802ee0a-bfac-452d-a7e7-f783224d13ec,small,EUR,419926.0,selec-w,,,,,,,,,,,EUR,419926.0,419926.0,False,12.947836165629116,1,small,2.0,1,0,0,0,0,0,0,0,0
e37bef93-31a9-4624-9be7-abcf4b5cb784,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,can-standard,278405-2025,,32014L0024,GRC,,9c93b934-986a-464b-9e20-bdbd5cfb522c,sme|sme|sme|sme|sme|sme|sme|sme|large|sme|sme|sme|sme|sme|sme|sme|sme|sme|sme|sme|sme|sme|sme|sme,EUR,1010884.5,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,EUR,1010884.5,1010884.5,False,13.826337237385108,24,sme,2.5,1,0,0,0,0,0,0,0,0
ba3f346e-d8f2-4fcf-9a1c-25e64a83c587,none,can-standard,278475-2025,,32014L0024,GRC,EUR,8dafde49-d10a-4e8b-9e48-e627b914bb2c,sme,EUR,1354851.89,selec-w,,,,,,,,,,,EUR,1354851.89,1354851.89,False,14.119203438136294,1,sme,2.5,1,0,0,0,0,0,0,0,0
00702b8d-e52d-45e4-8275-9477eddaa042,none,cn-standard,278566-2025,False,32014L0025,GRC,EUR,d6b06254-88af-41c2-ba5e-63d490626893,,EUR,630000000.0,,,,,,,,,,,,EUR,630000000.0,9312578.711999994,True,20.261230378937153,0,,,0,1,0,0,0,0,0,0,0
202ebd2c-36eb-444b-9e34-da7dc9742ec9,none|none|none|none|none|none,can-standard,278622-2025,False,32014L0024,GRC,EUR,ce76b99e-e79e-4c88-9163-216ba679f0f8,medium,EUR,312707.03,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,EUR,312707.03,312707.03,False,12.653025222681297,1,medium,3.0,1,0,0,0,0,0,0,0,0
d12f26d7-6370-4028-bd73-74c801faa4e3,none,cn-standard,278675-2025,False,32014L0025,GRC,EUR,e5b389b3-560e-48dd-84db-08d2aa9d3730,,EUR,1369439.99,,,,,,,,,,,,EUR,1369439.99,1369439.99,False,14.129913178038414,0,,,0,1,0,0,0,0,0,0,0
37563a2b-7400-447a-81f0-067bbb8e8cc0,none,can-standard,278737-2025,False,32014L0024,GRC,EUR,2e8a97b7-c8bb-4e85-9c16-3dfc96a0ff5c,small,EUR,982300.0,selec-w,,,,,,,,,,,EUR,982300.0,982300.0,False,13.797653057681378,1,small,2.0,1,0,0,0,0,0,0,0,0
6285700b-ef66-421c-a048-878f9c9d695a,none,can-standard,279080-2025,False,32014L0024,GRC,EUR,6f14b1f1-8657-4e83-8aee-a4694ce4f402,medium|medium,EUR,209300.0,selec-w|selec-w,,,,,,,,,,,EUR,209300.0,209300.0,False,12.251528686253542,2,medium,3.0,1,0,0,0,0,0,0,0,0
04faba23-6458-4b95-bca5-178d5bcf1a23,none,can-standard,279261-2025,False,32014L0024,GRC,EUR,0e94f29f-cc42-44a2-a700-614ea24ef316,small,EUR,199640.0,selec-w,,,,,,,,,,,EUR,199640.0,199640.0,False,12.204276032587229,1,small,2.0,1,0,0,0,0,0,0,0,0
431f4b77-a41a-4f73-b00e-6572a5c7f4f9,none,can-standard,279269-2025,False,32014L0024,GRC,EUR,fc362be2-be79-4e3e-af9b-c5e2ba420340,medium,EUR,1008000.0,selec-w,,,,Ν. 4412/2016 ΒΙΒΛΙΟ ΙΙ,,,,,,,EUR,1008000.0,1008000.0,False,13.82347971967645,1,medium,3.0,1,0,0,0,0,0,0,0,0
313dfa4b-a4c2-4fbe-b536-d8c93b739e8d,none,cn-standard,279304-2025,False,32014L0024,GRC,EUR,49cf12eb-b428-456f-a7a7-885836788df0,,EUR,46291.5,,,,exg-sitn-insolvency|exg-crim-fraud|exg-crim-traffick|exg-crim-laund|exg-crim-part|exg-crim-terror,,,,,,,,EUR,46291.5,46291.5,False,10.74273523991197,0,,,0,1,0,0,0,0,0,0,0
8d91d0f0-4cb1-4fff-8343-d04ee8dff954,none|none|none|none,cn-standard,279513-2025,False,32014L0024,GRC,EUR,0a092fd8-f4c5-478a-a537-70fa91ab7e8b,,,,,,,exg-mis-prep-confl|exg-natl|exg-sitn-as-susp|exg-crim-fraud|exg-sitn-insolvency|exg-sitn-cred-arran|exg-crim-corrpt|exg-mis-unrel-sec|exg-mis-misrepresent|exg-sitn-other|exg-mis|exg-crim|exg-pmt|exg-sitn|exg-crim-laund|exg-crim-traffick|exg-natl-bre-nat-law|exg-mis-bre-lab-law|exg-mis-bre-soc-law|exg-mis-bre-env-law|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-sitn-liq-admin|exg-mis-sanction|exg-sitn-bankr|exg-mis-misconduct|exg-mis-partic-confl|exg-crim-part|exg-mis-distortion|exg-crim-terror,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0
b5df5aca-3bb8-4054-96fe-57b63a6b3895,none,cn-standard,279626-2025,False,32014L0024,GRC,EUR,981c4096-850b-4c69-8b54-ec1083192e2a,,EUR,300000.0,,,,,,,,,,,,EUR,300000.0,300000.0,False,12.611541086966115,0,,,0,1,0,0,0,0,0,0,0
2a64f6cd-e1bf-44c7-a8a6-67c92295b9aa,none,can-standard,280042-2025,,32018R1046,GRC,EUR,6ad7557e-4a60-496b-a091-1d3218a36241,,EUR,323600.0,selec-w,,,,,,,323600.0,,,,EUR,323600.0,323600.0,False,12.687266554396556,0,,,1,0,0,0,0,0,0,0,0
9ef75f07-4f7d-4043-ad86-dd96b1b5e75d,none,cn-standard,280133-2025,False,32014L0024,GRC,EUR,178c7f02-d205-4222-ae56-9d57209867cd,,EUR,152258.06,,,,exg-mis-prep-confl|exg-mis-unrel-sec|exg-sitn-as-susp|exg-crim-fraud|exg-sitn-insolvency|exg-sitn-cred-arran|exg-crim-corrpt|exg-mis-misrepresent|exg-sitn-other|exg-crim-laund|exg-crim-traffick|exg-mis-bre-lab-law|exg-mis-bre-soc-law|exg-mis-bre-env-law|exg-natl-bre-nat-law|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-mis-off-cond|exg-sitn-liq-admin|exg-mis-sanction|exg-sitn-bankr|exg-mis-misconduct|exg-mis-partic-confl|exg-crim-part|exg-mis-distortion|exg-crim-terror,,,,,,,,EUR,152258.06,152258.06,False,11.933338691190812,0,,,0,1,0,0,0,0,0,0,0
14cfe665-d894-47a0-864c-e78e86cc34e5,none,cn-standard,280239-2025,False,32014L0025,GRC,EUR,e17910c1-3aa0-4b6f-be59-1072f528f984,,EUR,789100000.0,,,,,,,,,,,,EUR,789100000.0,9312578.711999994,True,20.48640361475853,0,,,0,1,0,0,0,0,0,0,0
0d024aba-eb4a-4aa2-a882-563eb056a49b,none|none,can-standard,280301-2025,False,32014L0024,GRC,EUR,30bd34d0-8053-4a28-9feb-e1d7ee9f08c2,,EUR,10368000.0,clos-nw|clos-nw,,,,,,,,,,,EUR,10368000.0,9312578.711999994,True,16.154234794024806,0,,,1,0,0,0,0,0,0,0,0
6cd5fe22-a0ce-431f-a21b-4fbf803e4ccc,none|none|none|none|none|none,cn-standard,280331-2025,False,32014L0024,GRC,EUR,09a188a7-ca21-40c5-9541-e6b25d6d30a0,,EUR,227348.39,,,,,,,,,,,,EUR,227348.39,227348.39,False,12.334243276161807,0,,,0,1,0,0,0,0,0,0,0
5dd45e0e-cd91-470d-8257-8cbbf91324ab,none|none|none|none|none|none|none,cn-standard,280437-2025,False,32014L0024,GRC,EUR,4a73be5c-184c-4478-ad09-6e49061bf277,,EUR,218914.4,,,,,,,,,,,,EUR,218914.4,218914.4,False,12.296440632795179,0,,,0,1,0,0,0,0,0,0,0
4e812c71-b2c1-4e36-af69-c64c88ec7f71,none,cn-standard,280446-2025,False,32014L0024,GRC,EUR,7a6e79c5-92ec-43c0-8a24-d719505de084,,EUR,1198500.0,,,,,,,,,,,,EUR,1198500.0,1198500.0,False,13.996582167232532,0,,,0,1,0,0,0,0,0,0,0
5bd98e0d-9be2-443f-8e87-d3dc9e379719,none,cn-standard,280455-2025,False,32014L0024,GRC,EUR,c2d227b5-8eaf-4a4b-b6c3-bbfae22c0e1f,,EUR,303000.0,,,,,,,,,,,,EUR,303000.0,303000.0,False,12.621491384816093,0,,,0,1,0,0,0,0,0,0,0
8c16d676-f6be-4658-9409-941b708a411d,none,can-standard,280847-2025,False,32014L0024,GRC,EUR,dc3c96b1-e5d4-4dca-b07e-a7b58725057e,medium|medium|medium|small,EUR,16225370.77,selec-w,,,,,12.4,498962.6,,,,,EUR,16225370.77,9312578.711999994,True,16.60208673369716,4,medium,3.0,1,0,0,0,0,0,0,0,0
49e8a526-03e8-4080-8899-ae75e50156a0,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,can-standard,281151-2025,,32014L0024,GRC,EUR,7c8ef158-1043-465d-a6c2-44ced479cf75,small|medium|medium,EUR,1999421.95,selec-w|selec-w|selec-w|clos-nw|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|clos-nw|clos-nw|clos-nw|clos-nw|clos-nw|clos-nw|clos-nw|clos-nw|clos-nw|clos-nw|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,EUR,1999421.95,1999421.95,False,14.508369171892873,3,small,2.0,1,0,0,0,0,0,0,0,0
ecccda03-13ef-43da-af60-937c99192130,,cn-desg,281334-2025,,other,GRC,,55dc4d13-1c25-42c3-90d0-5cf3d9c2c163,,,,,,,,"Η επιλογή του Αναδόχου, θα γίνει σύμφωνα με την «ανοικτή διαδικασία» του άρθρου 264 του ν. 4412/2016 και υπό τις προϋποθέσεις του νόμου αυτού - ΜΕ ΗΛΕΚΤΡΟΝΙΚΌ ΔΙΑΓΩΝΙΣΜΟ|Η επιλογή του Αναδόχου, θα γίνει σύμφωνα με την «ανοικτή διαδικασία» του άρθρου 264 του ν. 4412/2016 και υπό τις προϋποθέσεις του νόμου αυτού - ΜΕ ΗΛΕΚΤΡΟΝΙΚΌ ΔΙΑΓΩΝΙΣΜΟ",,,,"['Κριτήριο ανάθεσης της σύμβασης είναι η «πλέον συμφέρουσα από οικονομική άποψη προσφορά» βάσει βέλτιστης σχέσης ποιότητας τιμής. Για να προσδιοριστεί η πλέον συμφέρουσα από οικονομική άποψη προσφορά βάσει βέλτιστης σχέσης ποιότητας – τιμής, θα αξιολογηθούν οι Τεχνικές και Οικονομικές προσφορές των προσφερόντων με βάση κριτήρια που προβλέπει η Διακήρυξη, καθώς και τη σχετική στάθμισή τους.']",,,EUR,,,False,0.0,0,,,0,0,0,0,0,0,1,0,0
94ddd4d1-e6be-4556-a05e-ad1bf466a422,,can-modif,281515-2025,,32014L0024,GRC,,ce1fe605-cc8b-44e4-8016-9889724421bc,,,1523271.42,,,,,,,,,,,,EUR,1523271.42,1523271.42,False,14.236371486531885,0,,,0,0,1,0,0,0,0,0,0
dd9002ad-7191-433e-ab38-99cc79888c22,,can-modif,281519-2025,,32014L0024,GRC,,cd0d2d31-09fb-4451-938e-a5b732faa36b,,,14760.0,,,,,,,,,,,,EUR,14760.0,14760.0,False,9.599743846536997,0,,,0,0,1,0,0,0,0,0,0
c41c1aeb-1b13-43b0-b2b2-5ecf99507d7e,,can-modif,281740-2025,,32014L0024,GRC,,d191844a-9a6e-4065-93a6-178c29702d03,,,666522.35,,,,,,,,,,,,EUR,666522.35,666522.35,False,13.409830451745671,0,,,0,0,1,0,0,0,0,0,0
6de1cdf6-ca78-4ccf-b8c4-354026172a43,none|none,cn-standard,281779-2025,False,32014L0024,GRC,EUR,9300618a-038e-4f87-8d7a-0be67bfa78ad,,EUR,525000.0,,,,,,,,,,,,EUR,525000.0,525000.0,False,13.171155446333852,0,,,0,1,0,0,0,0,0,0,0
0b09311c-d293-479f-8342-b8c6eb395889,none,can-standard,281867-2025,False,32014L0024,GRC,EUR,3e8ab940-a994-49ec-b686-d23adf32a823,sme,EUR,197671.9,selec-w,,,,,,,,,,,EUR,197671.9,197671.9,False,12.194368923384532,1,sme,2.5,1,0,0,0,0,0,0,0,0
b00ca05b-593d-4814-af3f-0b784769737f,none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,281927-2025,False,32014L0024,GRC,EUR,cbeb7605-c774-4827-9cba-dd1053982099,,EUR,6460300.8,,,,,,,,,,,,EUR,6460300.8,6460300.8,False,15.681186592933773,0,,,0,1,0,0,0,0,0,0,0
d7276a69-d1f9-4c18-8542-1014907889f8,none,can-standard,281984-2025,,32014L0024,GRC,EUR,0c9d673d-66ef-4db6-a350-1072ddc526fb,sme,EUR,232719.8,selec-w,,,,,,,,,,,EUR,232719.8,232719.8,False,12.3575947307706,1,sme,2.5,1,0,0,0,0,0,0,0,0
7b0c3912-b556-4361-af4e-6c02c26949aa,none,can-standard,282117-2025,False,32014L0024,GRC,,c4480018-c9d3-4294-9d16-9b4ca2057640,small,EUR,267074.52,selec-w,,,,,,,,,,,EUR,267074.52,267074.52,False,12.495286743830821,1,small,2.0,1,0,0,0,0,0,0,0,0
950dacfc-8e8a-441f-b068-6c266adab374,none|none|none|none,cn-standard,282124-2025,False,32014L0024,GRC,EUR,dbb2844b-ac05-414a-a516-00a43333ba1d,,EUR,114000.0,,,,,,,,,,,,EUR,114000.0,114000.0,False,11.643962499267984,0,,,0,1,0,0,0,0,0,0,0
4efb5bdb-06ff-47ca-94c4-c61ca11dbb9a,dps-list,can-standard,282269-2025,,32014L0024,GRC,,a5a176f6-db6c-4889-8a49-9aa9910f364c,small|medium|large|small|small|small|medium,EUR,155190.0,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,EUR,155190.0,155190.0,False,11.952411895359067,7,small,2.0,1,0,0,0,0,0,0,0,0
2935503e-8eb5-42f8-8614-22be87ab436f,none,can-standard,282293-2025,False,32014L0024,GRC,EUR,02db66a3-be33-4eb8-a0bb-b152fb772067,medium,EUR,1500000.0,selec-w,,,,,,,1500000.0,,,,EUR,1500000.0,1500000.0,False,14.220976332738882,1,medium,3.0,1,0,0,0,0,0,0,0,0
2bac3a5c-1158-4f26-9b40-745dc2a15ed7,,can-modif,282301-2025,,32014L0024,GRC,,d4fff1b5-2aaf-41c8-8d62-bab13cec2fae,,,741774.87,,,,,,,,,,,,EUR,741774.87,741774.87,False,13.516802414524996,0,,,0,0,1,0,0,0,0,0,0
2d4f10c3-43c4-41e6-8736-a49cb3b100be,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,282324-2025,False,32014L0024,GRC,EUR,1f3ee233-f44c-411b-9b82-c19d286fae16,,EUR,1247216.13,,,,exg-crim-fraud|exg-sitn-insolvency,,,,,,,,EUR,1247216.13,1247216.13,False,14.036425331397258,0,,,0,1,0,0,0,0,0,0,0
5b9bb6de-5714-4dcc-8caa-7d4910f3dc25,none,cn-standard,282484-2025,False,32014L0024,GRC,EUR,0a68b967-ab30-4b56-90f8-1a27ecf63722,,EUR,8467741.64,,,,,,,,,,,,EUR,8467741.64,8467741.64,False,15.951774518710803,0,,,0,1,0,0,0,0,0,0,0
6f92a345-908c-41fd-9c42-acfa71a731db,,can-modif,282612-2025,,32014L0024,GRC,,cd0d2d31-09fb-4451-938e-a5b732faa36b,,,42480.0,,,,,,,,,,,,EUR,42480.0,42480.0,False,10.65681219612839,0,,,0,0,1,0,0,0,0,0,0
58401c28-015f-418f-ae36-8b41e801b17e,,can-modif,282624-2025,,32014L0024,GRC,,40aec006-1856-48a7-a358-f41602acca81,,,241884.0,,,,,,,,,,,,EUR,241884.0,241884.0,False,12.396217685580808,0,,,0,0,1,0,0,0,0,0,0
bb7bf0d5-a401-4d16-be52-1f0c2de3be49,none,cn-standard,282793-2025,False,32014L0024,GRC,EUR,5bf7ab25-f694-4c35-803a-75ab9d13a03d,,EUR,1623074.13,,,,,,,,,,,,EUR,1623074.13,1623074.13,False,14.29983313624481,0,,,0,1,0,0,0,0,0,0,0
e41ef6bc-b8be-4bdd-aa4e-73c396db8831,none,can-standard,282817-2025,,32014L0024,GRC,EUR,9fa15ef6-8f6f-4e78-a302-e2ba0e2d27e9,medium,EUR,953450.4,selec-w,,,,,,,,,,,EUR,953450.4,953450.4,False,13.76784373261347,1,medium,3.0,1,0,0,0,0,0,0,0,0
5fb636bb-abc5-4c9a-aeb0-c06ffa9c68b5,none,can-standard,282829-2025,False,32014L0024,GRC,EUR,f71bee2b-64d1-4d3a-85e7-6aeede177b5e,small,EUR,112050.0,selec-w,,,,,,,,,,,EUR,112050.0,112050.0,False,11.626709403776488,1,small,2.0,1,0,0,0,0,0,0,0,0
