notice-identifier,dps-usage-lot,notice-type,exclusion-grounds,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,legal-basis-proc,procedure-identifier,winner-selection-status,winner-size,estimated-value-cur-lot,total-value,estimated-value-cur-proc,winner-owner-nationality,direct-award-justification-text-proc.deu,direct-award-justification-proc,no-negocaition-necessary-lot,accessibility-lot,legal-basis-text.deu,framework-value-notice,currency,total-value-eur,total-value-eur-capped,is_outlier,total-value-eur-log,bidder-count,primary-bidder-size,bidder-size-numeric,notice_is_cn-standard,notice_is_can-standard,notice_is_can-modif,notice_is_can-social,notice_is_pin-only,notice_is_cn-social,notice_is_veat,notice_is_can-desg,notice_is_qu-sy
d6d5505a-1f2f-4432-aaf5-7252dfe55e80,,can-modif,,186038-2025,,32014L0024,DEU,vob-a-eu,c82c65e3-2227-4117-b316-9d82771045bf,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0,0
6b06337e-9eac-4c1e-8a14-c5404a508947,,pin-only,,186039-2025,,32014L0024,DEU,vgv,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,1,0,0,0,0
9139b080-e978-46b3-ad29-c3566cf40cd8,none|none|none,cn-standard,misrepresent|bankruptcy|bankr-nat|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,186041-2025,,32014L0024,DEU,vgv,218105dc-b685-4198-887e-17b73061fe92,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
66c2bed7-369f-4743-8173-c5d60a7b7733,none,cn-standard,bankr-nat,186042-2025,False,32014L0024,DEU,vgv,3d0f3a62-2b7e-4fc6-9ff2-a5062d5cfe2b,,,,,,,,,True,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
07f9d227-ff46-4cf0-a474-be371bff1a62,none,can-standard,,186065-2025,False,32014L0024,DEU,vgv,3744769e-f58b-48a7-abba-8408cbd5945e,clos-nw,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0
9209ce56-18e4-43b8-b20e-4c526c5d2800,none,can-standard,,186066-2025,False,32014L0024,DEU,vob-a-eu,ddda17ed-0d3a-4323-a6b2-1cdb5b4fab19,selec-w,medium,,2495656.73,EUR,,,,,,,,EUR,2495656.73,2495656.73,False,14.730062871664787,1,medium,3.0,0,1,0,0,0,0,0,0,0
628877d9-eda6-407f-82ca-fe10f0b96605,none,cn-standard,nati-ground|bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,186067-2025,False,32014L0024,DEU,vob-a-eu,d79c3a16-ab9c-44b7-8ae6-03cb5a8e5bd7,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
6cdf7f22-27f4-4f4b-8be7-1e9bc91d0de2,none,cn-standard,nati-ground,186076-2025,False,32014L0024,DEU,vob-a-eu,546d52f4-1959-4525-90b0-755352112a96,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
15167ca2-7cf8-4c10-b9cf-e2f6f800fdc7,none,cn-standard,,186081-2025,False,32014L0024,DEU,vgv,7ca5627d-2e93-44a9-a74c-91d5e2212249,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
6bac8199-8828-40ac-989c-5e4eabad20d2,none,cn-standard,,186087-2025,False,32014L0025,DEU,sektvo,167c47b5-901a-4e01-9a3a-3a22e6274b8a,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
5c0aa616-65f8-4172-ab05-b5a806af324a,none,cn-standard,exg-sitn-other|exg-crim-corrpt|exg-crim-part|exg-mis-distortion|exg-mis-bre-env-law|exg-crim-laund|exg-crim-fraud|exg-crim-traffick|exg-sitn-insolvency|exg-mis-bre-lab-law|exg-sitn-liq-admin|exg-mis-misrepresent|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-misconduct|exg-mis-sanction|exg-mis-bre-soc-law|exg-pmt-bre-ssc|exg-sitn-as-susp|exg-pmt-bre-tax|exg-crim-terror|exg-natl-bre-nat-law,186101-2025,False,32014L0024,DEU,vob-a-eu,e36b79a3-c87a-4e1e-b5f3-01abe6f974a5,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
0e94c33a-ecfe-4efb-9a62-f6960bd0d087,none,cn-standard,nati-ground,186106-2025,False,32014L0024,DEU,vob-a-eu,eba8ffb9-8778-4693-b802-28e179e1c73d,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
5d51c97b-5c14-40bc-a650-e32ec0160bd1,none,can-standard,,186109-2025,False,32014L0024,DEU,vgv,82d00609-53e9-4568-9329-994bd32dc8a5,selec-w,small,,,,,,,,,,,EUR,,,False,0.0,1,small,2.0,0,1,0,0,0,0,0,0,0
01661248-05cb-433a-b0d5-d707a9010ec7,none,can-standard,,186117-2025,False,32014L0024,DEU|DEU,vob-a-eu,1bfbca7f-80e6-41ea-9ade-74ad577b033f,selec-w,medium,,,,,,,,,,,EUR,,,False,0.0,1,medium,3.0,0,1,0,0,0,0,0,0,0
5a77792d-c515-4f8f-af99-9ccf6b18ccad,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence|nati-ground,186119-2025,False,32014L0024,DEU,vob-a-eu,ef9af4cf-51da-4c74-b648-111a23b8e971,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
ced205b6-fccd-4a21-aae1-edfc560f9677,none,can-standard,,186122-2025,,32014L0024,DEU,vob-a-eu,180eb6ff-dde3-454c-ac2f-efd4f5f77e9f,selec-w,,,152483.15,,,,,,,,,EUR,152483.15,152483.15,False,11.934815935201817,0,,,0,1,0,0,0,0,0,0,0
9cdb29f0-00ef-495a-aad4-6209df4f6975,none,can-standard,,186125-2025,False,32014L0024,DEU,vgv,7666eda8-2638-4304-963c-88d5cd55702b,selec-w,small,,56040.0,,,,,,,,,EUR,56040.0,56040.0,False,10.933838844688593,1,small,2.0,0,1,0,0,0,0,0,0,0
67d21542-2532-406a-9e94-ee8c83c2b8f3,none,cn-standard,misrepresent|bankruptcy|bankr-nat|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,186146-2025,,32014L0024,DEU,vob-a,67d21542-2532-406a-9e94-ee8c83c2b8f3,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
96c4dfdd-559e-4935-89d3-3b3729ed7b38,none,can-standard,,186150-2025,False,32014L0024,DEU,vob-a-eu,f90ccf97-aa95-47a4-abcf-341708328713,clos-nw,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0
14f446e8-1ff8-4d51-8bfb-5ebf4b612196,none,cn-standard,nati-ground,186153-2025,False,32014L0024,DEU,vgv,42e2fab7-fe59-4265-8127-9f539c8d822f,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
1ba01464-1e85-4afd-983d-e8d09f73c830,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,186170-2025,False,32014L0024,DEU,vob-a-eu,a65b32ca-1fc7-49bc-a48c-60617ba0bce4,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
d71cca77-c54b-4c1b-93e1-884b638fcf90,none|none|none,can-standard,,186171-2025,False,32014L0024,DEU,vgv,a733ab2e-c1a5-4b26-b756-c05f791aa8e7,selec-w|selec-w|selec-w,micro|medium|small,,224246.3,,DEU|DEU|DEU,,,,,,,EUR,224246.3,224246.3,False,12.32050473971478,3,micro,1.0,0,1,0,0,0,0,0,0,0
15419e3d-0e3d-4f7d-98f9-32d048744a27,none,cn-standard,exg-natl-bre-nat-law,186172-2025,False,32014L0024,DEU,vob-a-eu,e54968d6-1220-4bc9-8f95-0aa80364c330,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
a1cd0d89-72de-487b-895e-4475f9e3135e,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,186181-2025,False,32014L0024,DEU,vob-a-eu,bf703d19-daa5-4adf-a143-535c80d1ae0a,,,EUR,2377210.9,EUR,,,,,,,,EUR,2377210.9,2377210.9,False,14.681438888351394,0,,,1,0,0,0,0,0,0,0,0
a96844da-61c8-4ca4-86f9-30b05f852659,none,can-standard,,186182-2025,False,32014L0024,DEU,vgv,f8802bad-2267-47f1-8dff-89dfbd27ab50,selec-w,medium,,717600.0,EUR,DEU,,,,,,,EUR,717600.0,717600.0,False,13.483668983259754,1,medium,3.0,0,1,0,0,0,0,0,0,0
b8b6db8a-219e-4119-a1b4-13ce73d84e19,none,cn-standard,exg-natl-bre-nat-law,186183-2025,False,32014L0024,DEU,vob-a-eu,8a0e52e4-1216-46cc-bfea-5abb6b2b0621,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
c2843570-0f69-48d8-b190-a7b273202a72,none,can-standard,,186184-2025,False,32014L0024,DEU,vob-a-eu,a0d6f7e4-2ad0-4b84-acfa-2cbf0ec43b14,selec-w,medium,,,,DEU,,,,,,,EUR,,,False,0.0,1,medium,3.0,0,1,0,0,0,0,0,0,0
cfae1a80-2dc7-4563-9d92-52d0bc6e4f2e,none,can-standard,,186191-2025,False,32014L0024,DEU,vgv,e2ce6a08-c63c-407e-b77f-eeba562da7b0,selec-w,large,,,,,,,,,,,EUR,,,False,0.0,1,large,4.0,0,1,0,0,0,0,0,0,0
7e78ad0a-752a-431c-8e99-bc91ebd48778,,can-modif,,186192-2025,,32014L0024,DEU,vob-a-eu,85fa687f-ce7e-4c54-ad6c-39f4af735a79,,,,3659968.96,,,,,,,,,EUR,3659968.96,3659968.96,False,15.112965497693592,0,,,0,0,1,0,0,0,0,0,0
2c3f88eb-6d1f-4dc6-893d-9afc08fb350e,,can-modif,,186195-2025,,32014L0025,DEU,sektvo,22dc7325-96de-4123-875e-99dd20149402,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0,0
4d34333a-091b-4947-9603-336372ca3f9b,none,cn-standard,,186197-2025,False,32014L0024,DEU,vgv,25a8f11c-de4c-4079-81ca-b50df583987f,,,,,,,,,True,inc,['Verhandlungsverfahren mit Teilnahmewettbewerb'],,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
878f1591-0a6e-4433-a33e-a1f05b99f5db,none,can-standard,,186204-2025,False,32014L0024,DEU,vgv,b119fe7b-6ad5-4437-8cc6-72bdc9eb22be,selec-w,medium,,,,,,,,,,,EUR,,,False,0.0,1,medium,3.0,0,1,0,0,0,0,0,0,0
f14b3ec2-8fdb-4388-8180-5822242b6fa1,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence|nati-ground,186224-2025,False,32014L0024,DEU,vgv,24636202-4e98-4b65-bd8c-7961f8073731,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
e8db9949-028b-4424-a580-6578c52240d2,none,cn-standard,crime-org|terr-offence|finan-laund|fraud|corruption|human-traffic|tax-pay|socsec-pay|envir-law|socsec-law|labour-law|insolvency|liq-admin|bankr-nat|susp-act|prof-misconduct|distorsion|partic-confl|prep-confl|sanction|misrepresent|nati-ground,186237-2025,False,32014L0024,DEU,vgv,4f547332-6194-4915-8bd9-97712f554119,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
dfc339af-af65-4146-b330-403fbf98c43b,none,cn-standard,exg-natl-bre-nat-law,186250-2025,False,32014L0024,DEU,vob-a-eu,2ebddc41-5fdb-46e1-9cd6-7d0468112415,,,,,,,,,,,['VOB 2019 EU'],,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
24890e1e-643a-41ed-b42b-692d592178fe,none,can-standard,,186255-2025,,32014L0024,DEU,vgv,d3afba22-dad7-41c4-ba18-edfee7677ec6,selec-w,medium,,,,DEU,,,,,,,EUR,,,False,0.0,1,medium,3.0,0,1,0,0,0,0,0,0,0
5fa17669-56c7-46f3-866c-66e6be573269,none|none,cn-standard,exg-natl-bre-nat-law,186257-2025,False,32014L0024,DEU,vob-a-eu,4b45fc97-94d9-4d18-b479-2b069c6c0e0c,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
c041a997-5da1-4ae4-b733-50f9aeece3c2,none,can-standard,,186266-2025,False,32014L0024,DEU,vgv,c7929b5c-a65a-4cbb-bada-14113cc5f340,selec-w,medium,EUR,318445.34,,,,,,,,,EUR,318445.34,318445.34,False,12.671209262563423,1,medium,3.0,0,1,0,0,0,0,0,0,0
4c043836-436b-41a8-8173-e5d55eef78c8,,can-modif,,186274-2025,,32014L0024,DEU,vob-a-eu,85fa687f-ce7e-4c54-ad6c-39f4af735a79,,,,3667858.74,,,,,,,,,EUR,3667858.74,3667858.74,False,15.115118872805123,0,,,0,0,1,0,0,0,0,0,0
269752c8-8a34-4f79-a7ab-c3ffae4882ad,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence|nati-ground,186279-2025,False,32014L0024,DEU,vob-a-eu,fe452499-a5df-46e9-af30-d36118405746,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
e36dc74f-4343-447c-a49f-5672ca372ec8,none,cn-standard,exg-sitn-other|exg-crim-corrpt|exg-crim-part|exg-mis-distortion|exg-mis-bre-env-law|exg-crim-laund|exg-crim-fraud|exg-crim-traffick|exg-sitn-insolvency|exg-mis-bre-lab-law|exg-sitn-liq-admin|exg-mis-misrepresent|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-misconduct|exg-mis-sanction|exg-mis-bre-soc-law|exg-pmt-bre-ssc|exg-sitn-as-susp|exg-pmt-bre-tax|exg-crim-terror,186282-2025,False,32014L0024,DEU,vgv,4b3b4b09-0d85-46e1-b7c6-1f708cc49e0b,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
858bb877-655f-4a5a-a7f0-b124d8f55dce,none,cn-standard,misrepresent|bankruptcy|bankr-nat|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,186289-2025,,32014L0024,DEU,vgv,858bb877-655f-4a5a-a7f0-b124d8f55dce,,,EUR,358232.0,EUR,,,,,,,,EUR,358232.0,358232.0,False,12.788938891668472,0,,,1,0,0,0,0,0,0,0,0
7cea7cd9-a619-4675-a251-0dc5dedc4e42,none,cn-standard,misrepresent|bankruptcy|bankr-nat|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,186300-2025,,32014L0024,DEU,vgv,7cea7cd9-a619-4675-a251-0dc5dedc4e42,,,EUR,170000.0,EUR,,,,,,,,EUR,170000.0,170000.0,False,12.04355959836804,0,,,1,0,0,0,0,0,0,0,0
1cf58e5c-d849-4f43-b9d9-7b1a651b0b46,none,cn-standard,fraud|crime-org|corruption|finan-laund|human-traffic|prof-misconduct,186308-2025,,32014L0024,DEU,vob-a-eu,a5d38bca-5864-4625-9a0b-675146c6dd81,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
39b305ff-2b0d-42dd-960d-aabc4d73cb24,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence|nati-ground,186311-2025,False,32014L0024,DEU,vgv,caebaebd-9cc4-4bf4-a263-7125cf49bd38,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
9a174473-a4e9-4400-a9d0-29d13957be8f,none,can-standard,,186316-2025,,32014L0024,DEU,vgv,927b5dbf-82fe-465a-bf2e-bf9ecd402e12,selec-w,medium,,329260.0,,DEU,,,,,,,EUR,329260.0,329260.0,False,12.704606028310929,1,medium,3.0,0,1,0,0,0,0,0,0,0
bf5b7dfe-573f-4be2-85b9-bce3d4b4d548,none,can-standard,,186323-2025,,32014L0024,DEU,vob-a-eu,2a492160-aa23-410b-9394-3eaabc29ed73,selec-w,,,114114.97,,,,,,,,,EUR,114114.97,114114.97,False,11.64497049099902,0,,,0,1,0,0,0,0,0,0,0
863c21c3-e2e2-47f4-bd58-6caf855d86d5,none,can-standard,,186325-2025,,32014L0024,DEU,vgv,f9b6c91e-39ca-42b0-80eb-887aa4b7cf5d,selec-w,,,107356.38,,DEU,,,,,,,EUR,107356.38,107356.38,False,11.583918548032916,0,,,0,1,0,0,0,0,0,0,0
2e9708f4-0864-4579-af4f-bc08a4f4e815,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence|nati-ground,186342-2025,False,32014L0024,DEU,vob-a-eu,c3892d83-de41-4135-89e9-ad006b06e529,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
ccde8795-36fc-411b-8b53-34d371b6c35a,none|none,cn-standard,exg-natl-bre-nat-law,186345-2025,False,32014L0024,DEU,vgv,5dddf096-cf67-43ee-accc-63ad811e110f,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
aa574f6b-6ce5-48bc-b0ac-c3b9398599a4,none|none|none,can-standard,,186350-2025,False,32014L0024,DEU,vgv,746cc7ea-2074-410f-a4ec-a30886fa0892,selec-w|clos-nw|selec-w,medium|medium,EUR,,,DEU|DEU,,,,,,,EUR,,,False,0.0,2,medium,3.0,0,1,0,0,0,0,0,0,0
15aa3c5a-cc68-4bc7-bf74-96a627ffc9a4,,can-modif,,186354-2025,,32014L0025,DEU,sektvo,75ce3a2c-8844-4c8d-9d8e-25eca85ad7aa,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0,0
9733348d-b8ba-4b0b-81d8-9086b062cb29,none,can-standard,,186355-2025,False,32014L0024,DEU,vob-a-eu,0b757ab8-b634-480c-8975-bfbf785a2d80,selec-w,small,,18974.55,,,,,,,,,EUR,18974.55,18974.55,False,9.850906587351005,1,small,2.0,0,1,0,0,0,0,0,0,0
97bf53fd-4685-44e2-9353-53b601fd1946,none,cn-standard,nati-ground|distorsion|bankruptcy,186357-2025,,32014L0024,DEU,vgv,cd7b5397-70f9-4738-b36b-04918f169386,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
a6914ddf-ec5b-4667-8690-cff94940990e,none|none|none,can-standard,,186358-2025,False,32014L0024,DEU,vgv,7491f4f7-6117-486c-8f38-43d88dfe397d,selec-w|selec-w|selec-w,micro|micro|micro,,319184.0,EUR,DEU|DEU|DEU,,,,,,,EUR,319184.0,319184.0,False,12.673526150972407,3,micro,1.0,0,1,0,0,0,0,0,0,0
0bcf59bc-a26c-4433-89dd-330dbe9172a8,none|none,can-standard,,186369-2025,False,32014L0024,DEU,vgv,47ff0689-bfb3-481b-bd51-bdd6bebcf502,selec-w|open-nw,medium,,,,,,,,,,,EUR,,,False,0.0,1,medium,3.0,0,1,0,0,0,0,0,0,0
8e9eb3d9-6c6a-410d-9452-52016c615fa5,none,can-standard,,186380-2025,False,32014L0024,DEU,vgv,445c1d29-8702-4b84-84fa-9ff360aacbf1,selec-w,medium,EUR,334212.73,,,,,,,,,EUR,334212.73,334212.73,False,12.719535977483261,1,medium,3.0,0,1,0,0,0,0,0,0,0
5e66d879-98b1-4f01-be29-4459d5cf84dc,none,cn-social,,186390-2025,,32014L0024,DEU,vgv,cad42e61-8fae-486f-8cab-419a70fcc929,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,0,1,0,0,0
62c9d396-5228-4217-80cf-42e3aaa18dca,none,cn-standard,nati-ground,186395-2025,,32014L0024,DEU,vgv,d54ad2d0-95b8-40be-82ed-d7cd9712c3d5,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
dc2d8118-7941-475e-bf32-4b9bcc0b1d13,none|none|none|none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence|nati-ground,186398-2025,False,32014L0024,DEU,vgv,83f439ab-2820-4a6f-b959-55f7b3345ccc,,,EUR,897884.92,EUR,,,,,,,,EUR,897884.92,897884.92,False,13.707798301352428,0,,,1,0,0,0,0,0,0,0,0
c9bcb8cf-8d95-4cc9-ab52-5218ea825849,none,can-standard,,186405-2025,False,32014L0024,DEU,vob-a-eu,ae040dc9-972b-46bb-a48a-8d018b782279,selec-w,medium,,523994.58,,DEU,,,,,,,EUR,523994.58,523994.58,False,13.1692385281531,1,medium,3.0,0,1,0,0,0,0,0,0,0
de72ab49-3386-4c28-a91c-8d7772f50048,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,186408-2025,False,32014L0024,DEU,vob-a-eu,e121489d-dc03-4f08-8d22-2100b2761e85,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
a3c63f4a-fe77-4528-89c9-a69b191e9a3b,none,can-standard,,186414-2025,,32014L0024,DEU,vob-a,cc8b989d-64aa-463a-ac3e-3510e3ad6596,selec-w,medium,,,,,,,,,,,EUR,,,False,0.0,1,medium,3.0,0,1,0,0,0,0,0,0,0
6d94e8b9-69b2-4f41-8c51-057119fc3040,none,cn-standard,exg-crim-corrpt|exg-crim-fraud|exg-crim-part|exg-crim-terror|exg-sitn-as-susp|exg-crim-laund|exg-sitn-liq-admin|exg-mis-partic-confl|exg-mis-sanction|exg-crim-traffick|exg-sitn-other|exg-mis-misconduct|exg-mis-misrepresent|exg-mis-bre-lab-law|exg-mis-bre-soc-law|exg-mis-bre-env-law|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-mis-distortion|exg-mis-prep-confl|exg-sitn-insolvency,186437-2025,False,32014L0024,DEU,vob-a-eu,e1e3c0f8-4493-45ef-b7db-4b556e7d1903,,,,174800.0,EUR,,,,,,,,EUR,174800.0,174800.0,False,12.071403463011007,0,,,1,0,0,0,0,0,0,0,0
3161cda7-d94d-4285-8136-aa11b226e311,none,cn-standard,nati-ground|bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,186441-2025,False,32014L0024,DEU,vgv,0108fd95-f390-4b27-b879-80af3f4d3f02,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
cf8c0ecc-5d36-4d75-89a7-92c480f3ccd6,none,can-standard,,186443-2025,False,32014L0025,DEU,sektvo,34920efa-e8c4-4488-b3e3-af3861baa367,selec-w,large,,0.0,,,,,,,"['Der Wert des Ergebnisses (Feld-ID: BT-720-Tender) wird gemäß § 38 Abs. 6 SektVO nicht veröffentlicht, da hiervon \u200b Betriebs- und Geschäftsgeheimnisse des Auftragnehmers betroffen wären und die Offenlegung dieser Angabe dessen \u200b berechtigten geschäftlichen Interessen schädigen würde. Zudem würde die Angabe den lauteren Wettbewerb zwischen \u200b Wirtschaftsteilnehmern beeinträchtigen.']",,EUR,0.0,0.0,False,0.0,1,large,4.0,0,1,0,0,0,0,0,0,0
0195a87c-6c00-44e6-89ef-f783cc1a4c8c,none,can-standard,,186444-2025,,32014L0024,DEU,vgv,01939110-4ab1-4675-86d6-359ce8b9737a,selec-w,large,,4538260.77,,,,,,,,,EUR,4538260.77,4538260.77,False,15.328054626660029,1,large,4.0,0,1,0,0,0,0,0,0,0
ae2326a5-fd05-4ac0-82c5-47558a31cba0,,pin-only,,186453-2025,,32014L0024,DEU,vgv,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,1,0,0,0,0
3be85f9b-8063-4af9-abf6-76a09b08d8ba,none,can-standard,,186456-2025,False,32014L0024,DEU,vgv,b0c72d0b-065a-4a24-b4cb-ff9e0545bb62,clos-nw,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0
49f32c75-ff40-4b2e-8d46-9652063cc008,none,cn-standard,bankr-nat|liq-admin|nati-ground,186459-2025,False,32014L0024,DEU,vob-a-eu,127369b1-b4ca-4e9a-ba75-78fafa5ff034,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
de5bc06e-6e39-4a48-939f-9172011f1f96,none,can-standard,,186469-2025,False,32014L0024,DEU,vob-a-eu,712c9a8a-1d20-41e7-8e6f-fd8f9c273383,selec-w,large|medium|medium|medium|small,,4962594.78,EUR,DEU|DEU|DEU|DEU,,,,,,,EUR,4962594.78,4792500.0,True,15.417439504546993,5,large,4.0,0,1,0,0,0,0,0,0,0
7e34b954-b4d5-4bd8-8aa3-389000f46b63,none,can-standard,,186470-2025,False,32014L0024,DEU,vob-a-eu,7026aecf-e823-401d-af26-3f03ae652f32,selec-w,small,,240653.0,,DEU,,,,,,,EUR,240653.0,240653.0,False,12.391115496242817,1,small,2.0,0,1,0,0,0,0,0,0,0
71f1898c-b127-4d09-808f-dfcbd6f25f2d,none,can-standard,,186512-2025,,32014L0024,DEU,vob-a-eu,f802be0b-9b12-4ea3-801f-aa92d75c48a7,selec-w,,,76026.04,,,,,,,,,EUR,76026.04,76026.04,False,11.238844345464086,0,,,0,1,0,0,0,0,0,0,0
