notice-identifier,dps-usage-lot,notice-type,exclusion-grounds,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,legal-basis-proc,procedure-identifier,winner-selection-status,winner-size,estimated-value-cur-lot,total-value,estimated-value-cur-proc,winner-owner-nationality,direct-award-justification-text-proc.deu,direct-award-justification-proc,no-negocaition-necessary-lot,accessibility-lot,legal-basis-text.deu,framework-value-notice,currency,total-value-eur,total-value-eur-capped,is_outlier,total-value-eur-log,bidder-count,primary-bidder-size,bidder-size-numeric,notice_is_cn-standard,notice_is_can-standard,notice_is_can-modif,notice_is_can-social,notice_is_pin-only,notice_is_cn-social,notice_is_veat,notice_is_can-desg,notice_is_qu-sy
2cdb6b29-781d-477b-a9bb-9537f7704a02,none,can-social,,185615-2025,,32014L0024,DEU,vgv,770e9864-23c5-4835-b100-cafb1d83a54a,selec-w,large,,,,DEU,,,,,,,EUR,,,False,0.0,1,large,4.0,0,0,0,1,0,0,0,0,0
4f510026-6358-40b5-9380-908e9eea895e,none,cn-standard,corruption|crime-org|finan-laund|fraud|human-traffic|sanction|terr-offence,185620-2025,False,32014L0024,DEU,vob-a-eu,4a2d6b94-a7df-4c5f-abb1-02e9df0bcb08,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
933f766e-9d7e-4557-86de-f69825383429,none,can-standard,,185628-2025,False,32014L0024,DEU,vob-a-eu,a18fe475-9dd7-4606-8b6b-2ddee3fdb633,selec-w,small,,214239.63,,,,,,,,,EUR,214239.63,214239.63,False,12.27485510154801,1,small,2.0,0,1,0,0,0,0,0,0,0
3e9019c6-872b-470c-86ca-c813b4986baf,none,can-standard,,185634-2025,,32014L0024,DEU,vgv,cf48ddba-3f03-4721-b336-4f9df006cef9,selec-w,small,,0.01,,FRA,['VgV §14 (4) 2b Technische Gründe'],artistic,,,,,EUR,0.01,0.01,False,0.009950330853168083,1,small,2.0,0,1,0,0,0,0,0,0,0
af7a12ee-b3c7-478c-af42-2850afd57e44,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,185638-2025,False,32014L0024,DEU,vob-a-eu,163e4800-6777-416a-be3b-87bed6d6b8f3,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
abb7d8aa-0e7f-4fd3-a5dc-e18883ef8cd7,,qu-sy,,185650-2025,,32014L0025,DEU,,18fb0654-4309-41e7-b5c0-811e8ab50791,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,0,0,0,0,1
70aebdbb-537d-4b8a-a872-f32190eb719a,none,cn-standard,nati-ground|bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,185651-2025,False,32014L0024,DEU,vgv,79768e61-39d3-40d1-a4d0-ae4843cf7a95,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
b961b357-bd16-4150-ac40-682ef00bfbb8,none,can-standard,,185654-2025,False,32014L0024,DEU,vgv,aa13adf7-c6ee-4358-b131-3f0814f704ee,clos-nw,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0
3ad49a95-d4fe-493b-a936-b61473479392,,can-modif,,185665-2025,,32014L0024,DEU,,0dc7e991-d3a5-4850-88c3-c93e161c9d8f,,,,3458939.37,,,,,,,,,EUR,3458939.37,3458939.37,False,15.05647284868427,0,,,0,0,1,0,0,0,0,0,0
3de7d76d-5ec1-4d35-863b-69079fc08719,none|none|none|none,cn-standard,corruption,185670-2025,False,32014L0024,DEU,vgv,b1000000-c0de-4000-a000-00d457406721,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
2efbb159-5638-483b-ba67-bba41bb45287,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,185678-2025,False,32014L0024,DEU,vgv,ef83a7e4-bfbf-4ba7-a030-de54045d0367,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
5d3385fc-80e7-4177-913b-6819303dd424,none,can-standard,,185682-2025,,32014L0024,DEU,vgv,b8394c4d-6ca8-41a3-9b4e-9d65d4ab13d9,selec-w,large,,,,,,,,,,,EUR,,,False,0.0,1,large,4.0,0,1,0,0,0,0,0,0,0
184128e8-c5e2-4eb9-94ab-8bc07621384e,none,cn-standard,exg-natl-bre-nat-law,185684-2025,False,32014L0024,DEU,vob-a-eu,be3ef801-a9d8-4f8d-8e88-4dec1dbdbcca,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
08d8d319-bc1e-448b-8623-4626406cac88,none|none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,185690-2025,False,32014L0024,DEU,vgv,3211e630-6aae-45d7-9d54-e8cc1bd3335c,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
7ca44245-a131-4e03-9a03-891c0909ee3d,,can-modif,,185692-2025,,32014L0025,DEU,sektvo,0be7d69a-5a05-4b95-ac93-d684a11721df,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0,0
3dd0b9b3-a31f-474c-9744-afdaea00825d,none,cn-standard,nati-ground,185693-2025,False,32014L0024,DEU,vob-a-eu,606feb2e-5094-496b-8764-77dd596af8cc,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
da65ab53-aa7d-4acd-95ec-54d493c6f002,,can-modif,,185702-2025,,32014L0024,DEU,vob-a-eu,80021e2e-f198-4543-9530-ed927bfe272b,,,,10817038.33,,,,,,,,,EUR,10817038.33,4792500.0,True,16.19663316454924,0,,,0,0,1,0,0,0,0,0,0
171d6831-9bf5-49be-b657-88a560fb03f4,,can-modif,,185709-2025,,32014L0025,DEU,sektvo,bd325894-5b4f-4109-8e9f-ce88c443b05d,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0,0
f14d0dc9-376c-4797-b39e-1ed18f11e53a,none,can-standard,,185714-2025,False,32014L0024,DEU,vgv,d68e292a-0222-4304-8919-a18365d1ec6c,selec-w,medium,,161095.0,EUR,DEU,,,,,,,EUR,161095.0,161095.0,False,11.989755739558241,1,medium,3.0,0,1,0,0,0,0,0,0,0
70bb0a7b-9011-44f6-894f-d65fbf74a01b,none,cn-standard,tax-pay,185722-2025,False,32014L0024,DEU,vgv,0ea33f7c-e1b1-4288-8a97-19d54931a5b2,,,,,,,,,True,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
d3a6998f-3d83-4a2b-ab70-46b628a24839,none,can-standard,,185725-2025,False,32014L0024,DEU,vob-a-eu,c352fbff-c076-4772-a680-ed97a6518dce,selec-w,small,,0.01,,,,,,,,,EUR,0.01,0.01,False,0.009950330853168083,1,small,2.0,0,1,0,0,0,0,0,0,0
0bffa0c9-ea9a-47bf-951a-fd2f9e993d6d,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,185729-2025,False,32014L0024,DEU,vob-a-eu,9287377a-45fe-4d60-9c9e-0df8dc198dfd,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
f498d7e2-75c1-48d0-8a38-dd7776d336b0,none,can-standard,,185732-2025,False,32014L0024,DEU,vgv,a33d011b-f2d4-49cc-b572-20b315ab62f3,selec-w,small,,0.01,,,,,,,,,EUR,0.01,0.01,False,0.009950330853168083,1,small,2.0,0,1,0,0,0,0,0,0,0
cd149a26-0b13-4f9c-9223-370fed89d615,,can-modif,,185740-2025,,32014L0024,DEU,,d2df3e71-50c6-4fa7-8891-154855ca2ed6,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0,0
b4e6bf30-86e2-4d55-9511-a56d1915fea7,none,can-standard,,185746-2025,False,32014L0024,DEU,vob-a-eu,a1e3f374-df53-4985-9f4d-46cc51aaa8e0,selec-w,micro,,61297.8,EUR,DEU,,,,,,,EUR,61297.8,61297.8,False,11.023515545876249,1,micro,1.0,0,1,0,0,0,0,0,0,0
4a4780b5-122c-4db1-97bf-3d2d95296fd2,none,can-standard,,185747-2025,,32014L0024,DEU,vgv,0056037e-9eda-4fe7-a8c1-663f125db886,selec-w,small,,142144.0,,DEU,,,,,,,EUR,142144.0,142144.0,False,11.864602942348668,1,small,2.0,0,1,0,0,0,0,0,0,0
76ed5968-3ef8-4554-90f6-442b003cc01f,none,cn-standard,bankr-nat|bankruptcy|corruption|bankr-nat|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|bankruptcy|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,185757-2025,False,32014L0024,DEU,vob-a-eu,4c00aca3-b239-4f2c-a168-f42018948a71,,,,,,,,,True,inc,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
76347ecd-f63d-4b21-a26a-3456c42042ab,none,can-standard,,185765-2025,,32014L0024,DEU,vob-a-eu,ddd4a066-20ca-430b-baa4-a2b26c4f7ce1,selec-w,small,,,,,,,,,,,EUR,,,False,0.0,1,small,2.0,0,1,0,0,0,0,0,0,0
885bb45d-cc65-44fa-9891-21f69039f40f,none,cn-standard,,185766-2025,False,32014L0024,DEU,vgv,f374f45c-7dd3-44b7-90fb-9db9ffcd3ee7,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
c7379609-9c81-489f-b4e1-478c53beccfd,none,cn-standard,exg-natl-bre-nat-law,185778-2025,False,32014L0024,DEU,vob-a-eu,35bb764c-3ca6-4266-a83e-1c6b0c6e91f2,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
3563af56-3a69-423f-a938-422d09ae181e,none,can-standard,,185781-2025,False,32014L0024,DEU,vgv,e3180df2-accd-45a8-b40d-3c106a908daf,selec-w,large,,,,DEU,,,,,,,EUR,,,False,0.0,1,large,4.0,0,1,0,0,0,0,0,0,0
06a49447-0718-4c84-81a8-31d592509e1c,none,can-standard,,185782-2025,,32014L0024,DEU,vob-a-eu,396c2b4d-1ae1-44e3-bdf3-097ba76fe23b,selec-w,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0
c05ad48e-bec0-4423-b3e6-4a27a845de0b,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,185785-2025,False,32014L0024,DEU,vob-a-eu,44baab5f-eedf-40e4-8c33-244c4e0825c0,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
3ba49b65-2b27-48b4-9453-57ecc526e3aa,none|none|none|none|none,can-standard,,185789-2025,,32014L0024,DEU,vgv,75c52be1-eb02-4dd6-8e12-f840bb9111d8,selec-w|selec-w|selec-w|selec-w|selec-w,,,,,DEU,,,,,,,EUR,,,False,0.0,0,,,0,1,0,0,0,0,0,0,0
58d01084-942c-4518-992a-4651f268a0aa,,can-modif,,185790-2025,,32014L0025,DEU,sektvo,b3e1759d-91ee-4e7e-b8d0-a50e4b71452e,,,,1.0,,,,,,,,,EUR,1.0,1.0,False,0.6931471805599453,0,,,0,0,1,0,0,0,0,0,0
fba071c5-da8e-47e9-b711-9a0ba94a4559,none,cn-standard,nati-ground|corruption,185804-2025,False,32014L0024,DEU,vgv,88366be2-2d5d-473c-a71d-f0165da226d8,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
0364fd54-04ac-4468-8073-2d1693917d7c,none|none,can-standard,,185808-2025,False,32014L0024,DEU,vgv,3c099283-ca9b-4c06-aa05-37eb246ec439,selec-w|selec-w,large|medium,,9367167.04,EUR,DEU|DEU,,,,,,,EUR,9367167.04,4792500.0,True,16.05272137160546,2,large,4.0,0,1,0,0,0,0,0,0,0
a863617c-57b7-498d-b30c-3b59073c13d4,,veat,,185823-2025,,32014L0024,DEU,vgv,c8f4c634-e61b-49e2-ade4-86380872f7f2,,large,,,,,"['Die HSU/UniBw H darf im dtec.bw-Projekt GhostPlay@SEA mit ATLAS ELEKTRONIK zusammenarbeiten, ohne ein wettbewerbliches Vergabeverfahren durchzuführen. Der Anwendungsbereich des Vergaberechts ist gemäß § 116 Abs. 1 Nr. 2 GWB nicht eröffnet. Bei den Leistungen von ATLAS ELEKTRONIK handelt es sich um Forschungs- und Entwicklungsdienstleistungen im Sinne des § 116 Abs. 1 Nr. 2 GWB. Unter den Begriff der Forschung und Entwicklung fallen alle Tätigkeiten, die Grundlagenforschung, angewandte Forschung sowie experimentelle Entwicklung beinhalten. Das GhostPlay-Projekt umfasst angewandte Forschung sowie experimentelle Entwicklung. Angewandte Forschung wird entweder zur Ermittlung von Anwendungsmöglichkeiten für die Ergebnisse der Grundlagenforschung betrieben oder zur Ermittlung neuer Wege oder Methoden zur Erreichung spezifischer und vorab festgelegter Ziele. Sie schließt die Berücksichtigung vorhandener Erkenntnisse und deren Erweiterung zur Lösung spezieller Probleme ein. Bei der experimentellen Entwicklung handelt es sich um systematische, auf vorhandenen Kenntnissen aus Forschung und praktischer Erfahrung aufbauende und ihrerseits zusätzliches Wissen erzeugende Arbeiten, die auf die Herstellung neuer Produkte oder Verfahren bzw. die Verbesserung existierender Produkte oder Verfahren abzielen. Die HSU/UniBw H und ATLAS ELEKTRONIK beabsichtigen auf Basis der bisherigen Arbeitsergebnisse die Forschungstätigkeit in dem dtec.bw-Projekt GhostPlay fortzusetzen und die Dimension See in die Entwicklung KI-basierter Entscheidungsverfahren einzubinden, um auch die Leistungsfähigkeit KI-basierter Entscheidungsunterstützung im Sensor-Effektor-Verbund in der Seekriegsführung darzustellen. Zwar enthält § 116 Abs. 1 Nr. 2 GWB eine Rückausnahme für bestimmte Forschungsleistungen. Diese ist jedoch nicht einschlägig. Die im GhostPlay-Projekt vorgesehenen Forschungs- und Entwicklungsdienstleistungen von ATLAS ELEKTRONIK unterfallen nicht den in § 116 Abs. 1 Nr. 2 GWB für die Rückausnahme aufgeführten CPV-Codes. Bei den im Projekt vorgesehenen Leistungen der Kooperationspartner handelt es sich stattdessen ausschließlich um militärische Forschung.']",rd,,,,,EUR,,,False,0.0,1,large,4.0,0,0,0,0,0,0,1,0,0
6c911bda-19b7-44b0-8dbd-3bc3f0cff778,none,cn-standard,prof-misconduct,185842-2025,,32014L0024,DEU,vgv,587c84a2-e01b-4118-b481-77fdc49d3e64,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
1c4ae419-3ba7-42d2-9ce6-a2308dabc27c,none,can-standard,,185845-2025,True,32014L0024,DEU,vgv,6eda963f-17c4-4674-8e12-c8e57dacb2fc,selec-w,medium,,81861.38,,,,,,n-inc,['2. Abschnitt VOB/A'],,EUR,81861.38,81861.38,False,11.312794823652583,1,medium,3.0,0,1,0,0,0,0,0,0,0
8a066f58-4236-4f3a-8c87-af248e1feb27,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence|nati-ground,185851-2025,False,32014L0024,DEU,vgv,3d4b98ab-046e-43b5-a16e-91b186875be6,,,,,,,,,True,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
ce159d92-9f4c-4f96-8e49-79738c74b656,none,can-standard,,185855-2025,,32014L0024,DEU,vob-a-eu,2a492160-aa23-410b-9394-3eaabc29ed73,selec-w,,,90057.2,,,,,,,,,EUR,90057.2,90057.2,False,11.408211406980277,0,,,0,1,0,0,0,0,0,0,0
3c73e9fc-3fc5-4930-9894-041b61fe9e20,,can-desg,,185856-2025,,32014L0024,DEU,vgv,fd3cbe6f-74b5-40ab-9392-d386faa8c75e,selec-w,small,,,,,,,,,,,EUR,,,False,0.0,1,small,2.0,0,0,0,0,0,0,0,1,0
80bfe614-9355-46db-a861-246e8077acfe,none|none,cn-standard,exg-natl-bre-nat-law,185860-2025,False,32014L0024,DEU,vgv,45066838-b023-4380-bbaa-7af88236fcbc,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
0195b779-8620-4601-a01a-b89314a4ee7b,none,cn-standard,bankruptcy,185870-2025,False,32014L0024,DEU,vob-a,0195b776-024b-49fb-96ee-0454ea172d9a,,,,,,,,,True,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
ba9dcc6e-1a56-44f0-86eb-5780932a1911,none|none|none,can-standard,,185874-2025,False,32014L0024,DEU,vgv,68fad909-3e86-4f48-8fa2-4a0ee46ac7df,selec-w|selec-w|selec-w,large,,0.01,,DEU,,,,,,,EUR,0.01,0.01,False,0.009950330853168083,1,large,4.0,0,1,0,0,0,0,0,0,0
d26a41c9-2840-4071-9106-c3ac029ac261,none,cn-standard,exg-natl-bre-nat-law,185880-2025,False,32014L0024,DEU,vgv,713aaa54-88d2-45d2-9f9f-c135a5262ada,,,,1115720.0,EUR,,,,,,,,EUR,1115720.0,1115720.0,False,13.925011390668184,0,,,1,0,0,0,0,0,0,0,0
60f0974d-4fd7-4059-89a3-7e0e90c3930e,none,can-standard,,185882-2025,,32014L0024,DEU,vgv,e8d4155c-bf6c-4347-a79d-a4c25f0d6d71,selec-w,medium,,1.0,,DEU,,,,,,178907.08,EUR,1.0,1.0,False,0.6931471805599453,1,medium,3.0,0,1,0,0,0,0,0,0,0
85e29d88-92ec-4d5d-8e04-79d88fdfbc9d,none,can-standard,,185893-2025,False,32014L0024,DEU,vgv,592c2c19-d177-4ae7-8de2-e37add0676d1,selec-w,medium,EUR,218201.3,,DEU,,,,,,,EUR,218201.3,218201.3,False,12.293177893113821,1,medium,3.0,0,1,0,0,0,0,0,0,0
17c60a49-0c5e-4606-ba9c-4c96f0247739,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,185896-2025,False,32014L0024,DEU,vob-a-eu,2a11dbd4-8f76-411a-9705-8567e40dbe9a,,,EUR,194092.56,EUR,,,,,,,,EUR,194092.56,194092.56,False,12.176095589832846,0,,,1,0,0,0,0,0,0,0,0
d13cb282-7a4e-4029-8aea-666a30583947,,pin-only,,185901-2025,,32014L0024,DEU,vob-a-eu,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,1,0,0,0,0
9ba14384-3bf3-4085-9ee3-0df18e561f3d,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,,185910-2025,False,32009L0081,DEU,vsvgv,24861ea9-2f35-46f2-bb75-4a7878da983b,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
feffddfe-da55-484a-b38a-c6f45c343923,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,185918-2025,False,32014L0024,DEU,vob-a-eu,42214e0c-56e1-4241-946e-fe9af5e5284a,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
b6370fc0-edbb-4fba-8c19-909442c8fc72,none,can-standard,,185927-2025,,32014L0024,DEU,vob-a-eu,ddd4a066-20ca-430b-baa4-a2b26c4f7ce1,selec-w,medium,,,,,,,,,,,EUR,,,False,0.0,1,medium,3.0,0,1,0,0,0,0,0,0,0
35602802-6e56-44e6-8f7a-398db17d6d76,none,can-standard,,185933-2025,,32014L0024,DEU,vob-a-eu,ddd4a066-20ca-430b-baa4-a2b26c4f7ce1,selec-w,small,,,,,,,,,,,EUR,,,False,0.0,1,small,2.0,0,1,0,0,0,0,0,0,0
c99c5ce0-22c3-4f13-b982-b3247927c833,none|none,can-standard,,185934-2025,False,32014L0024,DEU,vgv,3f32932f-8c13-44aa-865d-6b24e1f70ec5,selec-w|selec-w,micro|large,EUR,428899.0,EUR,,,,,,,,EUR,428899.0,428899.0,False,12.968979070504972,2,micro,1.0,0,1,0,0,0,0,0,0,0
a5266b05-aaf0-4f36-8018-50135d0b1932,,can-modif,,185939-2025,,32014L0024,DEU,,0dc7e991-d3a5-4850-88c3-c93e161c9d8f,,,,3458939.37,,,,,,,,,EUR,3458939.37,3458939.37,False,15.05647284868427,0,,,0,0,1,0,0,0,0,0,0
70d20a35-d18b-4234-b155-fe0136a8627a,none|none|none|none|none|none|none,cn-standard,exg-sitn-other|exg-crim-corrpt|exg-crim-part|exg-mis-distortion|exg-mis-bre-env-law|exg-crim-laund|exg-crim-fraud|exg-crim-traffick|exg-sitn-insolvency|exg-mis-bre-lab-law|exg-sitn-liq-admin|exg-mis-misrepresent|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-sanction|exg-mis-bre-soc-law|exg-pmt-bre-ssc|exg-sitn-as-susp|exg-pmt-bre-tax|exg-crim-terror|exg-natl-bre-nat-law,185952-2025,False,32014L0024,DEU,vgv,dcb0e286-f080-47a2-acdb-30b020ac4391,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
7998c921-c072-4859-ba07-330e0c93681d,,can-modif,,185954-2025,,32014L0025,DEU,sektvo,51c33d3a-380a-4a42-8eda-5a4422e2758c,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0,0
6800e768-4e7c-4658-92c3-fe288af12e86,none,cn-standard,misrepresent|bankruptcy|bankr-nat|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,185965-2025,,32014L0025,DEU,sektvo,6800e768-4e7c-4658-92c3-fe288af12e86,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
0ff4a709-0d33-4b0f-a31f-f2e678f34a16,,can-standard,,185970-2025,,32014L0023,DEU,konzvgv,34758a66-c260-4539-974b-f216843524b4,selec-w|selec-w|selec-w|selec-w|selec-w,large,,9258707.0,,,,,,,"['Die vorliegende Bekanntmachung betrifft die Vergabe einer Dienstleistungskonzession (§ 105 Abs. 1 Nr. 2 GWB, §§ 1 ff. KonzVgV), bei der der Schwerpunkt der Beschaffung auf dem Betrieb eines Gigabit-Breitbandnetzes und dem Angebot breitbandiger Telekommunikationsdienste liegt. In diesem Zusammenhang wird auf den Ausnahmetatbestand in § 149 Nr. 8 GWB hingewiesen.']",,EUR,9258707.0,4792500.0,True,16.041075072049853,1,large,4.0,0,1,0,0,0,0,0,0,0
e4210b76-8b60-4d75-b8ac-cf2363f86002,none,cn-standard,exg-natl-bre-nat-law,185971-2025,False,32014L0024,DEU,vgv,211a2481-1d04-4efd-b89e-9481ed5800d2,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
bbe08553-f4fe-409c-8c3d-b577ebf25d70,none,can-standard,,185987-2025,False,32014L0024,DEU,vgv,2c0e0dee-c44c-4d75-8bb7-09127c169276,selec-w,small,,,,,,,,,,,EUR,,,False,0.0,1,small,2.0,0,1,0,0,0,0,0,0,0
93a895d4-a12e-470b-9398-f21e214fbd36,none,can-standard,,185988-2025,False,32014L0024,DEU,vgv,253eb13b-3e07-4712-89e7-d21f74ca0477,selec-w,medium,,,,,,,,,,,EUR,,,False,0.0,1,medium,3.0,0,1,0,0,0,0,0,0,0
956729dd-980a-45ec-81c5-f893d9ff1c86,none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence|nati-ground,185990-2025,False,32014L0024,DEU,vob-a-eu,ffce2028-b23f-4c23-b481-847e121af57c,,,EUR,305791.39,EUR,,,,,,,,EUR,305791.39,305791.39,False,12.63066168662134,0,,,1,0,0,0,0,0,0,0,0
f4a70031-7b13-4450-82c5-5ef79bb4c8be,none,cn-standard,,185995-2025,False,32014L0024,DEU,vob-a-eu,aad53247-4a3d-4c27-b27b-4ccf6a4ea650,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
e042f6cb-f570-4020-883a-38bfa9cd7141,none,cn-standard,exg-natl-bre-nat-law,186002-2025,False,32014L0024,DEU,vob-a-eu,0b7f3515-8feb-49d8-9572-083d99d5a877,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
0be4a530-bb4c-46b5-bbac-7ddc43c5a3d8,none|none,can-standard,,186010-2025,False,32014L0025,DEU,sektvo,b20aec8f-5867-413c-8c80-e76885be3e4b,selec-w|selec-w,medium|medium,,567359.2,,DEU|DEU,,,,,,,EUR,567359.2,567359.2,False,13.248749654377788,2,medium,3.0,0,1,0,0,0,0,0,0,0
1bb549d4-fc6b-47c7-9bb0-72dcf2d758b6,none|none,cn-standard,bankr-nat|corruption|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,186014-2025,False,32014L0024,DEU,vob-a-eu,42c58b65-ebb3-46f0-afcc-ff2cf432f411,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
01958b0d-4f34-46f2-9026-858ab5f71f75,none,cn-standard,nati-ground,186020-2025,,32014L0025,DEU,sektvo,01958b09-0692-4838-be53-7328aa26c8ed,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0
cf27056b-5e2f-48a1-a03d-9572796f6699,none,can-standard,,186030-2025,,32014L0024,DEU,vgv,4dfca424-2b1d-43c5-94c9-7ddd82b534b5,selec-w,medium,,289660.16,EUR,DEU,['/'],technical,,,,,EUR,289660.16,289660.16,False,12.576467105041989,1,medium,3.0,0,1,0,0,0,0,0,0,0
77cb4ff6-2def-4107-ba12-3dfb206aa7e2,none,cn-social,prof-misconduct,186033-2025,,32014L0024,DEU,vgv,ef3a297f-4d4c-4167-a424-8ae97eeed65c,,,,,,,,,,,['Offenes Verfahren gemäß Abschnitt 3 VgV i. V. mit § 15 VgV.'],,EUR,,,False,0.0,0,,,0,0,0,0,0,1,0,0,0
