notice-identifier,total-value-eur,total-value-eur-capped,total-value-eur-log,bidder-count,bidder-size-numeric,notice_is_can-standard,notice_is_cn-standard,notice_is_can-modif,notice_is_pin-cfc-standard,notice_is_can-social,notice_is_pin-cfc-social,notice_is_cn-desg,notice_is_cn-social,notice_is_pin-only,total-value
f1134bd5-0210-43a1-948c-5b83f92fff2c,240096.0,240096.0,12.388798287337448,1,3.0,1,0,0,0,0,0,0,0,0,240096.0
2214e435-0024-40ab-9734-fb3b2927137a,532053.04,532053.04,13.184500342112358,1,3.0,1,0,0,0,0,0,0,0,0,532053.04
4b5d952b-5ddd-439c-8853-3c42e32b670e,7983870.97,7983870.97,15.892934061023219,0,,0,1,0,0,0,0,0,0,0,7983870.97
14916cf9-5fcf-4537-b6bb-9db9652962d1,6800.0,6800.0,8.824824939175638,1,2.0,1,0,0,0,0,0,0,0,0,6800.0
ee9bf829-bd32-4e29-8b0f-b8960b146da6,542000.0,542000.0,13.20302312543853,1,2.5,1,0,0,0,0,0,0,0,0,542000.0
7c34fe54-d314-4bf1-96ec-69fb223da756,1227069.92,1227069.92,14.020140521533724,0,,0,1,0,0,0,0,0,0,0,1227069.92
ee114086-11ef-43ba-bba4-8131435a610a,352531.5,352531.5,12.772898095565992,0,,0,1,0,0,0,0,0,0,0,352531.5
0b11d9e7-316b-4dd5-aaec-c075f58edb5d,1365369.0,1365369.0,14.126936012141519,1,2.5,1,0,0,0,0,0,0,0,0,1365369.0
5d97175c-0d86-4d1d-a65b-3c79d87586a0,21320.0,21320.0,9.967447781495006,1,2.0,1,0,0,0,0,0,0,0,0,21320.0
0853bf3a-6974-49a0-9f64-5380f8c47fa8,68000.0,68000.0,11.127277689932466,1,2.5,1,0,0,0,0,0,0,0,0,68000.0
cb15804b-f55c-441f-b5a0-60221ab13c4c,4800600.0,4800600.0,15.384251676373543,0,,0,1,0,0,0,0,0,0,0,4800600.0
aecb9498-b1c7-4580-b608-1d94245f3b9f,79215.17,79215.17,11.279935723630006,0,,0,1,0,0,0,0,0,0,0,79215.17
76f4574a-7404-4ecf-b1e2-9cf8bd16563b,29684.4,29684.4,10.298410621432923,1,2.0,1,0,0,0,0,0,0,0,0,29684.4
b94cbed1-0f97-4416-8300-2536583c562c,106451.5,106451.5,11.575454155250174,1,1.0,1,0,0,0,0,0,0,0,0,106451.5
12e7b9f6-4978-412a-9b7d-050788bef036,68200.0,68200.0,11.130214506480655,1,4.0,1,0,0,0,0,0,0,0,0,68200.0
d807d7f7-47bc-4d9a-8fab-dbec99f6ffde,602444.59,602444.59,13.308752633215077,0,,0,1,0,0,0,0,0,0,0,602444.59
091d95d2-4dc2-417b-82c1-19724677a4ea,451612.9,451612.9,13.020582890234808,0,,0,1,0,0,0,0,0,0,0,451612.9
43b93e2c-0cde-410a-ba73-ad309ed15fcc,202777.78,202777.78,12.219870910116049,1,2.5,1,0,0,0,0,0,0,0,0,202777.78
9263e0b5-9557-4ed2-95e1-20b5ba206053,280089.0,280089.0,12.54286625907572,0,,0,1,0,0,0,0,0,0,0,280089.0
ce56ac4d-4f39-4c5c-81f2-2d47c98de2db,725660.0,725660.0,13.49483824260674,1,4.0,1,0,0,0,0,0,0,0,0,725660.0
96209dd2-494d-413a-8752-13cb143b313f,618287.72,618287.72,13.334710811809162,1,3.0,1,0,0,0,0,0,0,0,0,618287.72
5c56d7cd-655c-47ca-9d8e-fdc2cb545b5f,308248.92,308248.92,12.638666161496955,1,2.0,1,0,0,0,0,0,0,0,0,308248.92
03248507-edec-4745-ae00-9ea67fe0d6ee,101000.0,101000.0,11.522885696764481,1,2.0,1,0,0,0,0,0,0,0,0,101000.0
a93b6443-ba76-4abb-b4a3-2489ce499944,67900.0,67900.0,11.125806040978839,1,2.0,1,0,0,0,0,0,0,0,0,67900.0
72191451-c1cc-427f-bc08-3f0c229fd31c,21000.0,21000.0,9.952325334619427,0,,0,1,0,0,0,0,0,0,0,21000.0
7be5c7df-4f6a-478f-92fd-d5a107d92b71,360000.0,360000.0,12.793862088206213,0,,0,1,0,0,0,0,0,0,0,360000.0
6b827da5-d01b-45b2-b618-3d9d5d72c462,22180.0,22180.0,10.006991345550789,1,2.0,1,0,0,0,0,0,0,0,0,22180.0
e7b566aa-61fa-4f9e-84f1-65d781883455,1365300.0,1365300.0,14.126885475112331,0,,1,0,0,0,0,0,0,0,0,1365300.0
b4015f4f-542b-4c7b-9a74-c62858c13344,1133763.0,1133763.0,13.941053628736565,1,3.0,1,0,0,0,0,0,0,0,0,1133763.0
88185457-300d-47c0-ac1c-a135b120e9f4,19704.43,19704.43,9.888649511263631,1,2.0,1,0,0,0,0,0,0,0,0,19704.43
cbe7b90d-e397-4eac-8de3-794b76842b19,766095.6,766095.6,13.549063550432148,19,2.5,1,0,0,0,0,0,0,0,0,766095.6
9e42ee59-ab58-4a1e-b5ae-648f398c7fad,480000.0,480000.0,13.081543466215237,0,,0,1,0,0,0,0,0,0,0,480000.0
290d233f-b7db-4f82-9d5b-66fe607b5af2,294029.16,294029.16,12.591437626093347,0,,0,1,0,0,0,0,0,0,0,294029.16
63f50fef-8902-4b2f-9f52-f33d9b1e0efe,4610000.0,4610000.0,15.343738631892547,0,,0,1,0,0,0,0,0,0,0,4610000.0
443e973f-a0f8-4c59-b745-17cf64c14c91,2120700.0,2120700.0,14.567257252369458,0,,0,1,0,0,0,0,0,0,0,2120700.0
4ebb0d64-8464-4c72-a848-327dab8044d5,9210.0,9210.0,9.128153700988236,1,2.0,1,0,0,0,0,0,0,0,0,9210.0
126f4bfb-2ee2-49da-9d4e-ec2af7ebf58c,1287000.0,1287000.0,14.067825263578738,0,,0,1,0,0,0,0,0,0,0,1287000.0
d9848ddc-a738-432f-a2ac-0ccdafa63583,369908.98,369908.98,12.821014957721522,8,3.0,1,0,0,0,0,0,0,0,0,369908.98
e0e482df-9908-4966-932f-81fe4eb32089,15977.12,15977.12,9.678975565340485,1,2.0,1,0,0,0,0,0,0,0,0,15977.12
4e859331-6485-4ab1-a4ac-d9ca7ca65699,145161.29,145161.29,11.885607636898357,0,,0,1,0,0,0,0,0,0,0,145161.29
e7eabe9d-d97e-4bfe-8503-ee3f073eb3e7,66706.0,66706.0,11.108065173923345,0,,0,1,0,0,0,0,0,0,0,66706.0
0d2310f4-9f95-4640-9bc8-086ca12df719,88329.2,88329.2,11.388837343973,0,,0,1,0,0,0,0,0,0,0,88329.2
c0f72e1d-9b22-49f5-ba14-992a1233b5c3,1168125.0,1168125.0,13.970911313264365,1,2.0,1,0,0,0,0,0,0,0,0,1168125.0
8a853bf7-e299-4dbd-9594-c51d2b720ee0,1066612.27,1066612.27,13.879999018473834,0,,0,1,0,0,0,0,0,0,0,1066612.27
8560cae1-6e37-45da-bd91-a5e70b6d5443,64000.0,64000.0,11.06665398721974,1,2.0,1,0,0,0,0,0,0,0,0,64000.0
d236bbdc-3953-4cc9-8a2f-e6da01f41334,81811.8,81811.8,11.312188989566847,0,,0,1,0,0,0,0,0,0,0,81811.8
2ac54c7f-0ade-435b-85e3-676d0db065f1,103705.2,103705.2,11.549317180279962,0,,0,1,0,0,0,0,0,0,0,103705.2
6d6e4019-1bcd-4cb5-8f59-61479951ce33,564316.15,564316.15,13.24337169513107,1,2.5,1,0,0,0,0,0,0,0,0,564316.15
27dfeeb9-6342-4bd0-931d-e728c72a068f,144900.0,144900.0,11.88380602959621,1,2.0,1,0,0,0,0,0,0,0,0,144900.0
67e2d7e1-9a4a-48bd-acbd-6af3d8d68dc6,25996.0,25996.0,10.165736425730918,1,2.0,1,0,0,0,0,0,0,0,0,25996.0
68731f02-2e5b-45bb-960d-f48b698d6cbd,1198232.44,1198232.44,13.996358896771987,0,,0,0,0,0,0,0,0,1,0,1198232.44
be4df973-ba6d-45a5-a9bc-3d4c053ef81e,286431.28,286431.28,12.565257417214596,0,,0,1,0,0,0,0,0,0,0,286431.28
a4691810-8e42-4571-bdfe-dd830e3d3a39,2153.0,2153.0,7.675081857716334,1,2.0,1,0,0,0,0,0,0,0,0,2153.0
49991298-5a5e-481f-acdd-77ecc7be313a,218972.09,218972.09,12.296704124536348,2,3.0,1,0,0,0,0,0,0,0,0,218972.09
270d75f5-b41e-4385-b32e-05f239eb01aa,1964196.8,1964196.8,14.490594475656309,1,4.0,1,0,0,0,0,0,0,0,0,1964196.8
816a60a4-a1ac-4f6c-86c5-a735eeac4fa0,1252563.33,1252563.33,14.040703471899656,0,,0,0,1,0,0,0,0,0,0,1252563.33
604f46b5-60a0-44b5-a40b-1a39083278e2,486162.5,486162.5,13.09430026605928,1,2.0,1,0,0,0,0,0,0,0,0,486162.5
913265de-28e3-4087-a71a-ca34390b1419,363790.0,363790.0,12.804334805892639,0,,0,1,0,0,0,0,0,0,0,363790.0
7b2ccd95-e14c-4515-aafd-e26bf69a8e55,832390.0,832390.0,13.632057561333603,0,,0,1,0,0,0,0,0,0,0,832390.0
ba722870-be8b-4892-b2ec-7cebc625a2ac,243463667.0,9312578.711999994,19.31047828196219,0,,0,0,0,0,0,0,0,0,1,243463667.0
c8bca22b-d756-48eb-b1de-f2c0dd1ff475,272000.0,272000.0,12.513561021741964,1,2.0,1,0,0,0,0,0,0,0,0,272000.0
b61efaff-cc93-467c-8154-b59df29b5ae1,230135.42,230135.42,12.346427542507783,10,2.0,1,0,0,0,0,0,0,0,0,230135.42
ca8490e3-ce1d-443c-8b10-a19a7bc5dfe3,1173061.39,1173061.39,13.975128314626957,0,,0,1,0,0,0,0,0,0,0,1173061.39
cdcfa3ac-a430-448a-af8c-b34bf1b60025,448579.8,448579.8,13.013844100330639,0,,0,1,0,0,0,0,0,0,0,448579.8
96c42413-4d87-40ee-aacf-c6f10195a744,593548.39,593548.39,13.293875707766553,0,,0,0,1,0,0,0,0,0,0,593548.39
4ba4fcae-969d-46b6-988a-d080787f6b01,609970.0,609970.0,13.32116669403578,1,2.5,1,0,0,0,0,0,0,0,0,609970.0
f297f2a0-87ff-42dd-9b7b-5c4b1e7374b7,319176.0,319176.0,12.67350108682385,1,2.5,1,0,0,0,0,0,0,0,0,319176.0
d33228eb-d822-42ca-a3d5-81855eda3307,118000.0,118000.0,11.678448377988165,1,2.0,1,0,0,0,0,0,0,0,0,118000.0
2580386c-ba64-41f6-bcb3-b3b2c17b8efa,101622.6,101622.6,11.529031070617458,0,,0,1,0,0,0,0,0,0,0,101622.6
25445bfc-3294-4ee6-9060-2d64fa5e81ce,295427.2,295427.2,12.596181108300968,1,3.0,1,0,0,0,0,0,0,0,0,295427.2
3214ef47-f375-45a7-9774-1de1d3909181,1500000.0,1500000.0,14.220976332738882,0,,0,1,0,0,0,0,0,0,0,1500000.0
737a1117-c853-416e-a0a6-a18a53c61000,22451290.0,9312578.711999994,16.926858676067084,1,4.0,1,0,0,0,0,0,0,0,0,22451290.0
4b43631b-de1d-45c3-b15e-4955747f47f8,358135.0,358135.0,12.788668081511714,1,2.0,1,0,0,0,0,0,0,0,0,358135.0
6a0cd37d-e397-463d-b5c3-635242105e28,2496790.0,2496790.0,14.730516865318304,0,,0,1,0,0,0,0,0,0,0,2496790.0
6e0691fc-250c-4128-a5ca-2d2a7fa079e8,227500.0,227500.0,12.334909912967877,1,2.5,1,0,0,0,0,0,0,0,0,227500.0
7c2fa64a-6f3c-4563-ad40-97a5e88b4455,1470156.48,1470156.48,14.200880082268691,1,3.0,1,0,0,0,0,0,0,0,0,1470156.48
5c374746-d8a8-4bdf-849d-5566e4c081de,22121728.39,9312578.711999994,16.912070913750405,1,3.0,1,0,0,0,0,0,0,0,0,22121728.39
b56fe95e-74c0-439b-8cc8-cd8856889dc2,104396844.35,9312578.711999994,18.46371001600225,7,2.0,1,0,0,0,0,0,0,0,0,104396844.35
8c8ba8b1-edab-4a1f-b55d-4a8003b59e01,10368000.0,9312578.711999994,16.154234794024806,0,,0,1,0,0,0,0,0,0,0,10368000.0
e1a2c8c5-86f2-4188-8430-b56fe2c826d4,684000.0,684000.0,13.435714658591923,0,,0,1,0,0,0,0,0,0,0,684000.0
ddc7d205-c425-4ccc-9c9b-2e20bf411fe7,54890.0,54890.0,10.913104679632676,1,2.0,1,0,0,0,0,0,0,0,0,54890.0
a7069730-392d-4bee-99ea-59af3614e2df,36640.0,36640.0,10.50892311099205,1,2.0,1,0,0,0,0,0,0,0,0,36640.0
d7417444-a3a1-453d-839d-f189b835148e,2000000.0,2000000.0,14.508658238524095,1,2.5,1,0,0,0,0,0,0,0,0,2000000.0
76ccc255-49ad-4fd3-b7d8-ddcfc3dab1a2,50780.0,50780.0,10.835277547857206,1,2.0,1,0,0,0,0,0,0,0,0,50780.0
6a4fecdf-14eb-4864-8770-c7aa15a3e3c9,108800.0,108800.0,11.597275804538212,0,,0,1,0,0,0,0,0,0,0,108800.0
7e94ac69-5a0f-4006-8d7f-eef5a79b51f0,79215.17,79215.17,11.279935723630006,0,,0,1,0,0,0,0,0,0,0,79215.17
2e8d4290-6b9e-4ec1-8503-6aa7ce066eac,18850.0,18850.0,9.844321241866913,1,2.0,1,0,0,0,0,0,0,0,0,18850.0
9fc91e5f-cb48-4beb-92dc-6ed6bd714f8c,5914080.0,5914080.0,15.592846675614597,1,3.0,1,0,0,0,0,0,0,0,0,5914080.0
387b7b77-7aaa-41bd-9b51-03409e0ef3fa,152258.06,152258.06,11.933338691190812,0,,0,1,0,0,0,0,0,0,0,152258.06
9eadc573-99e5-4dbf-b0ae-60f9adc5e821,625350.0,625350.0,13.346068371080275,0,,0,1,0,0,0,0,0,0,0,625350.0
661d491c-35c4-4763-bf14-611028b74c4f,381712.0,381712.0,12.852424296314215,1,3.0,1,0,0,0,0,0,0,0,0,381712.0
21c6d65e-4ee7-4d88-b1e3-5a3f2c98d5a3,455400.0,455400.0,13.028933628481127,0,,0,1,0,0,0,0,0,0,0,455400.0
1639c87b-407d-49dc-b856-613b62235a70,19500.0,19500.0,9.87822102528824,1,2.0,1,0,0,0,0,0,0,0,0,19500.0
b8fe8ef7-2ed1-426f-9828-d5981cb0edf2,867596.8,867596.8,13.67348352220089,1,3.0,1,0,0,0,0,0,0,0,0,867596.8
2932acf3-73f3-43fe-ac47-62551b6a7b58,604838.71,604838.71,13.312718759760847,0,,0,1,0,0,0,0,0,0,0,604838.71
4bee219c-ec45-42a5-a2c9-6ac447a09973,9387414.52,9312578.711999994,16.05488057581297,0,,0,0,1,0,0,0,0,0,0,9387414.52
6a60c8a9-9a09-45dc-b67f-067233bdc1c2,2000000.0,2000000.0,14.508658238524095,1,2.5,1,0,0,0,0,0,0,0,0,2000000.0
56accd0a-5b42-4fe0-9a05-a5af62448873,292010.71,292010.71,12.584549183186052,1,2.5,1,0,0,0,0,0,0,0,0,292010.71
8af199e3-023b-4886-89f3-54631a54f5eb,4704000.0,4704000.0,15.36392398114561,0,,0,1,0,0,0,0,0,0,0,4704000.0
c98a4bbe-1a50-42cf-8d50-f28b07410552,41500.0,41500.0,10.633472802314019,1,2.0,1,0,0,0,0,0,0,0,0,41500.0
ffeb80c3-a34f-4bcb-8888-636d95e4148c,660249.25,660249.25,13.40037420880376,1,2.5,1,0,0,0,0,0,0,0,0,660249.25
a219059f-1b1b-46fb-b092-66eb0cdddd9a,313009.57,313009.57,12.653992238920148,0,,0,1,0,0,0,0,0,0,0,313009.57
c207eb47-8855-440e-b219-b58fe4828f34,140438.8,140438.8,11.852534206185656,3,3.0,1,0,0,0,0,0,0,0,0,140438.8
4ca401cd-2a40-4c79-b266-e54c789a2654,12643067.0,9312578.711999994,16.35261963874987,4,2.5,1,0,0,0,0,0,0,0,0,12643067.0
f4a9c433-317e-4b48-bff5-7265c58a7680,178500.0,178500.0,12.092349482427034,2,2.5,1,0,0,0,0,0,0,0,0,178500.0
a029cb7b-fbe3-4e13-82bd-9f8b171aa041,2000000.0,2000000.0,14.508658238524095,1,4.0,1,0,0,0,0,0,0,0,0,2000000.0
b1041cfa-08bb-49d4-a69f-1ac11cf7da4c,328060.0,328060.0,12.700954845684716,2,2.5,1,0,0,0,0,0,0,0,0,328060.0
59643554-38ce-4227-aa55-00b8dca6feb5,280000.0,280000.0,12.54254845357358,0,,0,1,0,0,0,0,0,0,0,280000.0
2c949c05-9395-4c99-a632-73997ee14915,52000.0,52000.0,10.859018228147887,1,2.0,1,0,0,0,0,0,0,0,0,52000.0
8a8937b3-d4c3-46ea-9225-02a2aff5a025,499100.0,499100.0,13.120563759062184,1,2.0,1,0,0,0,0,0,0,0,0,499100.0
a7d223e5-2c0d-4adb-a71f-2d65141f2f2e,169950.0,169950.0,12.043265439190504,1,2.5,1,0,0,0,0,0,0,0,0,169950.0
e9f2cdd2-85ec-421b-8919-5d44e946f3de,4660.0,4660.0,8.446985296372741,1,2.0,1,0,0,0,0,0,0,0,0,4660.0
6a37d8b0-0dfa-4573-acd1-36564f340df3,1000.0,1000.0,6.90875477931522,1,2.0,1,0,0,0,0,0,0,0,0,1000.0
531db2a6-d10e-4542-a2a1-f27a036c2684,12840.0,12840.0,9.460398455831275,1,2.0,1,0,0,0,0,0,0,0,0,12840.0
9a747514-3b5a-47f7-9e76-06a72199b52c,2851682.01,2851682.01,14.863419907775272,5,2.5,1,0,0,0,0,0,0,0,0,2851682.01
d14954c4-4c1a-4fa4-8376-9941e799ff11,537510.0,537510.0,13.194704503890826,0,,0,0,1,0,0,0,0,0,0,537510.0
1f330273-2f0b-4c6d-99de-fb2068fa3fb1,84000.0,84000.0,11.338583982516495,1,3.0,1,0,0,0,0,0,0,0,0,84000.0
7f929253-4e4d-4f29-a169-5ff52f82b7d5,3145161.29,3145161.29,14.961376049329033,0,,0,1,0,0,0,0,0,0,0,3145161.29
94138a5c-f329-45c7-b9de-b29928c5584b,235000.0,235000.0,12.367345048436391,1,2.0,1,0,0,0,0,0,0,0,0,235000.0
c2bb6c47-c832-46c7-b9c0-2d21fcdb2c9c,5499.0,5499.0,8.612503371220562,1,2.0,1,0,0,0,0,0,0,0,0,5499.0
5042f859-b477-4f4c-b206-127f5e225be9,176900.0,176900.0,12.083345533043149,1,2.5,1,0,0,0,0,0,0,0,0,176900.0
2bb1dc2b-ca64-4dfd-9fb7-60ecda7a09ad,260000.0,260000.0,12.468440756144114,0,,0,1,0,0,0,0,0,0,0,260000.0
e0be6948-c527-4899-8cb0-89539cb56957,600525.0,600525.0,13.305561216817166,0,,0,1,0,0,0,0,0,0,0,600525.0
32b3c220-50eb-40fc-a9fc-556f4811f6c6,73350.0,73350.0,11.203011416743363,1,2.0,1,0,0,0,0,0,0,0,0,73350.0
d61fd090-6996-46f9-903d-a59dee1000eb,1877550.0,1877550.0,14.445478826033122,2,4.0,1,0,0,0,0,0,0,0,0,1877550.0
776f5936-cfc4-4376-9c76-f3054baacebc,11900.0,11900.0,9.38437770918244,1,2.0,1,0,0,0,0,0,0,0,0,11900.0
9264570e-af8e-4177-ac9e-c729fa5c86cc,400000.0,400000.0,12.899222326086994,0,,0,1,0,0,0,0,0,0,0,400000.0
8c2360cf-a06b-49b8-b540-288bf51cdba9,3900.0,3900.0,8.268988209506656,1,2.0,1,0,0,0,0,0,0,0,0,3900.0
b8904c25-4680-46ea-bab7-7e6978cb2972,10176991.15,9312578.711999994,16.135640058826617,0,,0,1,0,0,0,0,0,0,0,10176991.15
a6ae9dcf-9f6e-4fb8-8ac4-f40b3b22d143,28750.0,28750.0,10.266427828229292,1,2.0,1,0,0,0,0,0,0,0,0,28750.0
e3da4a9e-9d45-4025-b2cf-f4a33d66e0f4,106750.0,106750.0,11.578254298728494,1,2.0,1,0,0,0,0,0,0,0,0,106750.0
53a467e1-f81c-4b2b-907e-26691b1feb04,14190.0,14190.0,9.560363239834537,1,2.0,1,0,0,0,0,0,0,0,0,14190.0
c594e316-0569-4e7a-9a37-e68e6938db5c,14048.0,14048.0,9.550306497851652,0,,0,0,1,0,0,0,0,0,0,14048.0
4eabdd75-77d4-41e4-b2fc-ded32ad8ef1f,49337.77,49337.77,10.806465460708973,1,2.0,1,0,0,0,0,0,0,0,0,49337.77
5e52c998-4bc2-4da4-a365-9529aec608c1,4639071.0,4639071.0,15.35002490419977,1,2.5,1,0,0,0,0,0,0,0,0,4639071.0
877c7511-ac02-4764-b401-228466e1d7c1,155887.23,155887.23,11.956894555082282,0,,0,1,0,0,0,0,0,0,0,155887.23
617491f7-f471-461e-a949-04b31a3e6da7,282258.06,282258.06,12.550580580699574,0,,0,1,0,0,0,0,0,0,0,282258.06
88e337ea-ecd7-47b5-8798-6f63e8fc3319,980.0,980.0,6.8885724595653635,1,2.0,1,0,0,0,0,0,0,0,0,980.0
47f13aa1-1699-4019-b07f-4c5ff0c93abc,380973.74,380973.74,12.850488352698349,0,,0,1,0,0,0,0,0,0,0,380973.74
dcac6af2-fefb-415e-87b5-18d84a90f2e9,19032600.0,9312578.711999994,16.761663908860626,1,3.0,1,0,0,0,0,0,0,0,0,19032600.0
872e6052-8555-49d4-b9ae-77f1185cbd29,600000.0,600000.0,13.304686600863562,0,,0,1,0,0,0,0,0,0,0,600000.0
22b00c4b-a751-4819-bd48-bd1a420d1851,343340.0,343340.0,12.746479401385484,0,,0,1,0,0,0,0,0,0,0,343340.0
b3470098-ead0-4da6-9b2a-6829d69c380e,456020.0,456020.0,13.030294140067712,6,4.0,1,0,0,0,0,0,0,0,0,456020.0
7ce15463-20e3-4118-a93d-6b8c1c5a7488,225000.0,225000.0,12.323860125621126,0,,0,1,0,0,0,0,0,0,0,225000.0
06db53ea-8724-41d3-a4ad-b14af1eb0489,20667.0,20667.0,9.936341889407075,1,2.0,1,0,0,0,0,0,0,0,0,20667.0
20c1b9d1-265e-434b-8a16-09afa10281a0,1205806.4,1205806.4,14.002659942023088,0,,0,1,0,0,0,0,0,0,0,1205806.4
e48cd66a-afd6-4bed-b264-49283a1de16a,2549184.0,2549184.0,14.751284258206,0,,0,1,0,0,0,0,0,0,0,2549184.0
df4074ce-c8a9-4889-b3f0-4fc8ff1fcc93,36718.0,36718.0,10.511049611248131,0,,0,0,1,0,0,0,0,0,0,36718.0
c6d0a697-bed9-44e2-8db8-7771a64c7193,226415.09,226415.09,12.330129691690484,0,,0,1,0,0,0,0,0,0,0,226415.09
ea87190c-6d08-41eb-8b51-d7d677b7ad82,2976572.4,2976572.4,14.906283331106911,2,3.0,1,0,0,0,0,0,0,0,0,2976572.4
0369595b-7fd0-4ad2-ae86-50df5455a9ee,209340.0,209340.0,12.251719780315398,0,,0,1,0,0,0,0,0,0,0,209340.0
26b9bf83-d2c9-4143-8617-a2f532d43750,45411.0,45411.0,10.723531666284424,1,2.0,1,0,0,0,0,0,0,0,0,45411.0
f67692fa-14c2-43cb-b5f2-024dcf550373,569032.26,569032.26,13.251694164827198,0,,0,1,0,0,0,0,0,0,0,569032.26
7c596aa4-8370-4a1e-95ae-83a650e7ae38,28926.0,28926.0,10.272530694010324,1,2.0,1,0,0,0,0,0,0,0,0,28926.0
c45ac1ba-005c-4ae9-9d8f-257ebdadcaba,5330400.0,5330400.0,15.488937027833629,1,4.0,1,0,0,0,0,0,0,0,0,5330400.0
0674a66e-d831-48ad-a242-bb97c30ae939,8000.0,8000.0,8.987321812850125,1,2.0,1,0,0,0,0,0,0,0,0,8000.0
5bc059e0-254c-4911-a55b-59f223d1137c,52000.0,52000.0,10.859018228147887,1,2.5,1,0,0,0,0,0,0,0,0,52000.0
2c789518-2556-4b1a-a446-bf77a50d8394,71500.0,71500.0,11.177466714598282,1,2.0,1,0,0,0,0,0,0,0,0,71500.0
54d70f16-0cfa-4c3f-8fa5-db199493aca9,27800.0,27800.0,10.2328272702548,1,2.0,1,0,0,0,0,0,0,0,0,27800.0
a57764b8-7fcc-467a-8b5a-d5d173abba9a,1620000.0,1620000.0,14.297937324492327,0,,0,1,0,0,0,0,0,0,0,1620000.0
9ee6a112-c196-4cc1-ae9e-ffe32cc3e6d3,740.0,740.0,6.608000625296087,1,2.0,1,0,0,0,0,0,0,0,0,740.0
9052c3d4-e59d-403b-a753-7f84612353c7,2120700.0,2120700.0,14.567257252369458,0,,0,1,0,0,0,0,0,0,0,2120700.0
550b549a-9a35-467f-b942-6bec8cd6891e,8000.0,8000.0,8.987321812850125,1,2.0,1,0,0,0,0,0,0,0,0,8000.0
83de04a4-7ea7-4490-adba-99b9202c31ca,66300.0,66300.0,11.101960259016467,1,2.0,1,0,0,0,0,0,0,0,0,66300.0
5e8dc184-fec3-4009-81db-332e306e10e3,25656123.38,9312578.711999994,17.06029286833215,0,,0,1,0,0,0,0,0,0,0,25656123.38
e092546c-a4d2-4271-8602-29c8e19ae5cf,3351612.0,3351612.0,15.024952280458226,2,3.0,1,0,0,0,0,0,0,0,0,3351612.0
ce2cda82-89e3-41a8-8afc-ccc56664ac15,6000.0,6000.0,8.699681400989514,1,2.0,1,0,0,0,0,0,0,0,0,6000.0
461ddccc-4944-4fa3-84a5-01dda94a6dad,3306032.69,3306032.69,15.011259747873796,0,,0,1,0,0,0,0,0,0,0,3306032.69
0fb81d18-4e7d-4ae6-afa0-e320a3abe342,584688.0,584688.0,13.278835360920263,0,,0,1,0,0,0,0,0,0,0,584688.0
f9113ed4-ada0-4519-a13f-38004229380c,26253.0,26253.0,10.175573637363353,1,2.0,1,0,0,0,0,0,0,0,0,26253.0
abcbe74f-7df6-4ffe-a200-8b758e6666db,942212.09,942212.09,13.755986738167916,1,3.0,1,0,0,0,0,0,0,0,0,942212.09
1c2a0e83-3f19-4cca-9d9e-d05bcf46ae43,299905.0,299905.0,12.611224371205859,0,,0,1,0,0,0,0,0,0,0,299905.0
e6dc1696-b4e9-4228-8ee5-8647c5dfbe6d,380788.5,380788.5,12.85000200798978,0,,0,0,1,0,0,0,0,0,0,380788.5
b8b56a5a-c864-45df-8592-30461bc3024b,3360000.0,3360000.0,15.027451829558391,0,,0,1,0,0,0,0,0,0,0,3360000.0
666cbf77-ddb9-4f3a-aa26-99e0bbe05fa6,500000.0,500000.0,13.122365377402328,0,,0,1,0,0,0,0,0,0,0,500000.0
fb739774-bb58-44c6-9b7d-d3a8692ff485,1733149.78,1733149.78,14.365451570106318,1,4.0,1,0,0,0,0,0,0,0,0,1733149.78
25d94bbb-34b8-4e4f-a846-623413e3615e,99800.0,99800.0,11.510933482289435,1,2.0,1,0,0,0,0,0,0,0,0,99800.0
252078bd-6cc9-4d83-9b63-0911595e35e6,19300.0,19300.0,9.867912187022208,1,2.0,1,0,0,0,0,0,0,0,0,19300.0
cc96f1a4-da05-4b3a-bfb8-143270188d4d,594498.72,594498.72,13.295475524128843,0,,0,1,0,0,0,0,0,0,0,594498.72
13f6961f-5e27-4853-b83d-75ead15cc392,1305000.0,1305000.0,14.081714365022162,0,,0,1,0,0,0,0,0,0,0,1305000.0
2097017d-d536-4a97-9a75-ca214ebfad7e,805200.0,805200.0,13.598847214674473,0,,0,1,0,0,0,0,0,0,0,805200.0
b9815b82-b3d8-424d-bcc7-402a4bc2f44d,5240.0,5240.0,8.564267598802166,1,2.0,1,0,0,0,0,0,0,0,0,5240.0
385aa8b7-4212-4228-8ed2-51a583ab1a6c,7557.87,7557.87,8.93047698710222,1,2.0,1,0,0,0,0,0,0,0,0,7557.87
4451717f-629a-427f-903b-dfcd7c42ccb8,484900.0,484900.0,13.0917000253722,1,2.0,1,0,0,0,0,0,0,0,0,484900.0
46a4cf44-f766-4574-87d8-eb931a0dcdcf,42400.0,42400.0,10.65492722584759,1,2.0,1,0,0,0,0,0,0,0,0,42400.0
33c5e9e1-b2a2-4d39-8982-46e1ed45cd98,35633.46,35633.46,10.48106842618007,1,2.0,1,0,0,0,0,0,0,0,0,35633.46
3e1c77f4-04bf-4a64-804d-b6c8bc20207e,1460000.0,1460000.0,14.19394767861579,1,3.0,1,0,0,0,0,0,0,0,0,1460000.0
