notice-identifier,total-value-eur,total-value-eur-capped,total-value-eur-log,bidder-count,bidder-size-numeric,notice_is_cn-standard,notice_is_can-standard,notice_is_can-modif,notice_is_can-social,notice_is_veat,notice_is_pin-only,notice_is_pin-rtl,notice_is_cn-social,total-value
dd3b7b15-cb63-4269-974a-a1f2ce30f6fa,1975799472.41,23506828.500000007,21.404238950054722,0,,0,0,1,0,0,0,0,0,1975799472.41
d8b09300-0b8e-4fbb-89c1-23a4a496df6d,41277.67,41277.67,10.628101180644153,4,1.0,0,1,0,0,0,0,0,0,41277.67
59d08d03-fded-4779-872f-2706eee76cd9,1815705.59,1815705.59,14.411985255706377,1,3.0,0,1,0,0,0,0,0,0,1815705.59
00849eef-6619-4cca-852a-c305cc971dec,1996304.75,1996304.75,14.506808905485205,3,3.0,0,1,0,0,0,0,0,0,1996304.75
ea82fa8c-a4ff-4c71-bc4c-f7b7011c8985,426512.0,426512.0,12.96339812610585,0,,0,1,0,0,0,0,0,0,426512.0
ebf9dc90-def6-4f69-97f4-df7f213afb8f,194700.0,194700.0,12.179220327453931,0,,0,1,0,0,0,0,0,0,194700.0
0f27d829-69cc-4842-a6b7-047ca99fe231,5971805.13,5971805.13,15.602559973952859,1,2.5,0,1,0,0,0,0,0,0,5971805.13
a0e1634e-1d5f-4456-8c7d-1acca1258669,268765.4,268765.4,12.50159787981798,19,2.0,0,1,0,0,0,0,0,0,268765.4
e292df27-5c3b-4768-b07c-bdf73de49583,1096130.8,1096130.8,13.90729799473444,1,2.0,0,1,0,0,0,0,0,0,1096130.8
a210e0c9-28d6-4551-b938-3c9df88dd611,81978975.0,23506828.500000007,18.221973382111027,0,,1,0,0,0,0,0,0,0,2102025000.0
819c2516-22c4-4706-b82f-9ac682bbdc54,355498.0,355498.0,12.781277715281954,0,,0,0,0,0,1,0,0,0,355498.0
e4980c78-94d2-48df-8c7e-b0b7b7c94f44,554644.70997,554644.70997,13.226084828475395,7,2.5,0,1,0,0,0,0,0,0,14221659.23
7b88d5de-05b6-4a5e-b3de-396be8806d3d,1657100.0,1657100.0,14.320580248081585,0,,0,1,0,0,0,0,0,0,1657100.0
df3c17b7-ab30-4619-8aba-705ee2fc246e,750000.0,750000.0,13.527829818844937,0,,0,1,0,0,0,0,0,0,750000.0
004f69f6-3ee5-4eac-a198-2f8d8fea04ed,15360000.0,15360000.0,16.547277350787965,0,,0,1,0,0,0,0,0,0,15360000.0
944184ac-47f9-44bf-9a45-b31cf46aef94,151372.0,151372.0,11.927502268546807,1,2.0,0,1,0,0,0,0,0,0,151372.0
e4c8b210-dd44-42e8-900c-facfcb71eb7f,104550.9,104550.9,11.557438877814558,1,1.0,0,1,0,0,0,0,0,0,104550.9
21342db8-6705-47c4-bd04-cb0bd70d8c02,672000.0,672000.0,13.418015107599418,0,,1,0,0,0,0,0,0,0,672000.0
c2a68ff7-a2de-4853-a56f-c3675ffe34f7,7223.385,7223.385,8.885217388250359,1,2.5,0,1,0,0,0,0,0,0,185215.0
49131c85-97c5-43d4-864f-df7a3b534f9f,396694.0,396694.0,12.890923002440132,0,,1,0,0,0,0,0,0,0,396694.0
7211cda6-910e-4e78-b980-53088d1daac2,835200.0,835200.0,13.635427693427802,0,,1,0,0,0,0,0,0,0,9600000.0
e2071378-7a1a-4ed4-b094-118fb81cec08,558000.0,558000.0,13.232116033476537,1,3.0,0,1,0,0,0,0,0,0,558000.0
cace8728-bdf0-400e-afdd-4bf112cacf13,434999.99999999994,434999.99999999994,12.983103608918753,0,,1,0,0,0,0,0,0,0,5000000.0
8031e625-048e-4c36-92c2-cf7bb6d21f65,1249105.63,1249105.63,14.037939157761546,1,3.0,0,1,0,0,0,0,0,0,1249105.63
29e8cfce-376a-40e2-93b5-e3449cda0aab,5000000.0,5000000.0,15.424948670398354,0,,1,0,0,0,0,0,0,0,5000000.0
0615836b-eb11-40a8-b7b6-0a5c0108508d,494147.35,494147.35,13.110591054731671,1,4.0,0,1,0,0,0,0,0,0,494147.35
835cdf33-f616-4ac4-8e33-bdcd828a40a7,348000.0,348000.0,12.759960632315702,0,,0,1,0,0,0,0,0,0,4000000.0
9f55dc6b-ab3d-4ff8-afe4-0ab301928e21,0.0,0.0,0.0,1,4.0,0,1,0,0,0,0,0,0,0.0
d4064894-b991-4741-8cf3-f9baad21d328,78460.86495,78460.86495,11.27036798891771,1,2.5,0,1,0,0,0,0,0,0,2011817.05
c9cca1f2-e5e7-4395-a1e2-e7a9d0b610fd,130578.51,130578.51,11.779737592244688,1,2.5,0,1,0,0,0,0,0,0,130578.51
9c8f9f2f-8331-4880-b092-b16d1547d58a,93600.0,93600.0,11.446796346169297,0,,1,0,0,0,0,0,0,0,2400000.0
de72d222-faad-444c-a0ac-d759e1928abc,933658437.25,23506828.500000007,20.65462123150423,34,2.0,0,1,0,0,0,0,0,0,933658437.25
3a138d21-8004-4565-ad9c-ef9f533013e3,5276569.11,5276569.11,15.478786844221913,1,2.0,0,1,0,0,0,0,0,0,5276569.11
43937311-2849-4f28-9c3d-becd00c7e0d0,1550000.0,1550000.0,14.253766134056512,0,,0,1,0,0,0,0,0,0,1550000.0
59420ab1-99a5-45c0-88a5-7945538c8ea7,535046.48,535046.48,13.190110769603853,0,,0,1,0,0,0,0,0,0,535046.48
ae6f0a1e-a641-4518-b77d-b099f23b105b,86694.27,86694.27,11.37015460534038,1,2.5,0,1,0,0,0,0,0,0,2222930.0
2d55c992-b54e-4dd5-b229-fc45ba99b72d,74100.0,74100.0,11.21318430646977,1,2.5,0,1,0,0,0,0,0,0,1900000.0
0c4c4fbd-42ac-42e0-abb4-3d2d1cd9b5cc,0.0,0.0,0.0,1,4.0,0,1,0,0,0,0,0,0,0.0
c49ad78a-07f2-4757-88c4-7138744a6e02,3869999.9999999995,3869999.9999999995,15.168765323403864,0,,1,0,0,0,0,0,0,0,45000000.0
145f33ba-6912-46d5-af1b-ef721ddc3646,218000.0,218000.0,12.292254928916668,1,2.5,0,1,0,0,0,0,0,0,218000.0
61d9a401-d1f9-4d43-8130-99e9ade2462b,1794000.0,1794000.0,14.399958879014324,0,,1,0,0,0,0,0,0,0,46000000.0
d8db587d-34a2-4d3c-aee9-9d99baf88a7c,302200.0,302200.0,12.618847637882144,0,,1,0,0,0,0,0,0,0,302200.0
d1598da9-4243-4e13-a976-0479b13df1a4,153810.0,153810.0,11.94347985495258,1,4.0,0,1,0,0,0,0,0,0,153810.0
9cdfaed7-7725-4735-bc2f-3cb79b4e9667,810000.0,810000.0,13.60479076121576,0,,1,0,0,0,0,0,0,0,810000.0
86056954-7119-4a47-9528-cebb79521bb1,3000000.0,3000000.0,14.914123179965662,0,,1,0,0,0,0,0,0,0,3000000.0
e7176c62-ec89-462e-9327-e0a739afb4bb,19609.8,19609.8,9.883835713870772,0,,1,0,0,0,0,0,0,0,85260.0
b9f4155c-5e35-4ec1-a52a-9a9a6704110d,234428.0,234428.0,12.36490804916881,1,4.0,0,1,0,0,0,0,0,0,234428.0
26b36919-649c-4812-b4f3-a8c9accf53cf,2080000.0,2080000.0,14.547878932446617,0,,0,1,0,0,0,0,0,0,16000000.0
e0c759f2-e307-4c3c-953a-af354a9b9bea,442769.58,442769.58,13.000807036778253,0,,1,0,0,0,0,0,0,0,442769.58
7b3b3596-08b1-4bd5-9b64-1403c8faed2f,374079.4,374079.4,12.83222602655526,6,4.0,0,1,0,0,0,0,0,0,374079.4
f47f5105-4ee6-49c5-9ac3-89f3868f0a3b,480000.0,480000.0,13.081543466215237,0,,1,0,0,0,0,0,0,0,480000.0
b065462d-0684-4238-8b66-5802a39c9ae7,9260000.0,9260000.0,16.041214714613716,0,,0,1,0,0,0,0,0,0,9260000.0
9d03bb5e-f458-413c-8142-55ef1c63c5b9,529318.7,529318.7,13.17934787612192,1,4.0,0,1,0,0,0,0,0,0,529318.7
8a2de0b8-5a3d-4ce6-b196-b78ddaf023a0,385200.0,385200.0,12.861520554956735,0,,1,0,0,0,0,0,0,0,385200.0
c060828b-95dd-4d94-915a-25932e013a08,2551767.74,2551767.74,14.7522973002184,0,,0,0,1,0,0,0,0,0,2551767.74
a52090bc-0e5d-4727-bc27-42bdaf947bd9,184997714.16,23506828.500000007,19.035854032479843,0,,0,0,1,0,0,0,0,0,184997714.16
6d1c52f1-428e-452c-8d3c-0cdf96924b5e,302000.0,302000.0,12.618185607609803,1,4.0,0,1,0,0,0,0,0,0,302000.0
0005e2f0-a85d-4cbc-8a10-dcb7196a1344,743000.0,743000.0,13.51845266959401,0,,1,0,0,0,0,0,0,0,743000.0
202d635a-34ac-48b1-90f7-f4aa1586ca42,2609425.0,2609425.0,14.774640831740538,1,2.5,0,1,0,0,0,0,0,0,2609425.0
77190ee6-20c1-4ffc-8d9a-2d1752335bd1,302500.0,302500.0,12.619839862232693,0,,0,0,1,0,0,0,0,0,302500.0
17c9be8a-3e4a-479f-bc6f-31c47733a07e,264150.5322,264150.5322,12.484278203067785,2,3.0,0,1,0,0,0,0,0,0,517942.22
84a4e7da-d9ab-4700-8609-cc0bc028aca1,204000.0,204000.0,12.225880174775122,0,,1,0,0,0,0,0,0,0,400000.0
dd3b99e1-61d7-43cc-a8c0-68f9a18864a9,324000.0,324000.0,12.688501881189456,0,,1,0,0,0,0,0,0,0,324000.0
aacb0c97-05bd-47b1-ab8b-8320c6b06fa6,576000.0,576000.0,13.263864675787632,0,,1,0,0,0,0,0,0,0,576000.0
a7b01e41-9d73-4163-b989-4b7c6bc4ade9,68065657.53,23506828.500000007,18.035983363898435,1,4.0,0,1,0,0,0,0,0,0,68065657.53
1689147a-9e28-4c94-a036-a2f0cdbed9c5,646979.0,646979.0,13.380070661104172,0,,0,1,0,0,0,0,0,0,646979.0
37f0ac30-cd24-4c34-9a51-fced4f1f9768,1479000.0,1479000.0,14.20687741782523,0,,1,0,0,0,0,0,0,0,2900000.0
409495de-7b74-4cc0-826e-d68ee766a719,423150.0,423150.0,12.95548436832363,0,,1,0,0,0,0,0,0,0,10850000.0
ee06dc03-0bfb-4a7c-8f97-3de9dcbab51b,1600000.0,1600000.0,14.285514812209815,0,,1,0,0,0,0,0,0,0,1600000.0
27d5e4b6-cedd-4348-a674-416904aa1064,18543900.0,18543900.0,16.735651505893408,2,1.0,0,1,0,0,0,0,0,0,18543900.0
8ffa08ae-d5e9-4db5-929c-10d75196446e,34800000.0,23506828.500000007,17.365127973480334,0,,1,0,0,0,0,0,0,0,400000000.0
de1f7062-5bd4-4ce5-9ef5-34eed5b66156,101342.59,101342.59,11.526271903703407,1,1.0,0,1,0,0,0,0,0,0,101342.59
2e6c048b-420a-4512-9fa4-e7493bfb4df7,5565.1479,5565.1479,8.624458513777363,1,2.5,0,1,0,0,0,0,0,0,142696.1
45d0c081-f070-4e4d-b34b-78fdaf807996,124802.36,124802.36,11.734494657631968,1,4.0,0,1,0,0,0,0,0,0,124802.36
994c1542-c87b-4cdc-91ee-04ab6fc5484a,483979518.0,23506828.500000007,19.99755314766985,1,3.0,0,1,0,0,0,0,0,0,483979518.0
e6778299-c0db-4cf7-b18d-dfec3590cc71,709606.0,709606.0,13.472466574641365,1,4.0,0,1,0,0,0,0,0,0,709606.0
7771f5f5-3eff-4cb5-b2b3-14811bf1a451,135685.0,135685.0,11.818098671746093,1,2.0,0,1,0,0,0,0,0,0,135685.0
2bf02c80-13c6-4f85-9dc5-98f8e072d2eb,409141.07,409141.07,12.921817734122827,1,2.0,0,1,0,0,0,0,0,0,409141.07
6a5d69e7-3c3c-4ab5-9aa2-0a55da9bfbfa,286628.29,286628.29,12.565944987339954,1,2.5,0,1,0,0,0,0,0,0,286628.29
91ec5454-121e-4864-9325-a71eb30f2135,447476.49,447476.49,13.011381513755898,1,1.0,0,1,0,0,0,0,0,0,447476.49
82fc2d04-91d7-4a2f-ba18-7cb058ccda7b,480000.0,480000.0,13.081543466215237,0,,1,0,0,0,0,0,0,0,480000.0
43fb3a28-e1e8-494e-be54-c19ff0f24b87,1020629.45049,1020629.45049,13.835931083037984,0,,1,0,0,0,0,0,0,0,26169985.91
51778a44-753f-492e-87a7-d0ceaba256f5,920000.0,920000.0,13.732130035981154,0,,0,1,0,0,0,0,0,0,920000.0
30faa04e-1b0f-454e-9fe4-61283ac064b8,15000000.0,15000000.0,16.52356082573315,0,,1,0,0,0,0,0,0,0,15000000.0
3a99ffbc-c2f9-4a72-bc3a-6abbc3f45902,1404000.0,1404000.0,14.154836575818353,0,,1,0,0,0,0,0,0,0,36000000.0
0a2d78f2-53eb-4636-9748-7d132ba5f94f,100752.0,100752.0,11.52042725604055,1,1.0,0,1,0,0,0,0,0,0,100752.0
e0400886-a355-4ece-977c-d7fa3a98afb4,583286.1942,583286.1942,13.276434958446218,3,2.5,0,1,0,0,0,0,0,0,1143698.42
d417a712-2f6f-44ac-87c4-1164dea734f6,1445244.67,1445244.67,14.183789878918784,2,2.0,0,1,0,0,0,0,0,0,1445244.67
00f7a60f-4315-48e9-aad1-f127f7e932d6,869675.5,869675.5,13.675876582401013,0,,1,0,0,0,0,0,0,0,869675.5
ac0d9df2-07c3-42ac-83a2-96ae4f5b1715,315900.0,315900.0,12.663184152343888,2,2.5,0,1,0,0,0,0,0,0,8100000.0
482bad7e-813b-4808-a030-f012599eaae2,2579587.25,2579587.25,14.763140351138222,0,,1,0,0,0,0,0,0,0,2579587.25
5f4d673a-563e-486a-8401-bff4374ecd09,521999.99999999994,521999.99999999994,13.165424782571753,0,,1,0,0,0,0,0,0,0,6000000.0
f5ac944b-af64-4c46-a420-6605c3c42b4d,786000.0,786000.0,13.574713343675166,0,,1,0,0,0,0,0,0,0,786000.0
90ea8181-9155-41a4-9dad-8d79e881c66e,77500.0,77500.0,11.258046118484,0,,0,0,1,0,0,0,0,0,77500.0
5bee93cf-94c1-4150-8fca-d1b513e891fb,21077.0,21077.0,9.955985121493882,1,3.0,0,1,0,0,0,0,0,0,21077.0
d150c336-9ab9-456a-93c7-6e7b79472368,0.0,0.0,0.0,1,4.0,0,1,0,0,0,0,0,0,0.0
3dc164ae-6270-4238-8dc1-4e4cbf989aa2,352244.25,352244.25,12.772082944929055,1,2.5,0,1,0,0,0,0,0,0,690675.0
f05fc050-89e6-4606-9c06-21b941898ce9,18851.352,18851.352,9.844392959628271,2,2.5,0,1,0,0,0,0,0,0,483368.0
9808d5fb-9125-4c39-a394-b3aac95e5381,1739999.9999999998,1739999.9999999998,14.36939624590319,0,,1,0,0,0,0,0,0,0,20000000.0
aba2437c-8768-482a-8deb-c5de6c157a0e,306150.0,306150.0,12.63183372327346,1,4.0,0,1,0,0,0,0,0,0,7850000.0
6198cc9f-02cc-4b4e-b11f-0198633b3f74,650000.0,650000.0,13.384729180332174,1,2.0,0,1,0,0,0,0,0,0,650000.0
128b3d42-b675-4250-8f8d-7b403625c0c1,1351765.08,1351765.08,14.11692250286427,1,4.0,0,1,0,0,0,0,0,0,1351765.08
c4f2a73e-1a78-4e25-94fb-e108d6a98387,9885025.92,9885025.92,16.106531737901307,2,4.0,0,1,0,0,0,0,0,0,9885025.92
bc5e84b1-ddce-4cf4-891d-c39269bf53f4,7401.8646,7401.8646,8.909622312393356,1,4.0,0,1,0,0,0,0,0,0,189791.4
f93bcff1-898e-4ecf-8fb0-711b1990c693,1278000.0,1278000.0,14.060807696391924,0,,1,0,0,0,0,0,0,0,1278000.0
3b5bd831-49f4-4e55-9828-49132d6501e0,470677.43,470677.43,13.061930400972743,0,,1,0,0,0,0,0,0,0,470677.43
e3dbc98b-d3cb-42c2-9a17-7ef99f40d00e,387263.00067,387263.00067,12.866861911712078,1,2.5,0,1,0,0,0,0,0,0,9929820.53
e1a2d671-ed11-40f1-9cdc-97d1f3f7d993,4400000.0,4400000.0,15.29711532616119,0,,0,1,0,0,0,0,0,0,4400000.0
ba264ae5-b5c5-4b50-aa39-a2ab59b604fa,180948.0,180948.0,12.105970502588113,1,3.0,0,1,0,0,0,0,0,0,180948.0
c7a03592-aa32-4103-851e-de2151ee8ba5,45291.29358,45291.29358,10.720892177352338,1,2.5,0,1,0,0,0,0,0,0,1161315.22
30b10bb6-4fee-4fd5-a2e0-d4cf0589e62f,19111883.0,19111883.0,16.765820898484222,62,2.5,0,1,0,0,0,0,0,0,19111883.0
02959d30-7f03-4086-b0f2-b242e2616ecb,357000.0,357000.0,12.785493861878301,0,,0,1,0,0,0,0,0,0,357000.0
99ecd22d-3827-4518-8175-4e2383a49344,6959999.999999999,6959999.999999999,15.755690175988752,0,,1,0,0,0,0,0,0,0,80000000.0
fb956522-b8dd-438d-942f-de7fc7738cfe,977367.31,977367.31,13.792618840538317,1,2.0,0,1,0,0,0,0,0,0,977367.31
ba2a4638-3b0c-4009-91ee-332235eddfbc,217499.99999999997,217499.99999999997,12.289958727201455,0,,1,0,0,0,0,0,0,0,2500000.0
d1d76ba4-6035-47e6-8e38-fa1f21c3e438,52992.0,52992.0,10.877915108339828,1,1.0,0,1,0,0,0,0,0,0,230400.0
5a7c5e5c-2b34-4b1b-a2b6-f79485848375,2500000.0,2500000.0,14.731801689838349,0,,1,0,0,0,0,0,0,0,2500000.0
a8f0d561-db00-4b40-960c-5756a44e1453,167793.75,167793.75,12.030496785279064,1,3.0,0,1,0,0,0,0,0,0,167793.75
c73f774f-d91b-49a4-87fb-30336c25bacb,294914.55,294914.55,12.594444323152098,1,2.0,0,1,0,0,0,0,0,0,294914.55
d50a697d-dfce-4f72-a402-9b2bb86ce2fe,2286374.4,2286374.4,14.642478326827641,1,4.0,0,1,0,0,0,0,0,0,2286374.4
703206ad-b313-4b0b-af01-c790e130bd8e,274433.46,274433.46,12.52246775003935,1,3.0,0,1,0,0,0,0,0,0,274433.46
c4049fc8-4b41-4705-90fe-1303c74ecff1,412885.26,412885.26,12.93092743449802,1,1.0,0,1,0,0,0,0,0,0,412885.26
b70e09bd-e6c4-46e9-b3e1-62729345a3ab,560000.0,560000.0,13.235693848424024,0,,1,0,0,0,0,0,0,0,560000.0
9e2db502-7a58-46a2-8c85-4cf95cd2316a,509882.9,509882.9,13.14193833172616,1,4.0,0,1,0,0,0,0,0,0,509882.9
fe555615-9a76-48df-961b-d5e45842ed60,650346.09,650346.09,13.385261483968153,1,4.0,0,1,0,0,0,0,0,0,650346.09
6c392df1-dab8-4beb-bc55-ebf624c2cf37,50677.731,50677.731,10.833261594658284,1,2.5,0,1,0,0,0,0,0,0,1299429.0
