notice-identifier,dps-usage-lot,notice-type,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,links.xml,links.pdf,links.pdfs,links.html,links.htmlDirect,estimated-value-cur-proc,total-value,winner-size,winner-owner-nationality,winner-selection-status,legal-basis-proc,direct-award-justification-text-proc.lit,direct-award-justification-text-proc.eng,direct-award-justification-proc,framework-buyer-categories-lot.hrv,exclusion-grounds,accessibility-lot,legal-basis-text.ces,no-negocaition-necessary-lot,direct-award-justification-text-proc.fra,framework-value-notice,legal-basis-text.pol,legal-basis-text.deu,framework-buyer-categories-lot.nld,subcontracting-percentage,ipi-measures-applicable-lot,direct-award-justification-text-proc.nld,direct-award-justification-text-proc.pol,framework-buyer-categories-lot.deu,subcontracting-value,direct-award-justification-text-proc.slv,direct-award-justification-text-proc.ita,direct-award-justification-text-proc.spa
13c7ec47-2f87-4fa3-bd74-9a23cdbc31ba,none,cn-standard,258226-2025,false,32014L0024,ITA,EUR,be203cab-9fa9-4b25-a646-e4231ff9597d,{'MUL': 'https://ted.europa.eu/en/notice/258226-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/258226-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/258226-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/258226-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/258226-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/258226-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/258226-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/258226-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/258226-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/258226-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/258226-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/258226-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/258226-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/258226-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/258226-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/258226-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/258226-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/258226-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/258226-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/258226-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/258226-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/258226-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/258226-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/258226-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/258226-2025/pdf'}",{'ITA': 'https://ted.europa.eu/it/notice/258226-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/258226-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/258226-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/258226-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/258226-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/258226-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/258226-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/258226-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/258226-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/258226-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/258226-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/258226-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/258226-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/258226-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/258226-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/258226-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/258226-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/258226-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/258226-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/258226-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/258226-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/258226-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/258226-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/258226-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/258226-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/258226-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/258226-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/258226-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/258226-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/258226-2025/html', 'EST': 'https://ted.europa.eu/et/notice/258226-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/258226-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/258226-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/258226-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/258226-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/258226-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/258226-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/258226-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/258226-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/258226-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/258226-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/258226-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/258226-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/258226-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/258226-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/258226-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/258226-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/258226-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/258226-2025/html'}",EUR,2278121.2,,,,,,,,,,,,,,,,,,,,,,,,,,
431da9e0-13d9-4e8e-9e2c-d5a68977116a,none|none|none,can-standard,258227-2025,false,32014L0024,DEU,,f33a5b19-10cb-4992-84aa-eb5d08e2024e,{'MUL': 'https://ted.europa.eu/en/notice/258227-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/258227-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/258227-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/258227-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/258227-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/258227-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/258227-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/258227-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/258227-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/258227-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/258227-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/258227-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/258227-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/258227-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/258227-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/258227-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/258227-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/258227-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/258227-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/258227-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/258227-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/258227-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/258227-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/258227-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/258227-2025/pdf'}",{'DEU': 'https://ted.europa.eu/de/notice/258227-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/258227-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/258227-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/258227-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/258227-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/258227-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/258227-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/258227-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/258227-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/258227-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/258227-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/258227-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/258227-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/258227-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/258227-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/258227-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/258227-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/258227-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/258227-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/258227-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/258227-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/258227-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/258227-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/258227-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/258227-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/258227-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/258227-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/258227-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/258227-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/258227-2025/html', 'EST': 'https://ted.europa.eu/et/notice/258227-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/258227-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/258227-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/258227-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/258227-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/258227-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/258227-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/258227-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/258227-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/258227-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/258227-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/258227-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/258227-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/258227-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/258227-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/258227-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/258227-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/258227-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/258227-2025/html'}",,250556.88,large|medium,DEU|DEU,selec-w|selec-w|selec-w,vgv,,,,,,,,,,,,,,,,,,,,,,
eda63728-f563-43f2-89ee-c31f417c38bf,none|none|none|none|none|none|none|none|none|none,can-standard,258228-2025,,32014L0024,POL,,a9f39e01-7590-4262-8353-a36e8b5e52c3,{'MUL': 'https://ted.europa.eu/en/notice/258228-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/258228-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/258228-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/258228-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/258228-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/258228-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/258228-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/258228-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/258228-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/258228-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/258228-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/258228-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/258228-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/258228-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/258228-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/258228-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/258228-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/258228-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/258228-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/258228-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/258228-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/258228-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/258228-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/258228-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/258228-2025/pdf'}",{'POL': 'https://ted.europa.eu/pl/notice/258228-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/258228-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/258228-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/258228-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/258228-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/258228-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/258228-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/258228-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/258228-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/258228-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/258228-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/258228-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/258228-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/258228-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/258228-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/258228-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/258228-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/258228-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/258228-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/258228-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/258228-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/258228-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/258228-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/258228-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/258228-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/258228-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/258228-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/258228-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/258228-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/258228-2025/html', 'EST': 'https://ted.europa.eu/et/notice/258228-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/258228-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/258228-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/258228-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/258228-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/258228-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/258228-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/258228-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/258228-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/258228-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/258228-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/258228-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/258228-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/258228-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/258228-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/258228-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/258228-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/258228-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/258228-2025/html'}",,143797.0,large|medium|large|medium,,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,
9acd80de-5820-4e76-aaf9-50a90a6ca5f0,none,can-standard,258229-2025,,32014L0025,LTU,EUR,687b35f5-fb29-4ebb-a222-44b55c9a5d64,{'MUL': 'https://ted.europa.eu/en/notice/258229-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/258229-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/258229-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/258229-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/258229-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/258229-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/258229-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/258229-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/258229-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/258229-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/258229-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/258229-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/258229-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/258229-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/258229-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/258229-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/258229-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/258229-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/258229-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/258229-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/258229-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/258229-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/258229-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/258229-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/258229-2025/pdf'}","{'ENG': 'https://ted.europa.eu/en/notice/258229-2025/pdfs', 'LIT': 'https://ted.europa.eu/lt/notice/258229-2025/pdfs'}","{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/258229-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/258229-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/258229-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/258229-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/258229-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/258229-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/258229-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/258229-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/258229-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/258229-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/258229-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/258229-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/258229-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/258229-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/258229-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/258229-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/258229-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/258229-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/258229-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/258229-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/258229-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/258229-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/258229-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/258229-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/258229-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/258229-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/258229-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/258229-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/258229-2025/html', 'EST': 'https://ted.europa.eu/et/notice/258229-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/258229-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/258229-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/258229-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/258229-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/258229-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/258229-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/258229-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/258229-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/258229-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/258229-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/258229-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/258229-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/258229-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/258229-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/258229-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/258229-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/258229-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/258229-2025/html'}",EUR,975000.0,,,selec-w,,"['Pirkimo poreikis sąlygotas būtinybės nuosekliai vykdant pervažų modernizavimo programoje prioriteto būdu atrinktose pervažose (Vilnius-Klaipėda geležinkelių linijos prioritetinių pervažų modernizavimas yra II-asis programos įgyvendinimo etapas, į kurį patenka 10 pervažų) atliekant pakeitimus sukonfigūruotas automatinių pervažų signalizacijos nuotolinis valdymas ir pervažų signalizacijos įrenginių kontrolė iš eismo valdymo ir kontrolės sistemos (Toliau – EVKS) DaVinci. Pirkimo inicijavimo stadijoje nustatytos aplinkybės, kad egzistuoja sąlygos vykdyti Pirkimą iš Indra Sistemas S.A. neskelbiamų derybų būdu dėl žemiau išdėstomų priežasčių, susijusių su konkurencijos nebuvimu dėl techninių priežasčių (PĮ 79 str. 1 d. 3p. b) papunkčio nuostatos t.y konkurencijos nėra dėl techninių priežasčių): Užsakovui būtina išlaikyti EVKS sistemai įdiegimo metu suteiktą Saugos vientisumo SIL2 lygį, dėl šios priežasties paslaugas gali suteikti tik tiekėjas, kuris paslaugų suteikimo metu užtikrintu nenutrūkstamą EVKS atitikimą CENELEC EN 50126, 50128 ir 50129 (SIL 2) standartų reikalavimams.']","['Pirkimo poreikis sąlygotas būtinybės nuosekliai vykdant pervažų modernizavimo programoje prioriteto būdu atrinktose pervažose (Vilnius-Klaipėda geležinkelių linijos prioritetinių pervažų modernizavimas yra II-asis programos įgyvendinimo etapas, į kurį patenka 10 pervažų) atliekant pakeitimus sukonfigūruotas automatinių pervažų signalizacijos nuotolinis valdymas ir pervažų signalizacijos įrenginių kontrolė iš eismo valdymo ir kontrolės sistemos (Toliau – EVKS) DaVinci. Pirkimo inicijavimo stadijoje nustatytos aplinkybės, kad egzistuoja sąlygos vykdyti Pirkimą iš Indra Sistemas S.A. neskelbiamų derybų būdu dėl žemiau išdėstomų priežasčių, susijusių su konkurencijos nebuvimu dėl techninių priežasčių (PĮ 79 str. 1 d. 3p. b) papunkčio nuostatos t.y konkurencijos nėra dėl techninių priežasčių): Užsakovui būtina išlaikyti EVKS sistemai įdiegimo metu suteiktą Saugos vientisumo SIL2 lygį, dėl šios priežasties paslaugas gali suteikti tik tiekėjas, kuris paslaugų suteikimo metu užtikrintu nenutrūkstamą EVKS atitikimą CENELEC EN 50126, 50128 ir 50129 (SIL 2) standartų reikalavimams.']",exclusive,,,,,,,,,,,,,,,,,,,
