notice-identifier,dps-usage-lot,notice-type,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,estimated-value-cur-proc,total-value,exclusion-grounds,links.xml,links.pdf,links.pdfs,links.html,links.htmlDirect,winner-size,winner-selection-status,no-negocaition-necessary-lot,legal-basis-proc,winner-owner-nationality,framework-value-notice,direct-award-justification-text-proc.lit,direct-award-justification-proc,legal-basis-text.ces,accessibility-lot,legal-basis-text.pol,framework-buyer-categories-lot.hrv,direct-award-justification-text-proc.deu,direct-award-justification-text-proc.ces,legal-basis-text.deu,direct-award-justification-text-proc.spa,direct-award-justification-text-proc.fin,direct-award-justification-text-proc.ron,direct-award-justification-text-proc.nld,framework-buyer-categories-lot.fra,direct-award-justification-text-proc.bul,subcontracting-percentage,subcontracting-value,direct-award-justification-text-proc.ell
5b5b6d7a-92fa-4269-b43a-6df5199cb3d8,none,cn-standard,269879-2025,false,32014L0024,NLD,EUR,230f235a-371b-42b9-abd5-fe504d5b3f5e,EUR,214000.0,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,{'MUL': 'https://ted.europa.eu/en/notice/269879-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/269879-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/269879-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/269879-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/269879-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/269879-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/269879-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/269879-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/269879-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/269879-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/269879-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/269879-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/269879-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/269879-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/269879-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/269879-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/269879-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/269879-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/269879-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/269879-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/269879-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/269879-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/269879-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/269879-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/269879-2025/pdf'}",{'ENG': 'https://ted.europa.eu/en/notice/269879-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/269879-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/269879-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/269879-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/269879-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/269879-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/269879-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/269879-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/269879-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/269879-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/269879-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/269879-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/269879-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/269879-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/269879-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/269879-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/269879-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/269879-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/269879-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/269879-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/269879-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/269879-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/269879-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/269879-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/269879-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/269879-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/269879-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/269879-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/269879-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/269879-2025/html', 'EST': 'https://ted.europa.eu/et/notice/269879-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/269879-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/269879-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/269879-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/269879-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/269879-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/269879-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/269879-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/269879-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/269879-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/269879-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/269879-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/269879-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/269879-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/269879-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/269879-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/269879-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/269879-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/269879-2025/html'}",,,,,,,,,,,,,,,,,,,,,,,,
cb6de62c-4a16-4131-a9a3-ae8c2aebd0af,none,can-standard,269880-2025,false,32014L0024,GRC,EUR,1b2d164c-f336-4c53-b588-51251286c1a1,EUR,291594.13,,{'MUL': 'https://ted.europa.eu/en/notice/269880-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/269880-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/269880-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/269880-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/269880-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/269880-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/269880-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/269880-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/269880-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/269880-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/269880-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/269880-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/269880-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/269880-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/269880-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/269880-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/269880-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/269880-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/269880-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/269880-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/269880-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/269880-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/269880-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/269880-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/269880-2025/pdf'}",{'ELL': 'https://ted.europa.eu/el/notice/269880-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/269880-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/269880-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/269880-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/269880-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/269880-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/269880-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/269880-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/269880-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/269880-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/269880-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/269880-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/269880-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/269880-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/269880-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/269880-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/269880-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/269880-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/269880-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/269880-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/269880-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/269880-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/269880-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/269880-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/269880-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/269880-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/269880-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/269880-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/269880-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/269880-2025/html', 'EST': 'https://ted.europa.eu/et/notice/269880-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/269880-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/269880-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/269880-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/269880-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/269880-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/269880-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/269880-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/269880-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/269880-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/269880-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/269880-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/269880-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/269880-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/269880-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/269880-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/269880-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/269880-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/269880-2025/html'}",small,selec-w,,,,,,,,,,,,,,,,,,,,,,
b9042aa4-cb5b-4139-a7fd-654fb3b23816,none,cn-standard,269881-2025,false,32014L0024,DEU,,30d00283-4303-4e98-8e76-a63aceb2084e,EUR,82863.5,exg-crim-part|exg-crim-terror|exg-crim-laund|exg-crim-fraud|exg-crim-corrpt|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-lab-law|exg-sitn-liq-admin|exg-sitn-other|exg-sitn-as-susp|exg-mis-distortion|exg-mis-partic-confl|exg-mis-prep-confl,{'MUL': 'https://ted.europa.eu/en/notice/269881-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/269881-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/269881-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/269881-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/269881-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/269881-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/269881-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/269881-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/269881-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/269881-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/269881-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/269881-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/269881-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/269881-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/269881-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/269881-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/269881-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/269881-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/269881-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/269881-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/269881-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/269881-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/269881-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/269881-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/269881-2025/pdf'}",{'DEU': 'https://ted.europa.eu/de/notice/269881-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/269881-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/269881-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/269881-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/269881-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/269881-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/269881-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/269881-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/269881-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/269881-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/269881-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/269881-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/269881-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/269881-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/269881-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/269881-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/269881-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/269881-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/269881-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/269881-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/269881-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/269881-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/269881-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/269881-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/269881-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/269881-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/269881-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/269881-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/269881-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/269881-2025/html', 'EST': 'https://ted.europa.eu/et/notice/269881-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/269881-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/269881-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/269881-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/269881-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/269881-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/269881-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/269881-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/269881-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/269881-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/269881-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/269881-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/269881-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/269881-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/269881-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/269881-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/269881-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/269881-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/269881-2025/html'}",,,True,vgv,,,,,,,,,,,,,,,,,,,,
db9ae17a-af1e-4d09-93df-95731396b79b,none,cn-standard,269882-2025,false,32014L0024,DEU,,f0600ca6-1e74-44e8-a45b-ee60733a85aa,,,exg-sitn-other|exg-crim-corrpt|exg-crim-part|exg-mis-distortion|exg-mis-bre-env-law|exg-crim-laund|exg-crim-fraud|exg-crim-traffick|exg-sitn-insolvency|exg-mis-bre-lab-law|exg-sitn-liq-admin|exg-mis-misrepresent|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-misconduct|exg-mis-sanction|exg-mis-bre-soc-law|exg-pmt-bre-ssc|exg-sitn-as-susp|exg-pmt-bre-tax|exg-crim-terror|exg-natl-bre-nat-law,{'MUL': 'https://ted.europa.eu/en/notice/269882-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/269882-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/269882-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/269882-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/269882-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/269882-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/269882-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/269882-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/269882-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/269882-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/269882-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/269882-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/269882-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/269882-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/269882-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/269882-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/269882-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/269882-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/269882-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/269882-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/269882-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/269882-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/269882-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/269882-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/269882-2025/pdf'}",{'DEU': 'https://ted.europa.eu/de/notice/269882-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/269882-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/269882-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/269882-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/269882-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/269882-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/269882-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/269882-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/269882-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/269882-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/269882-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/269882-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/269882-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/269882-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/269882-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/269882-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/269882-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/269882-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/269882-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/269882-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/269882-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/269882-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/269882-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/269882-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/269882-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/269882-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/269882-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/269882-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/269882-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/269882-2025/html', 'EST': 'https://ted.europa.eu/et/notice/269882-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/269882-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/269882-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/269882-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/269882-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/269882-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/269882-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/269882-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/269882-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/269882-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/269882-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/269882-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/269882-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/269882-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/269882-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/269882-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/269882-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/269882-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/269882-2025/html'}",,,,vgv,,,,,,,,,,,,,,,,,,,,
