notice-identifier,dps-usage-lot,notice-type,exclusion-grounds,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,legal-basis-proc,procedure-identifier,links.xml,links.pdf,links.pdfs,links.html,links.htmlDirect,winner-selection-status,winner-size,estimated-value-cur-lot,total-value,estimated-value-cur-proc,winner-owner-nationality,direct-award-justification-text-proc.deu,direct-award-justification-proc,no-negocaition-necessary-lot,accessibility-lot,legal-basis-text.deu,framework-value-notice
bfd51f5a-3413-492f-8f07-1c2af2a8a97d,none,cn-standard,exg-natl-bre-nat-law,185561-2025,false,32014L0024,DEU,vob-a-eu,a99b7e37-a7f0-4c9f-a1b4-dc7248d64c4d,{'MUL': 'https://ted.europa.eu/en/notice/185561-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/185561-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/185561-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/185561-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/185561-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/185561-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/185561-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/185561-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/185561-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/185561-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/185561-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/185561-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/185561-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/185561-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/185561-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/185561-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/185561-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/185561-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/185561-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/185561-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/185561-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/185561-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/185561-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/185561-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/185561-2025/pdf'}",{'DEU': 'https://ted.europa.eu/de/notice/185561-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/185561-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/185561-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/185561-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/185561-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/185561-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/185561-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/185561-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/185561-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/185561-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/185561-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/185561-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/185561-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/185561-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/185561-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/185561-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/185561-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/185561-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/185561-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/185561-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/185561-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/185561-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/185561-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/185561-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/185561-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/185561-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/185561-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/185561-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/185561-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/185561-2025/html', 'EST': 'https://ted.europa.eu/et/notice/185561-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/185561-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/185561-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/185561-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/185561-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/185561-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/185561-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/185561-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/185561-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/185561-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/185561-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/185561-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/185561-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/185561-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/185561-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/185561-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/185561-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/185561-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/185561-2025/html'}",,,,,,,,,,,,
63315fe8-f0d3-405a-a4a4-0d42a41af740,none,can-standard,,185565-2025,false,32014L0024,DEU,vgv,c1fac07c-3c9c-41e8-96c9-5b5f5c935dfd,{'MUL': 'https://ted.europa.eu/en/notice/185565-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/185565-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/185565-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/185565-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/185565-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/185565-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/185565-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/185565-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/185565-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/185565-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/185565-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/185565-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/185565-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/185565-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/185565-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/185565-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/185565-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/185565-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/185565-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/185565-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/185565-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/185565-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/185565-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/185565-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/185565-2025/pdf'}",{'DEU': 'https://ted.europa.eu/de/notice/185565-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/185565-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/185565-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/185565-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/185565-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/185565-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/185565-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/185565-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/185565-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/185565-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/185565-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/185565-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/185565-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/185565-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/185565-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/185565-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/185565-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/185565-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/185565-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/185565-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/185565-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/185565-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/185565-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/185565-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/185565-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/185565-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/185565-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/185565-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/185565-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/185565-2025/html', 'EST': 'https://ted.europa.eu/et/notice/185565-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/185565-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/185565-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/185565-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/185565-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/185565-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/185565-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/185565-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/185565-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/185565-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/185565-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/185565-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/185565-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/185565-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/185565-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/185565-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/185565-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/185565-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/185565-2025/html'}",selec-w,small,,,,,,,,,,
357c7139-4bce-477e-b6a8-86e2c9be3341,none,cn-standard,exg-crim-corrpt|exg-crim-fraud|exg-crim-part|exg-crim-terror|exg-sitn-as-susp|exg-crim-laund|exg-sitn-liq-admin|exg-mis-partic-confl|exg-mis-sanction|exg-crim-traffick|exg-sitn-other|exg-mis-misconduct|exg-mis-misrepresent|exg-mis-bre-lab-law|exg-mis-bre-soc-law|exg-mis-bre-env-law|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-mis-distortion|exg-mis-prep-confl|exg-sitn-insolvency,185568-2025,false,32014L0024,DEU,vgv,ab77c42c-e651-41bc-9e85-0d8eec6ca818,{'MUL': 'https://ted.europa.eu/en/notice/185568-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/185568-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/185568-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/185568-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/185568-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/185568-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/185568-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/185568-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/185568-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/185568-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/185568-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/185568-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/185568-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/185568-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/185568-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/185568-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/185568-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/185568-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/185568-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/185568-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/185568-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/185568-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/185568-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/185568-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/185568-2025/pdf'}",{'DEU': 'https://ted.europa.eu/de/notice/185568-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/185568-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/185568-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/185568-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/185568-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/185568-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/185568-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/185568-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/185568-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/185568-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/185568-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/185568-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/185568-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/185568-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/185568-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/185568-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/185568-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/185568-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/185568-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/185568-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/185568-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/185568-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/185568-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/185568-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/185568-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/185568-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/185568-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/185568-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/185568-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/185568-2025/html', 'EST': 'https://ted.europa.eu/et/notice/185568-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/185568-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/185568-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/185568-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/185568-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/185568-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/185568-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/185568-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/185568-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/185568-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/185568-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/185568-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/185568-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/185568-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/185568-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/185568-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/185568-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/185568-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/185568-2025/html'}",,,,,,,,,,,,
969d6c01-8830-43cd-897a-d44f7a39da05,none|none,can-standard,,185581-2025,false,32014L0024,DEU,vgv,08a1eae5-48cf-441c-804d-a23eae5ddfb3,{'MUL': 'https://ted.europa.eu/en/notice/185581-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/185581-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/185581-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/185581-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/185581-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/185581-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/185581-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/185581-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/185581-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/185581-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/185581-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/185581-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/185581-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/185581-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/185581-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/185581-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/185581-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/185581-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/185581-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/185581-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/185581-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/185581-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/185581-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/185581-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/185581-2025/pdf'}",{'DEU': 'https://ted.europa.eu/de/notice/185581-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/185581-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/185581-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/185581-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/185581-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/185581-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/185581-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/185581-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/185581-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/185581-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/185581-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/185581-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/185581-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/185581-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/185581-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/185581-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/185581-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/185581-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/185581-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/185581-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/185581-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/185581-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/185581-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/185581-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/185581-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/185581-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/185581-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/185581-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/185581-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/185581-2025/html', 'EST': 'https://ted.europa.eu/et/notice/185581-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/185581-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/185581-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/185581-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/185581-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/185581-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/185581-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/185581-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/185581-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/185581-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/185581-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/185581-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/185581-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/185581-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/185581-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/185581-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/185581-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/185581-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/185581-2025/html'}",clos-nw|clos-nw,,EUR,,,,,,,,,
26558b9b-f44c-408b-b5a2-6a51ff0df052,,can-modif,,185584-2025,,32014L0024,DEU,vob-a-eu,85fa687f-ce7e-4c54-ad6c-39f4af735a79,{'MUL': 'https://ted.europa.eu/en/notice/185584-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/185584-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/185584-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/185584-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/185584-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/185584-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/185584-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/185584-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/185584-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/185584-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/185584-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/185584-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/185584-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/185584-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/185584-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/185584-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/185584-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/185584-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/185584-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/185584-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/185584-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/185584-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/185584-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/185584-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/185584-2025/pdf'}",{'DEU': 'https://ted.europa.eu/de/notice/185584-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/185584-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/185584-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/185584-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/185584-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/185584-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/185584-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/185584-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/185584-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/185584-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/185584-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/185584-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/185584-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/185584-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/185584-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/185584-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/185584-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/185584-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/185584-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/185584-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/185584-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/185584-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/185584-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/185584-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/185584-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/185584-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/185584-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/185584-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/185584-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/185584-2025/html', 'EST': 'https://ted.europa.eu/et/notice/185584-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/185584-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/185584-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/185584-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/185584-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/185584-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/185584-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/185584-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/185584-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/185584-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/185584-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/185584-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/185584-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/185584-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/185584-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/185584-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/185584-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/185584-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/185584-2025/html'}",,,,3651235.15,,,,,,,,
