notice-identifier,dps-usage-lot,notice-type,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,winner-size,estimated-value-cur-proc,total-value,winner-selection-status,links.xml,links.pdf,links.pdfs,links.html,links.htmlDirect,direct-award-justification-text-proc.ell,direct-award-justification-proc,exclusion-grounds,legal-basis-proc,subcontracting-percentage,subcontracting-value,framework-value-notice,legal-basis-text.ell,accessibility-lot,winner-owner-nationality
cb6de62c-4a16-4131-a9a3-ae8c2aebd0af,none,can-standard,269880-2025,false,32014L0024,GRC,EUR,1b2d164c-f336-4c53-b588-51251286c1a1,small,EUR,291594.13,selec-w,{'MUL': 'https://ted.europa.eu/en/notice/269880-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/269880-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/269880-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/269880-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/269880-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/269880-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/269880-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/269880-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/269880-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/269880-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/269880-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/269880-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/269880-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/269880-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/269880-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/269880-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/269880-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/269880-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/269880-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/269880-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/269880-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/269880-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/269880-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/269880-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/269880-2025/pdf'}",{'ELL': 'https://ted.europa.eu/el/notice/269880-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/269880-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/269880-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/269880-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/269880-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/269880-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/269880-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/269880-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/269880-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/269880-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/269880-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/269880-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/269880-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/269880-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/269880-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/269880-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/269880-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/269880-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/269880-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/269880-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/269880-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/269880-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/269880-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/269880-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/269880-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/269880-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/269880-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/269880-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/269880-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/269880-2025/html', 'EST': 'https://ted.europa.eu/et/notice/269880-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/269880-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/269880-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/269880-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/269880-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/269880-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/269880-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/269880-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/269880-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/269880-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/269880-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/269880-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/269880-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/269880-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/269880-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/269880-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/269880-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/269880-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/269880-2025/html'}",,,,,,,,,,
0527ef47-a850-47c6-a8ec-115aca0d993d,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,269906-2025,false,32014L0025,GRC,EUR,417817f7-b25c-4209-9930-bebc48f0d379,,EUR,2579587.25,,{'MUL': 'https://ted.europa.eu/en/notice/269906-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/269906-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/269906-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/269906-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/269906-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/269906-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/269906-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/269906-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/269906-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/269906-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/269906-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/269906-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/269906-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/269906-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/269906-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/269906-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/269906-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/269906-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/269906-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/269906-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/269906-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/269906-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/269906-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/269906-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/269906-2025/pdf'}",{'ELL': 'https://ted.europa.eu/el/notice/269906-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/269906-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/269906-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/269906-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/269906-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/269906-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/269906-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/269906-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/269906-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/269906-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/269906-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/269906-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/269906-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/269906-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/269906-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/269906-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/269906-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/269906-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/269906-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/269906-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/269906-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/269906-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/269906-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/269906-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/269906-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/269906-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/269906-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/269906-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/269906-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/269906-2025/html', 'EST': 'https://ted.europa.eu/et/notice/269906-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/269906-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/269906-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/269906-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/269906-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/269906-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/269906-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/269906-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/269906-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/269906-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/269906-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/269906-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/269906-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/269906-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/269906-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/269906-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/269906-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/269906-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/269906-2025/html'}",,,,,,,,,,
e156cfd7-7d70-491a-aac6-4b52af5ec213,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,270006-2025,false,32014L0025,GRC,EUR,417817f7-b25c-4209-9930-bebc48f0d379,,EUR,2579587.25,,{'MUL': 'https://ted.europa.eu/en/notice/270006-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/270006-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/270006-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/270006-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/270006-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/270006-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/270006-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/270006-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/270006-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/270006-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/270006-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/270006-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/270006-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/270006-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/270006-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/270006-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/270006-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/270006-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/270006-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/270006-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/270006-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/270006-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/270006-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/270006-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/270006-2025/pdf'}",{'ELL': 'https://ted.europa.eu/el/notice/270006-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/270006-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/270006-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/270006-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/270006-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/270006-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/270006-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/270006-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/270006-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/270006-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/270006-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/270006-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/270006-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/270006-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/270006-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/270006-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/270006-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/270006-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/270006-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/270006-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/270006-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/270006-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/270006-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/270006-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/270006-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/270006-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/270006-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/270006-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/270006-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/270006-2025/html', 'EST': 'https://ted.europa.eu/et/notice/270006-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/270006-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/270006-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/270006-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/270006-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/270006-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/270006-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/270006-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/270006-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/270006-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/270006-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/270006-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/270006-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/270006-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/270006-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/270006-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/270006-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/270006-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/270006-2025/html'}",,,,,,,,,,
b1efcdbb-b137-413c-a9f6-c2b6c965a0a2,none,cn-standard,270031-2025,false,32014L0024,GRC,EUR,772359f9-fc79-487a-97c4-34ad236ebb02,,EUR,990000.0,,{'MUL': 'https://ted.europa.eu/en/notice/270031-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/270031-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/270031-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/270031-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/270031-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/270031-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/270031-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/270031-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/270031-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/270031-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/270031-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/270031-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/270031-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/270031-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/270031-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/270031-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/270031-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/270031-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/270031-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/270031-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/270031-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/270031-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/270031-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/270031-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/270031-2025/pdf'}",{'ELL': 'https://ted.europa.eu/el/notice/270031-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/270031-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/270031-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/270031-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/270031-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/270031-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/270031-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/270031-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/270031-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/270031-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/270031-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/270031-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/270031-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/270031-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/270031-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/270031-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/270031-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/270031-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/270031-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/270031-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/270031-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/270031-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/270031-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/270031-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/270031-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/270031-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/270031-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/270031-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/270031-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/270031-2025/html', 'EST': 'https://ted.europa.eu/et/notice/270031-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/270031-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/270031-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/270031-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/270031-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/270031-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/270031-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/270031-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/270031-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/270031-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/270031-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/270031-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/270031-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/270031-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/270031-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/270031-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/270031-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/270031-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/270031-2025/html'}",,,,,,,,,,
b1d43d4c-3240-407f-9b11-11a503cb8b00,none,can-standard,270110-2025,,32018R1046,BEL|LUX|BEL|LUX|BEL|FRA|BEL|BEL|BEL|BEL|BEL|BEL|BEL|BEL|BEL|BEL|ESP|FRA|GRC|BEL|ESP|LUX|HUN|SVK|PRT|NLD|LUX|FRA|ITA|MLT|NLD|SVN|DEU|PRT|ESP|BEL|BEL|BEL|BEL|LUX|BEL|BEL|LUX,,fcc865d9-4061-447c-9f50-6a704a0e7f36,,,,clos-nw,{'MUL': 'https://ted.europa.eu/en/notice/270110-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/270110-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/270110-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/270110-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/270110-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/270110-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/270110-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/270110-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/270110-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/270110-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/270110-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/270110-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/270110-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/270110-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/270110-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/270110-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/270110-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/270110-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/270110-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/270110-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/270110-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/270110-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/270110-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/270110-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/270110-2025/pdf'}",{'ENG': 'https://ted.europa.eu/en/notice/270110-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/270110-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/270110-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/270110-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/270110-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/270110-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/270110-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/270110-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/270110-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/270110-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/270110-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/270110-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/270110-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/270110-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/270110-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/270110-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/270110-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/270110-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/270110-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/270110-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/270110-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/270110-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/270110-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/270110-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/270110-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/270110-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/270110-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/270110-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/270110-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/270110-2025/html', 'EST': 'https://ted.europa.eu/et/notice/270110-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/270110-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/270110-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/270110-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/270110-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/270110-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/270110-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/270110-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/270110-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/270110-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/270110-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/270110-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/270110-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/270110-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/270110-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/270110-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/270110-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/270110-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/270110-2025/html'}",,,,,,,,,,
