notice-identifier,dps-usage-lot,notice-type,publication-number,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,estimated-value-cur-proc,total-value,exclusion-grounds,accessibility-lot,links.xml,links.pdf,links.pdfs,links.html,links.htmlDirect,procedure-accelerated,framework-buyer-categories-lot.hrv,legal-basis-proc,legal-basis-text.pol,no-negocaition-necessary-lot,legal-basis-text.ces,direct-award-justification-proc,framework-buyer-categories-lot.bul,legal-basis-text.fra,legal-basis-text.deu
671cfb3c-1ca2-4d4b-835e-015ca35ad0c4,none,cn-standard,1-2025,32014L0024,HRV,EUR,fc0c326c-76d9-4eb1-8540-486560d9c965,EUR,223000.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,n-inc,{'MUL': 'https://ted.europa.eu/en/notice/1-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/1-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/1-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/1-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/1-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/1-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/1-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/1-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/1-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/1-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/1-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/1-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/1-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/1-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/1-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/1-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/1-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/1-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/1-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/1-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/1-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/1-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/1-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/1-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/1-2025/pdf'}",{'HRV': 'https://ted.europa.eu/hr/notice/1-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/1-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/1-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/1-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/1-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/1-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/1-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/1-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/1-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/1-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/1-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/1-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/1-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/1-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/1-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/1-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/1-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/1-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/1-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/1-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/1-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/1-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/1-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/1-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/1-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/1-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/1-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/1-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/1-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/1-2025/html', 'EST': 'https://ted.europa.eu/et/notice/1-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/1-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/1-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/1-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/1-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/1-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/1-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/1-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/1-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/1-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/1-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/1-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/1-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/1-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/1-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/1-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/1-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/1-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/1-2025/html'}",,,,,,,,,,
ee0f8e27-1180-45e1-8797-58c901c885d7,none|none|none|none|none,cn-standard,3-2025,32014L0024,POL,,306c91be-e2c2-418f-a0d9-dea1ad15a6e5,,,nati-ground|prep-confl|corruption|fraud|labour-law|socsec-pay|tax-pay|distorsion|finan-laund|human-traffic|terr-offence|crime-org,,{'MUL': 'https://ted.europa.eu/en/notice/3-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/3-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/3-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/3-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/3-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/3-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/3-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/3-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/3-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/3-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/3-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/3-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/3-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/3-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/3-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/3-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/3-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/3-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/3-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/3-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/3-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/3-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/3-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/3-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/3-2025/pdf'}",{'POL': 'https://ted.europa.eu/pl/notice/3-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/3-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/3-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/3-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/3-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/3-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/3-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/3-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/3-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/3-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/3-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/3-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/3-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/3-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/3-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/3-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/3-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/3-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/3-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/3-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/3-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/3-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/3-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/3-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/3-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/3-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/3-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/3-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/3-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/3-2025/html', 'EST': 'https://ted.europa.eu/et/notice/3-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/3-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/3-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/3-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/3-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/3-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/3-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/3-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/3-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/3-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/3-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/3-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/3-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/3-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/3-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/3-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/3-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/3-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/3-2025/html'}",,,,,,,,,,
a13186e3-a46c-48be-86db-8d02a2331dbc,none,cn-standard,10-2025,32014L0025,POL,,9524d62c-ebb0-4eb1-9363-c04ed59a07db,,,,,{'MUL': 'https://ted.europa.eu/en/notice/10-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/10-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/10-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/10-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/10-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/10-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/10-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/10-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/10-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/10-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/10-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/10-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/10-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/10-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/10-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/10-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/10-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/10-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/10-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/10-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/10-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/10-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/10-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/10-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/10-2025/pdf'}",{'POL': 'https://ted.europa.eu/pl/notice/10-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/10-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/10-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/10-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/10-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/10-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/10-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/10-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/10-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/10-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/10-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/10-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/10-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/10-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/10-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/10-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/10-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/10-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/10-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/10-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/10-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/10-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/10-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/10-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/10-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/10-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/10-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/10-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/10-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/10-2025/html', 'EST': 'https://ted.europa.eu/et/notice/10-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/10-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/10-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/10-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/10-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/10-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/10-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/10-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/10-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/10-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/10-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/10-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/10-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/10-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/10-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/10-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/10-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/10-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/10-2025/html'}",false,,,,,,,,,
0a29c5ab-1bfa-4d46-80f0-e9ef2f12af03,none,cn-standard,14-2025,32014L0024,HRV,EUR,5a3e9762-0e3d-4a33-8360-e481969cdb71,EUR,816000.0,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,n-inc,{'MUL': 'https://ted.europa.eu/en/notice/14-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/14-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/14-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/14-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/14-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/14-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/14-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/14-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/14-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/14-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/14-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/14-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/14-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/14-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/14-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/14-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/14-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/14-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/14-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/14-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/14-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/14-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/14-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/14-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/14-2025/pdf'}",{'HRV': 'https://ted.europa.eu/hr/notice/14-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/14-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/14-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/14-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/14-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/14-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/14-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/14-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/14-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/14-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/14-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/14-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/14-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/14-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/14-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/14-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/14-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/14-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/14-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/14-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/14-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/14-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/14-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/14-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/14-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/14-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/14-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/14-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/14-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/14-2025/html', 'EST': 'https://ted.europa.eu/et/notice/14-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/14-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/14-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/14-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/14-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/14-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/14-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/14-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/14-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/14-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/14-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/14-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/14-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/14-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/14-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/14-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/14-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/14-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/14-2025/html'}",,['Naručitelji koji su navedeni u ovoj obavijesti'],,,,,,,,
3d9cd246-62b2-4982-98ac-a3b564659844,none,cn-standard,15-2025,32014L0024,POL,,ccc0fc13-5f3d-4832-8980-d1fc1ec130a2,,,,,{'MUL': 'https://ted.europa.eu/en/notice/15-2025/xml'},"{'BUL': 'https://ted.europa.eu/bg/notice/15-2025/pdf', 'SPA': 'https://ted.europa.eu/es/notice/15-2025/pdf', 'CES': 'https://ted.europa.eu/cs/notice/15-2025/pdf', 'DAN': 'https://ted.europa.eu/da/notice/15-2025/pdf', 'DEU': 'https://ted.europa.eu/de/notice/15-2025/pdf', 'EST': 'https://ted.europa.eu/et/notice/15-2025/pdf', 'ELL': 'https://ted.europa.eu/el/notice/15-2025/pdf', 'ENG': 'https://ted.europa.eu/en/notice/15-2025/pdf', 'FRA': 'https://ted.europa.eu/fr/notice/15-2025/pdf', 'GLE': 'https://ted.europa.eu/ga/notice/15-2025/pdf', 'HRV': 'https://ted.europa.eu/hr/notice/15-2025/pdf', 'ITA': 'https://ted.europa.eu/it/notice/15-2025/pdf', 'LAV': 'https://ted.europa.eu/lv/notice/15-2025/pdf', 'LIT': 'https://ted.europa.eu/lt/notice/15-2025/pdf', 'HUN': 'https://ted.europa.eu/hu/notice/15-2025/pdf', 'MLT': 'https://ted.europa.eu/mt/notice/15-2025/pdf', 'NLD': 'https://ted.europa.eu/nl/notice/15-2025/pdf', 'POL': 'https://ted.europa.eu/pl/notice/15-2025/pdf', 'POR': 'https://ted.europa.eu/pt/notice/15-2025/pdf', 'RON': 'https://ted.europa.eu/ro/notice/15-2025/pdf', 'SLK': 'https://ted.europa.eu/sk/notice/15-2025/pdf', 'SLV': 'https://ted.europa.eu/sl/notice/15-2025/pdf', 'FIN': 'https://ted.europa.eu/fi/notice/15-2025/pdf', 'SWE': 'https://ted.europa.eu/sv/notice/15-2025/pdf'}",{'POL': 'https://ted.europa.eu/pl/notice/15-2025/pdfs'},"{'BUL': 'https://ted.europa.eu/bg/notice/-/detail/15-2025', 'SPA': 'https://ted.europa.eu/es/notice/-/detail/15-2025', 'CES': 'https://ted.europa.eu/cs/notice/-/detail/15-2025', 'DAN': 'https://ted.europa.eu/da/notice/-/detail/15-2025', 'DEU': 'https://ted.europa.eu/de/notice/-/detail/15-2025', 'EST': 'https://ted.europa.eu/et/notice/-/detail/15-2025', 'ELL': 'https://ted.europa.eu/el/notice/-/detail/15-2025', 'ENG': 'https://ted.europa.eu/en/notice/-/detail/15-2025', 'FRA': 'https://ted.europa.eu/fr/notice/-/detail/15-2025', 'GLE': 'https://ted.europa.eu/ga/notice/-/detail/15-2025', 'HRV': 'https://ted.europa.eu/hr/notice/-/detail/15-2025', 'ITA': 'https://ted.europa.eu/it/notice/-/detail/15-2025', 'LAV': 'https://ted.europa.eu/lv/notice/-/detail/15-2025', 'LIT': 'https://ted.europa.eu/lt/notice/-/detail/15-2025', 'HUN': 'https://ted.europa.eu/hu/notice/-/detail/15-2025', 'MLT': 'https://ted.europa.eu/mt/notice/-/detail/15-2025', 'NLD': 'https://ted.europa.eu/nl/notice/-/detail/15-2025', 'POL': 'https://ted.europa.eu/pl/notice/-/detail/15-2025', 'POR': 'https://ted.europa.eu/pt/notice/-/detail/15-2025', 'RON': 'https://ted.europa.eu/ro/notice/-/detail/15-2025', 'SLK': 'https://ted.europa.eu/sk/notice/-/detail/15-2025', 'SLV': 'https://ted.europa.eu/sl/notice/-/detail/15-2025', 'FIN': 'https://ted.europa.eu/fi/notice/-/detail/15-2025', 'SWE': 'https://ted.europa.eu/sv/notice/-/detail/15-2025'}","{'BUL': 'https://ted.europa.eu/bg/notice/15-2025/html', 'SPA': 'https://ted.europa.eu/es/notice/15-2025/html', 'CES': 'https://ted.europa.eu/cs/notice/15-2025/html', 'DAN': 'https://ted.europa.eu/da/notice/15-2025/html', 'DEU': 'https://ted.europa.eu/de/notice/15-2025/html', 'EST': 'https://ted.europa.eu/et/notice/15-2025/html', 'ELL': 'https://ted.europa.eu/el/notice/15-2025/html', 'ENG': 'https://ted.europa.eu/en/notice/15-2025/html', 'FRA': 'https://ted.europa.eu/fr/notice/15-2025/html', 'GLE': 'https://ted.europa.eu/ga/notice/15-2025/html', 'HRV': 'https://ted.europa.eu/hr/notice/15-2025/html', 'ITA': 'https://ted.europa.eu/it/notice/15-2025/html', 'LAV': 'https://ted.europa.eu/lv/notice/15-2025/html', 'LIT': 'https://ted.europa.eu/lt/notice/15-2025/html', 'HUN': 'https://ted.europa.eu/hu/notice/15-2025/html', 'MLT': 'https://ted.europa.eu/mt/notice/15-2025/html', 'NLD': 'https://ted.europa.eu/nl/notice/15-2025/html', 'POL': 'https://ted.europa.eu/pl/notice/15-2025/html', 'POR': 'https://ted.europa.eu/pt/notice/15-2025/html', 'RON': 'https://ted.europa.eu/ro/notice/15-2025/html', 'SLK': 'https://ted.europa.eu/sk/notice/15-2025/html', 'SLV': 'https://ted.europa.eu/sl/notice/15-2025/html', 'FIN': 'https://ted.europa.eu/fi/notice/15-2025/html', 'SWE': 'https://ted.europa.eu/sv/notice/15-2025/html'}",true,,Ustawa Prawo zamówień publicznych (t.j. Dz. U. z 2024 r. poz. 1320),,,,,,,
